# Time          3.5000E+01
# Units: Mol/m**3 Porous Medium/s
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -4.8456E-10      -6.6403E-11      -1.7485E-07
       1.5000E-02      -4.8456E-10      -4.5887E-11      -1.7485E-07
       2.5000E-02      -4.8456E-10       6.1819E-11      -1.7485E-07
       3.5000E-02      -4.8456E-10       2.3995E-10      -1.7485E-07
       4.5000E-02      -4.8456E-10       3.7489E-10      -1.7485E-07
       5.5000E-02      -4.8456E-10       4.3887E-10      -1.7485E-07
       6.5000E-02      -4.8456E-10       4.5976E-10      -1.7485E-07
       7.5000E-02      -4.8456E-10       4.6095E-10      -1.7485E-07
       8.5000E-02      -4.8456E-10       4.5362E-10      -1.7485E-07
       9.5000E-02      -4.8456E-10       4.4225E-10      -1.7485E-07
       1.0500E-01      -4.8456E-10       4.2870E-10      -1.7485E-07
       1.1500E-01      -4.8456E-10       4.1432E-10      -1.7485E-07
       1.2500E-01      -4.8456E-10       4.0065E-10      -1.7485E-07
       1.3500E-01      -4.8456E-10       3.8914E-10      -1.7485E-07
       1.4500E-01      -4.8456E-10       3.8052E-10      -1.7485E-07
       1.5500E-01      -4.8456E-10       3.7464E-10      -1.7485E-07
       1.6500E-01      -4.8456E-10       3.7084E-10      -1.7485E-07
       1.7500E-01      -4.8456E-10       3.6843E-10      -1.7485E-07
       1.8500E-01      -4.8456E-10       3.6691E-10      -1.7485E-07
       1.9500E-01      -4.8456E-10       3.6592E-10      -1.7485E-07
       2.0500E-01      -4.8456E-10       3.6526E-10      -1.7485E-07
       2.1500E-01      -4.8456E-10       3.6481E-10      -1.7485E-07
       2.2500E-01      -4.8456E-10       3.6449E-10      -1.7485E-07
       2.3500E-01      -4.8456E-10       3.6398E-10      -1.7485E-07
       2.4500E-01      -4.8456E-10       3.5207E-10      -1.7485E-07
       2.5500E-01       0.0000E+00       1.7131E-11       0.0000E+00
       2.6500E-01       0.0000E+00       1.3605E-12       0.0000E+00
