# Time          5.0000E+00
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.9398E+00      -4.9214E+00      -4.8083E+00      -3.9210E+00      -3.7441E+00      -4.6996E+00      -5.9380E+00      -3.0969E+00      -6.3388E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.1979E+00      -9.5939E+00      -6.4378E+00      -7.5068E+00      -1.0485E+01      -6.1902E+00      -1.8940E+01      -8.1165E+00      -7.2453E+00      -1.0921E+01      -9.2253E+00      -7.1201E+00      -1.3489E+01      -6.9041E+00      -1.2413E+01      -1.2975E+01      -9.0316E+00      -1.1517E+01      -1.2100E+01      -8.9680E+00      -1.2622E+01      -9.1530E+00      -1.4182E+01      -9.1707E+00
       1.5000E-02       5.0315E+00      -5.0130E+00      -4.7964E+00      -3.9207E+00      -3.7430E+00      -4.7011E+00      -5.5973E+00      -3.0969E+00      -6.1737E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.8497E+00      -9.0623E+00      -6.1811E+00      -7.5057E+00      -1.0484E+01      -6.0866E+00      -1.8416E+01      -7.6766E+00      -7.3370E+00      -1.0488E+01      -9.2267E+00      -7.1198E+00      -1.2958E+01      -6.9041E+00      -1.1981E+01      -1.2884E+01      -8.9399E+00      -1.1322E+01      -1.1903E+01      -8.8634E+00      -1.2427E+01      -9.0492E+00      -1.3987E+01      -9.0671E+00
       2.5000E-02       5.1036E+00      -5.0852E+00      -4.7853E+00      -3.9202E+00      -3.7419E+00      -4.7030E+00      -5.4453E+00      -3.0969E+00      -6.1503E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.6819E+00      -8.7502E+00      -6.0855E+00      -7.5046E+00      -1.0483E+01      -6.0034E+00      -1.8119E+01      -7.4367E+00      -7.4091E+00      -1.0264E+01      -9.2287E+00      -7.1193E+00      -1.2646E+01      -6.9041E+00      -1.1757E+01      -1.2812E+01      -8.8678E+00      -1.1166E+01      -1.1747E+01      -8.7791E+00      -1.2271E+01      -8.9655E+00      -1.3832E+01      -8.9840E+00
       3.5000E-02       5.1521E+00      -5.1337E+00      -4.7750E+00      -3.9194E+00      -3.7408E+00      -4.7055E+00      -5.3619E+00      -3.0970E+00      -6.1927E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6274E+00      -8.5988E+00      -6.0795E+00      -7.5036E+00      -1.0482E+01      -5.9446E+00      -1.7939E+01      -7.3337E+00      -7.4576E+00      -1.0132E+01      -9.2312E+00      -7.1185E+00      -1.2494E+01      -6.9042E+00      -1.1625E+01      -1.2763E+01      -8.8193E+00      -1.1059E+01      -1.1638E+01      -8.7192E+00      -1.2163E+01      -8.9059E+00      -1.3725E+01      -8.9252E+00
       4.5000E-02       5.1860E+00      -5.1675E+00      -4.7654E+00      -3.9184E+00      -3.7397E+00      -4.7086E+00      -5.3071E+00      -3.0972E+00      -6.2716E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6386E+00      -8.5422E+00      -6.1245E+00      -7.5025E+00      -1.0481E+01      -5.9011E+00      -1.7816E+01      -7.3110E+00      -7.4915E+00      -1.0044E+01      -9.2343E+00      -7.1176E+00      -1.2438E+01      -6.9044E+00      -1.1536E+01      -1.2730E+01      -8.7854E+00      -1.0981E+01      -1.1560E+01      -8.6746E+00      -1.2084E+01      -8.8614E+00      -1.3648E+01      -8.8819E+00
       5.5000E-02       5.2154E+00      -5.1970E+00      -4.7564E+00      -3.9172E+00      -3.7385E+00      -4.7123E+00      -5.2635E+00      -3.0975E+00      -6.3752E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6833E+00      -8.5280E+00      -6.1987E+00      -7.5013E+00      -1.0479E+01      -5.8626E+00      -1.7714E+01      -7.3262E+00      -7.5210E+00      -9.9705E+00      -9.2380E+00      -7.1164E+00      -1.2424E+01      -6.9047E+00      -1.1464E+01      -1.2700E+01      -8.7559E+00      -1.0914E+01      -1.1491E+01      -8.6349E+00      -1.2015E+01      -8.8218E+00      -1.3580E+01      -8.8438E+00
       6.5000E-02       5.2467E+00      -5.2282E+00      -4.7480E+00      -3.9159E+00      -3.7372E+00      -4.7166E+00      -5.2241E+00      -3.0979E+00      -6.4999E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.7456E+00      -8.5278E+00      -6.2922E+00      -7.4999E+00      -1.0478E+01      -5.8230E+00      -1.7612E+01      -7.3573E+00      -7.5522E+00      -9.8999E+00      -9.2423E+00      -7.1151E+00      -1.2424E+01      -6.9051E+00      -1.1393E+01      -1.2670E+01      -8.7247E+00      -1.0843E+01      -1.1419E+01      -8.5940E+00      -1.1943E+01      -8.7808E+00      -1.3509E+01      -8.8045E+00
       7.5000E-02       5.2829E+00      -5.2645E+00      -4.7402E+00      -3.9143E+00      -3.7356E+00      -4.7215E+00      -5.1866E+00      -3.0984E+00      -6.6459E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8192E+00      -8.5290E+00      -6.4020E+00      -7.4984E+00      -1.0477E+01      -5.7790E+00      -1.7502E+01      -7.3947E+00      -7.5884E+00      -9.8261E+00      -9.2472E+00      -7.1135E+00      -1.2426E+01      -6.9056E+00      -1.1320E+01      -1.2634E+01      -8.6885E+00      -1.0762E+01      -1.1337E+01      -8.5485E+00      -1.1861E+01      -8.7353E+00      -1.3430E+01      -8.7610E+00
       8.5000E-02       5.3258E+00      -5.3074E+00      -4.7330E+00      -3.9126E+00      -3.7339E+00      -4.7270E+00      -5.1499E+00      -3.0990E+00      -6.8146E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.9020E+00      -8.5260E+00      -6.5278E+00      -7.4968E+00      -1.0475E+01      -5.7288E+00      -1.7379E+01      -7.4346E+00      -7.6314E+00      -9.7465E+00      -9.2527E+00      -7.1119E+00      -1.2423E+01      -6.9062E+00      -1.1241E+01      -1.2592E+01      -8.6455E+00      -1.0669E+01      -1.1242E+01      -8.4966E+00      -1.1767E+01      -8.6835E+00      -1.3337E+01      -8.7115E+00
       9.5000E-02       5.3763E+00      -5.3579E+00      -4.7263E+00      -3.9108E+00      -3.7321E+00      -4.7330E+00      -5.1140E+00      -3.0997E+00      -7.0070E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.9934E+00      -8.5163E+00      -6.6697E+00      -7.4949E+00      -1.0473E+01      -5.6716E+00      -1.7243E+01      -7.4755E+00      -7.6819E+00      -9.6601E+00      -9.2588E+00      -7.1100E+00      -1.2415E+01      -6.9070E+00      -1.1155E+01      -1.2542E+01      -8.5950E+00      -1.0562E+01      -1.1133E+01      -8.4376E+00      -1.1657E+01      -8.6244E+00      -1.3230E+01      -8.6550E+00
