# Time          1.5000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.9396E+00      -4.9212E+00      -4.8083E+00      -3.9211E+00      -3.7443E+00      -4.6990E+00      -5.9394E+00      -3.0969E+00      -6.3393E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.1989E+00      -9.5953E+00      -6.4385E+00      -7.5070E+00      -1.0485E+01      -6.1904E+00      -1.8942E+01      -8.1177E+00      -7.2451E+00      -1.0922E+01      -9.2246E+00      -7.1201E+00      -1.3491E+01      -6.9040E+00      -1.2415E+01      -1.2976E+01      -9.0318E+00      -1.1517E+01      -1.2100E+01      -8.9684E+00      -1.2623E+01      -9.1533E+00      -1.4183E+01      -9.1708E+00
       1.5000E-02       5.0309E+00      -5.0125E+00      -4.7964E+00      -3.9210E+00      -3.7435E+00      -4.6990E+00      -5.5987E+00      -3.0967E+00      -6.1739E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.8509E+00      -9.0646E+00      -6.1818E+00      -7.5062E+00      -1.0484E+01      -6.0872E+00      -1.8418E+01      -7.6783E+00      -7.3365E+00      -1.0490E+01      -9.2247E+00      -7.1201E+00      -1.2960E+01      -6.9038E+00      -1.1982E+01      -1.2884E+01      -8.9405E+00      -1.1323E+01      -1.1905E+01      -8.8644E+00      -1.2428E+01      -9.0500E+00      -1.3988E+01      -9.0674E+00
       2.5000E-02       5.1029E+00      -5.0845E+00      -4.7853E+00      -3.9209E+00      -3.7427E+00      -4.6991E+00      -5.4467E+00      -3.0965E+00      -6.1498E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.6828E+00      -8.7525E+00      -6.0857E+00      -7.5054E+00      -1.0484E+01      -6.0041E+00      -1.8122E+01      -7.4382E+00      -7.4085E+00      -1.0266E+01      -9.2248E+00      -7.1200E+00      -1.2647E+01      -6.9036E+00      -1.1758E+01      -1.2812E+01      -8.8685E+00      -1.1168E+01      -1.1749E+01      -8.7806E+00      -1.2273E+01      -8.9669E+00      -1.3833E+01      -8.9842E+00
       3.5000E-02       5.1513E+00      -5.1329E+00      -4.7750E+00      -3.9207E+00      -3.7420E+00      -4.6992E+00      -5.3631E+00      -3.0963E+00      -6.1914E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6276E+00      -8.6005E+00      -6.0790E+00      -7.5047E+00      -1.0483E+01      -5.9453E+00      -1.7942E+01      -7.3346E+00      -7.4569E+00      -1.0134E+01      -9.2249E+00      -7.1198E+00      -1.2495E+01      -6.9034E+00      -1.1626E+01      -1.2763E+01      -8.8200E+00      -1.1060E+01      -1.1641E+01      -8.7211E+00      -1.2165E+01      -8.9080E+00      -1.3725E+01      -8.9252E+00
       4.5000E-02       5.1851E+00      -5.1667E+00      -4.7654E+00      -3.9205E+00      -3.7414E+00      -4.6993E+00      -5.3083E+00      -3.0961E+00      -6.2694E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6381E+00      -8.5435E+00      -6.1232E+00      -7.5041E+00      -1.0482E+01      -5.9019E+00      -1.7819E+01      -7.3114E+00      -7.4906E+00      -1.0046E+01      -9.2250E+00      -7.1196E+00      -1.2438E+01      -6.9033E+00      -1.1537E+01      -1.2729E+01      -8.7863E+00      -1.0983E+01      -1.1563E+01      -8.6771E+00      -1.2088E+01      -8.8644E+00      -1.3648E+01      -8.8816E+00
       5.5000E-02       5.2144E+00      -5.1959E+00      -4.7564E+00      -3.9202E+00      -3.7408E+00      -4.6994E+00      -5.2648E+00      -3.0959E+00      -6.3720E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6822E+00      -8.5290E+00      -6.1965E+00      -7.5035E+00      -1.0482E+01      -5.8637E+00      -1.7717E+01      -7.3262E+00      -7.5199E+00      -9.9729E+00      -9.2251E+00      -7.1193E+00      -1.2423E+01      -6.9031E+00      -1.1464E+01      -1.2700E+01      -8.7570E+00      -1.0916E+01      -1.1495E+01      -8.6382E+00      -1.2020E+01      -8.8258E+00      -1.3580E+01      -8.8432E+00
       6.5000E-02       5.2453E+00      -5.2269E+00      -4.7480E+00      -3.9199E+00      -3.7402E+00      -4.6996E+00      -5.2256E+00      -3.0957E+00      -6.4956E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.7439E+00      -8.5288E+00      -6.2892E+00      -7.5030E+00      -1.0481E+01      -5.8244E+00      -1.7616E+01      -7.3570E+00      -7.5508E+00      -9.9027E+00      -9.2253E+00      -7.1190E+00      -1.2423E+01      -6.9029E+00      -1.1394E+01      -1.2669E+01      -8.7261E+00      -1.0845E+01      -1.1424E+01      -8.5984E+00      -1.1950E+01      -8.7861E+00      -1.3510E+01      -8.8037E+00
       7.5000E-02       5.2811E+00      -5.2627E+00      -4.7402E+00      -3.9194E+00      -3.7397E+00      -4.6998E+00      -5.1882E+00      -3.0955E+00      -6.6401E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8168E+00      -8.5302E+00      -6.3979E+00      -7.5024E+00      -1.0481E+01      -5.7808E+00      -1.7507E+01      -7.3941E+00      -7.5866E+00      -9.8295E+00      -9.2255E+00      -7.1186E+00      -1.2424E+01      -6.9027E+00      -1.1321E+01      -1.2633E+01      -8.6903E+00      -1.0766E+01      -1.1345E+01      -8.5543E+00      -1.1870E+01      -8.7422E+00      -1.3430E+01      -8.7600E+00
       8.5000E-02       5.3235E+00      -5.3050E+00      -4.7330E+00      -3.9190E+00      -3.7392E+00      -4.7000E+00      -5.1517E+00      -3.0953E+00      -6.8069E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8989E+00      -8.5275E+00      -6.5223E+00      -7.5019E+00      -1.0480E+01      -5.7312E+00      -1.7386E+01      -7.4338E+00      -7.6290E+00      -9.7506E+00      -9.2257E+00      -7.1181E+00      -1.2421E+01      -6.9025E+00      -1.1242E+01      -1.2590E+01      -8.6479E+00      -1.0674E+01      -1.1252E+01      -8.5042E+00      -1.1778E+01      -8.6921E+00      -1.3338E+01      -8.7102E+00
       9.5000E-02       5.3733E+00      -5.3549E+00      -4.7263E+00      -3.9185E+00      -3.7386E+00      -4.7003E+00      -5.1159E+00      -3.0951E+00      -6.9972E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.9894E+00      -8.5183E+00      -6.6628E+00      -7.5014E+00      -1.0479E+01      -5.6747E+00      -1.7251E+01      -7.4745E+00      -7.6789E+00      -9.6650E+00      -9.2259E+00      -7.1176E+00      -1.2412E+01      -6.9023E+00      -1.1156E+01      -1.2540E+01      -8.5981E+00      -1.0568E+01      -1.1145E+01      -8.4471E+00      -1.1671E+01      -8.6351E+00      -1.3232E+01      -8.6534E+00
       1.0500E-01       5.4308E+00      -5.4123E+00      -4.7201E+00      -3.9180E+00      -3.7381E+00      -4.7006E+00      -5.0810E+00      -3.0949E+00      -7.2103E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.0878E+00      -8.5018E+00      -6.8185E+00      -7.5009E+00      -1.0479E+01      -5.6111E+00      -1.7101E+01      -7.5154E+00      -7.7363E+00      -9.5727E+00      -9.2263E+00      -7.1171E+00      -1.2395E+01      -6.9021E+00      -1.1063E+01      -1.2483E+01      -8.5406E+00      -1.0447E+01      -1.1024E+01      -8.3830E+00      -1.1549E+01      -8.5710E+00      -1.3110E+01      -8.5896E+00
       1.1500E-01       5.4947E+00      -5.4763E+00      -4.7145E+00      -3.9175E+00      -3.7376E+00      -4.7009E+00      -5.0471E+00      -3.0947E+00      -7.4425E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.1921E+00      -8.4783E+00      -6.9868E+00      -7.5003E+00      -1.0478E+01      -5.5414E+00      -1.6939E+01      -7.5558E+00      -7.8002E+00      -9.4749E+00      -9.2266E+00      -7.1166E+00      -1.2371E+01      -6.9019E+00      -1.0965E+01      -1.2418E+01      -8.4767E+00      -1.0313E+01      -1.0890E+01      -8.3128E+00      -1.1415E+01      -8.5009E+00      -1.2977E+01      -8.5198E+00
       1.2500E-01       5.5629E+00      -5.5444E+00      -4.7092E+00      -3.9170E+00      -3.7371E+00      -4.7014E+00      -5.0145E+00      -3.0946E+00      -7.6860E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2992E+00      -8.4490E+00      -7.1621E+00      -7.4998E+00      -1.0478E+01      -5.4680E+00      -1.6770E+01      -7.5947E+00      -7.8684E+00      -9.3740E+00      -9.2271E+00      -7.1161E+00      -1.2342E+01      -6.9018E+00      -1.0864E+01      -1.2350E+01      -8.4085E+00      -1.0171E+01      -1.0747E+01      -8.2389E+00      -1.1273E+01      -8.4269E+00      -1.2835E+01      -8.4462E+00
       1.3500E-01       5.6323E+00      -5.6139E+00      -4.7045E+00      -3.9164E+00      -3.7365E+00      -4.7019E+00      -4.9834E+00      -3.0944E+00      -7.9307E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4051E+00      -8.4161E+00      -7.3374E+00      -7.4993E+00      -1.0477E+01      -5.3938E+00      -1.6600E+01      -7.6312E+00      -7.9378E+00      -9.2735E+00      -9.2276E+00      -7.1156E+00      -1.2309E+01      -6.9016E+00      -1.0763E+01      -1.2280E+01      -8.3391E+00      -1.0028E+01      -1.0603E+01      -8.1642E+00      -1.1129E+01      -8.3522E+00      -1.2691E+01      -8.3719E+00
       1.4500E-01       5.7000E+00      -5.6816E+00      -4.7002E+00      -3.9159E+00      -3.7360E+00      -4.7024E+00      -4.9539E+00      -3.0942E+00      -8.1674E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.5064E+00      -8.3818E+00      -7.5063E+00      -7.4988E+00      -1.0477E+01      -5.3218E+00      -1.6435E+01      -7.6647E+00      -8.0056E+00      -9.1763E+00      -9.2281E+00      -7.1151E+00      -1.2274E+01      -6.9014E+00      -1.0666E+01      -1.2213E+01      -8.2713E+00      -9.8880E+00      -1.0463E+01      -8.0916E+00      -1.0988E+01      -8.2797E+00      -1.2551E+01      -8.2996E+00
