# Time          1.0000E+01
# Units: mol/m3
    Distance        CO2(g)          
       0.0000E+00       1.8154E-02
       5.0000E-03       1.8423E-02
       1.5000E-02       1.8933E-02
       2.5000E-02       1.9422E-02
       3.5000E-02       1.9890E-02
       4.5000E-02       2.0337E-02
       5.5000E-02       2.0762E-02
       6.5000E-02       2.1166E-02
       7.5000E-02       2.1548E-02
       8.5000E-02       2.1910E-02
       9.5000E-02       2.2250E-02
       1.0500E-01       2.2568E-02
       1.1500E-01       2.2866E-02
       1.2500E-01       2.3142E-02
       1.3500E-01       2.3397E-02
       1.4500E-01       2.3631E-02
       1.5500E-01       2.3843E-02
       1.6500E-01       2.4034E-02
       1.7500E-01       2.4204E-02
       1.8500E-01       2.4353E-02
       1.9500E-01       2.4480E-02
       2.0500E-01       2.4586E-02
       2.1500E-01       2.4671E-02
       2.2500E-01       2.4735E-02
       2.3500E-01       2.4777E-02
       2.4500E-01       2.4798E-02
       2.5500E-01       2.4798E-02
       2.6500E-01       2.4798E-02
       2.7500E-01       2.4798E-02
       2.8500E-01       2.4798E-02
       2.9500E-01       2.4798E-02
       3.0500E-01       2.4798E-02
       3.1500E-01       2.4798E-02
       3.2500E-01       2.4798E-02
       3.3500E-01       2.4798E-02
       3.4500E-01       2.4798E-02
       3.5500E-01       2.4798E-02
       3.6500E-01       2.4798E-02
       3.7500E-01       2.4798E-02
       3.8500E-01       2.4798E-02
       3.9500E-01       2.4798E-02
       4.0500E-01       2.4798E-02
       4.1500E-01       2.4798E-02
       4.2500E-01       2.4798E-02
       4.3500E-01       2.4798E-02
       4.4500E-01       2.4798E-02
       4.5500E-01       2.4798E-02
       4.6500E-01       2.4798E-02
       4.7500E-01       2.4798E-02
       4.8500E-01       2.4798E-02
       4.9500E-01       2.4798E-02
       5.0500E-01       2.4798E-02
       5.1500E-01       2.4798E-02
       5.2500E-01       2.4798E-02
       5.3500E-01       2.4798E-02
       5.4500E-01       2.4798E-02
       5.5500E-01       2.4798E-02
       5.6500E-01       2.4798E-02
       5.7500E-01       2.4798E-02
       5.8500E-01       2.4798E-02
       5.9500E-01       2.4798E-02
       6.0500E-01       2.4798E-02
       6.1500E-01       2.4798E-02
       6.2500E-01       2.4798E-02
       6.3500E-01       2.4798E-02
       6.4500E-01       2.4798E-02
       6.5500E-01       2.4798E-02
       6.6500E-01       2.4798E-02
       6.7500E-01       2.4798E-02
       6.8500E-01       2.4798E-02
       6.9500E-01       2.4798E-02
       7.0500E-01       2.4798E-02
       7.1500E-01       2.4798E-02
       7.2500E-01       2.4798E-02
       7.3500E-01       2.4798E-02
       7.4500E-01       2.4798E-02
       7.5500E-01       2.4798E-02
       7.6500E-01       2.4798E-02
       7.7500E-01       2.4798E-02
       7.8500E-01       2.4798E-02
       7.9500E-01       2.4798E-02
       8.0500E-01       2.4798E-02
       8.1500E-01       2.4798E-02
       8.2500E-01       2.4798E-02
       8.3500E-01       2.4798E-02
       8.4500E-01       2.4798E-02
       8.5500E-01       2.4798E-02
       8.6500E-01       2.4798E-02
       8.7500E-01       2.4798E-02
       8.8500E-01       2.4798E-02
       8.9500E-01       2.4798E-02
       9.0500E-01       2.4798E-02
       9.1500E-01       2.4798E-02
       9.2500E-01       2.4798E-02
       9.3500E-01       2.4798E-02
       9.4500E-01       2.4798E-02
       9.5500E-01       2.4798E-02
       9.6500E-01       2.4798E-02
       9.7500E-01       2.4798E-02
       9.8500E-01       2.4798E-02
       9.9500E-01       2.4798E-02
       1.0050E+00       2.4798E-02
       1.0150E+00       2.4798E-02
       1.0250E+00       2.4798E-02
       1.0350E+00       2.4798E-02
       1.0450E+00       2.4798E-02
       1.0550E+00       2.4798E-02
       1.0650E+00       2.4798E-02
       1.0750E+00       2.4798E-02
       1.0850E+00       2.4798E-02
       1.0950E+00       2.4798E-02
       1.1050E+00       2.4798E-02
       1.1150E+00       2.4798E-02
       1.1250E+00       2.4798E-02
       1.1350E+00       2.4798E-02
       1.1450E+00       2.4798E-02
       1.1550E+00       2.4798E-02
       1.1650E+00       2.4798E-02
       1.1750E+00       2.4798E-02
       1.1850E+00       2.4798E-02
       1.1950E+00       2.4798E-02
       1.2050E+00       2.4798E-02
       1.2150E+00       2.4798E-02
       1.2250E+00       2.4798E-02
       1.2350E+00       2.4798E-02
       1.2450E+00       2.4798E-02
       1.2550E+00       2.4798E-02
       1.2650E+00       2.4798E-02
       1.2750E+00       2.4798E-02
       1.2850E+00       2.4798E-02
       1.2950E+00       2.4798E-02
       1.3050E+00       2.4798E-02
       1.3150E+00       2.4798E-02
       1.3250E+00       2.4798E-02
       1.3350E+00       2.4798E-02
       1.3450E+00       2.4798E-02
       1.3550E+00       2.4798E-02
       1.3650E+00       2.4798E-02
       1.3750E+00       2.4798E-02
       1.3850E+00       2.4798E-02
       1.3950E+00       2.4798E-02
       1.4050E+00       2.4798E-02
       1.4150E+00       2.4798E-02
       1.4250E+00       2.4798E-02
       1.4350E+00       2.4798E-02
       1.4450E+00       2.4798E-02
       1.4550E+00       2.4798E-02
       1.4650E+00       2.4798E-02
       1.4750E+00       2.4798E-02
       1.4850E+00       2.4798E-02
       1.4950E+00       2.4798E-02
       1.5050E+00       2.4798E-02
       1.5150E+00       2.4798E-02
       1.5250E+00       2.4798E-02
       1.5350E+00       2.4798E-02
       1.5450E+00       2.4798E-02
       1.5550E+00       2.4798E-02
       1.5650E+00       2.4798E-02
       1.5750E+00       2.4798E-02
       1.5850E+00       2.4798E-02
       1.5950E+00       2.4798E-02
       1.6050E+00       2.4798E-02
       1.6150E+00       2.4798E-02
       1.6250E+00       2.4798E-02
       1.6350E+00       2.4798E-02
       1.6450E+00       2.4798E-02
       1.6550E+00       2.4798E-02
       1.6650E+00       2.4798E-02
       1.6750E+00       2.4798E-02
       1.6850E+00       2.4798E-02
       1.6950E+00       2.4798E-02
       1.7050E+00       2.4798E-02
       1.7150E+00       2.4798E-02
       1.7250E+00       2.4798E-02
       1.7350E+00       2.4798E-02
       1.7450E+00       2.4798E-02
       1.7550E+00       2.4798E-02
       1.7650E+00       2.4798E-02
