# Time          3.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.9392E+00      -4.9208E+00      -4.8083E+00      -3.9211E+00      -3.7443E+00      -4.6990E+00      -5.9415E+00      -3.0969E+00      -6.3400E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.2003E+00      -9.5974E+00      -6.4396E+00      -7.5070E+00      -1.0485E+01      -6.1907E+00      -1.8944E+01      -8.1194E+00      -7.2448E+00      -1.0925E+01      -9.2246E+00      -7.1201E+00      -1.3493E+01      -6.9040E+00      -1.2417E+01      -1.2976E+01      -9.0322E+00      -1.1518E+01      -1.2101E+01      -8.9687E+00      -1.2623E+01      -9.1536E+00      -1.4184E+01      -9.1712E+00
       1.5000E-02       5.0301E+00      -5.0117E+00      -4.7964E+00      -3.9210E+00      -3.7434E+00      -4.6990E+00      -5.6008E+00      -3.0966E+00      -6.1741E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.8527E+00      -9.0679E+00      -6.1828E+00      -7.5061E+00      -1.0484E+01      -6.0880E+00      -1.8422E+01      -7.6809E+00      -7.3357E+00      -1.0493E+01      -9.2246E+00      -7.1201E+00      -1.2963E+01      -6.9038E+00      -1.1985E+01      -1.2885E+01      -8.9412E+00      -1.1324E+01      -1.1906E+01      -8.8651E+00      -1.2430E+01      -9.0508E+00      -1.3990E+01      -9.0682E+00
       2.5000E-02       5.1019E+00      -5.0835E+00      -4.7853E+00      -3.9209E+00      -3.7426E+00      -4.6990E+00      -5.4486E+00      -3.0964E+00      -6.1490E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.6840E+00      -8.7558E+00      -6.0860E+00      -7.5053E+00      -1.0483E+01      -6.0051E+00      -1.8126E+01      -7.4405E+00      -7.4074E+00      -1.0269E+01      -9.2247E+00      -7.1200E+00      -1.2651E+01      -6.9036E+00      -1.1761E+01      -1.2813E+01      -8.8695E+00      -1.1170E+01      -1.1751E+01      -8.7815E+00      -1.2275E+01      -8.9679E+00      -1.3835E+01      -8.9852E+00
       3.5000E-02       5.1503E+00      -5.1318E+00      -4.7750E+00      -3.9208E+00      -3.7419E+00      -4.6990E+00      -5.3649E+00      -3.0962E+00      -6.1895E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6279E+00      -8.6029E+00      -6.0782E+00      -7.5046E+00      -1.0483E+01      -5.9464E+00      -1.7946E+01      -7.3360E+00      -7.4558E+00      -1.0137E+01      -9.2247E+00      -7.1199E+00      -1.2498E+01      -6.9034E+00      -1.1629E+01      -1.2764E+01      -8.8211E+00      -1.1063E+01      -1.1643E+01      -8.7220E+00      -1.2168E+01      -8.9091E+00      -1.3728E+01      -8.9263E+00
       4.5000E-02       5.1839E+00      -5.1654E+00      -4.7654E+00      -3.9206E+00      -3.7411E+00      -4.6990E+00      -5.3101E+00      -3.0960E+00      -6.2663E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6374E+00      -8.5453E+00      -6.1213E+00      -7.5038E+00      -1.0482E+01      -5.9032E+00      -1.7824E+01      -7.3120E+00      -7.4894E+00      -1.0049E+01      -9.2247E+00      -7.1197E+00      -1.2440E+01      -6.9032E+00      -1.1540E+01      -1.2731E+01      -8.7875E+00      -1.0986E+01      -1.1566E+01      -8.6781E+00      -1.2091E+01      -8.8657E+00      -1.3651E+01      -8.8828E+00
       5.5000E-02       5.2128E+00      -5.1944E+00      -4.7564E+00      -3.9204E+00      -3.7404E+00      -4.6990E+00      -5.2667E+00      -3.0958E+00      -6.3674E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6806E+00      -8.5305E+00      -6.1934E+00      -7.5031E+00      -1.0481E+01      -5.8652E+00      -1.7722E+01      -7.3261E+00      -7.5184E+00      -9.9764E+00      -9.2247E+00      -7.1195E+00      -1.2425E+01      -6.9030E+00      -1.1468E+01      -1.2701E+01      -8.7586E+00      -1.0919E+01      -1.1498E+01      -8.6394E+00      -1.2024E+01      -8.8275E+00      -1.3583E+01      -8.8447E+00
       6.5000E-02       5.2433E+00      -5.2249E+00      -4.7480E+00      -3.9201E+00      -3.7397E+00      -4.6990E+00      -5.2277E+00      -3.0956E+00      -6.4891E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.7414E+00      -8.5303E+00      -6.2847E+00      -7.5025E+00      -1.0481E+01      -5.8264E+00      -1.7622E+01      -7.3565E+00      -7.5488E+00      -9.9069E+00      -9.2247E+00      -7.1192E+00      -1.2424E+01      -6.9028E+00      -1.1398E+01      -1.2671E+01      -8.7281E+00      -1.0849E+01      -1.1428E+01      -8.5999E+00      -1.1954E+01      -8.7884E+00      -1.3514E+01      -8.8056E+00
       7.5000E-02       5.2785E+00      -5.2600E+00      -4.7402E+00      -3.9198E+00      -3.7391E+00      -4.6990E+00      -5.1905E+00      -3.0954E+00      -6.6314E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8133E+00      -8.5320E+00      -6.3918E+00      -7.5018E+00      -1.0480E+01      -5.7834E+00      -1.7515E+01      -7.3933E+00      -7.5840E+00      -9.8345E+00      -9.2247E+00      -7.1189E+00      -1.2426E+01      -6.9026E+00      -1.1325E+01      -1.2635E+01      -8.6929E+00      -1.0771E+01      -1.1349E+01      -8.5563E+00      -1.1876E+01      -8.7452E+00      -1.3436E+01      -8.7625E+00
       8.5000E-02       5.3200E+00      -5.3016E+00      -4.7330E+00      -3.9195E+00      -3.7385E+00      -4.6990E+00      -5.1542E+00      -3.0952E+00      -6.7955E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8943E+00      -8.5297E+00      -6.5143E+00      -7.5012E+00      -1.0479E+01      -5.7346E+00      -1.7395E+01      -7.4326E+00      -7.6256E+00      -9.7566E+00      -9.2247E+00      -7.1186E+00      -1.2423E+01      -6.9024E+00      -1.1247E+01      -1.2594E+01      -8.6513E+00      -1.0681E+01      -1.1258E+01      -8.5069E+00      -1.1785E+01      -8.6960E+00      -1.3345E+01      -8.7135E+00
       9.5000E-02       5.3690E+00      -5.3505E+00      -4.7263E+00      -3.9191E+00      -3.7379E+00      -4.6990E+00      -5.1187E+00      -3.0950E+00      -6.9826E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.9836E+00      -8.5212E+00      -6.6525E+00      -7.5006E+00      -1.0479E+01      -5.6790E+00      -1.7262E+01      -7.4730E+00      -7.6745E+00      -9.6722E+00      -9.2247E+00      -7.1182E+00      -1.2415E+01      -6.9022E+00      -1.1163E+01      -1.2544E+01      -8.6024E+00      -1.0576E+01      -1.1153E+01      -8.4507E+00      -1.1680E+01      -8.6400E+00      -1.3240E+01      -8.6576E+00
