# Time          1.0000E+01
    Distance         pH
  5.0000E-03    4.9397E+00
  1.5000E-02    5.0312E+00
  2.5000E-02    5.1033E+00
  3.5000E-02    5.1517E+00
  4.5000E-02    5.1855E+00
  5.5000E-02    5.2149E+00
  6.5000E-02    5.2460E+00
  7.5000E-02    5.2820E+00
  8.5000E-02    5.3247E+00
  9.5000E-02    5.3748E+00
  1.0500E-01    5.4326E+00
  1.1500E-01    5.4969E+00
  1.2500E-01    5.5654E+00
  1.3500E-01    5.6350E+00
  1.4500E-01    5.7028E+00
  1.5500E-01    5.7668E+00
  1.6500E-01    5.8257E+00
  1.7500E-01    5.8791E+00
  1.8500E-01    5.9272E+00
  1.9500E-01    5.9700E+00
  2.0500E-01    6.0075E+00
  2.1500E-01    6.0398E+00
  2.2500E-01    6.0663E+00
  2.3500E-01    6.0860E+00
  2.4500E-01    6.0974E+00
  2.5500E-01    6.0972E+00
  2.6500E-01    6.0972E+00
  2.7500E-01    6.0972E+00
  2.8500E-01    6.0972E+00
  2.9500E-01    6.0973E+00
  3.0500E-01    6.0973E+00
  3.1500E-01    6.0973E+00
  3.2500E-01    6.0973E+00
  3.3500E-01    6.0973E+00
  3.4500E-01    6.0973E+00
  3.5500E-01    6.0973E+00
  3.6500E-01    6.0973E+00
  3.7500E-01    6.0973E+00
  3.8500E-01    6.0973E+00
  3.9500E-01    6.0973E+00
  4.0500E-01    6.0973E+00
  4.1500E-01    6.0973E+00
  4.2500E-01    6.0974E+00
  4.3500E-01    6.0974E+00
  4.4500E-01    6.0974E+00
  4.5500E-01    6.0974E+00
  4.6500E-01    6.0974E+00
  4.7500E-01    6.0974E+00
  4.8500E-01    6.0974E+00
  4.9500E-01    6.0974E+00
  5.0500E-01    6.0974E+00
  5.1500E-01    6.0974E+00
  5.2500E-01    6.0974E+00
  5.3500E-01    6.0974E+00
  5.4500E-01    6.0974E+00
  5.5500E-01    6.0974E+00
  5.6500E-01    6.0974E+00
  5.7500E-01    6.0974E+00
  5.8500E-01    6.0975E+00
  5.9500E-01    6.0975E+00
  6.0500E-01    6.0975E+00
  6.1500E-01    6.0975E+00
  6.2500E-01    6.0975E+00
  6.3500E-01    6.0975E+00
  6.4500E-01    6.0975E+00
  6.5500E-01    6.0975E+00
  6.6500E-01    6.0975E+00
  6.7500E-01    6.0975E+00
  6.8500E-01    6.0975E+00
  6.9500E-01    6.0975E+00
  7.0500E-01    6.0975E+00
  7.1500E-01    6.0975E+00
  7.2500E-01    6.0975E+00
  7.3500E-01    6.0975E+00
  7.4500E-01    6.0975E+00
  7.5500E-01    6.0975E+00
  7.6500E-01    6.0975E+00
  7.7500E-01    6.0975E+00
  7.8500E-01    6.0975E+00
  7.9500E-01    6.0976E+00
  8.0500E-01    6.0976E+00
  8.1500E-01    6.0976E+00
  8.2500E-01    6.0976E+00
  8.3500E-01    6.0976E+00
  8.4500E-01    6.0976E+00
  8.5500E-01    6.0976E+00
  8.6500E-01    6.0976E+00
  8.7500E-01    6.0976E+00
  8.8500E-01    6.0976E+00
  8.9500E-01    6.0976E+00
  9.0500E-01    6.0976E+00
  9.1500E-01    6.0976E+00
  9.2500E-01    6.0976E+00
  9.3500E-01    6.0976E+00
  9.4500E-01    6.0976E+00
  9.5500E-01    6.0976E+00
