# Time          2.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -1.2629E+01      -2.0517E+00      -1.0033E+03
       1.5000E-02      -1.0981E+01      -4.9220E-01      -1.0033E+03
       2.5000E-02      -1.0132E+01       2.9245E-01      -1.0033E+03
       3.5000E-02      -9.6940E+00       6.6745E-01      -1.0033E+03
       4.5000E-02      -9.4708E+00       8.2400E-01      -1.0033E+03
       5.5000E-02      -9.3399E+00       8.8173E-01      -1.0033E+03
       6.5000E-02      -9.2414E+00       8.9877E-01      -1.0033E+03
       7.5000E-02      -9.1497E+00       8.9943E-01      -1.0033E+03
       8.5000E-02      -9.0545E+00       8.9313E-01      -1.0033E+03
       9.5000E-02      -8.9515E+00       8.8331E-01      -1.0033E+03
       1.0500E-01      -8.8396E+00       8.7137E-01      -1.0033E+03
       1.1500E-01      -8.7198E+00       8.5841E-01      -1.0032E+03
       1.2500E-01      -8.5944E+00       8.4584E-01      -1.0032E+03
       1.3500E-01      -8.4672E+00       8.3510E-01      -1.0032E+03
       1.4500E-01      -8.3420E+00       8.2699E-01      -1.0032E+03
       1.5500E-01      -8.2223E+00       8.2143E-01      -1.0032E+03
       1.6500E-01      -8.1102E+00       8.1782E-01      -1.0032E+03
       1.7500E-01      -8.0069E+00       8.1554E-01      -1.0032E+03
       1.8500E-01      -7.9129E+00       8.1408E-01      -1.0032E+03
       1.9500E-01      -7.8282E+00       8.1314E-01      -1.0032E+03
       2.0500E-01      -7.7532E+00       8.1251E-01      -1.0032E+03
       2.1500E-01      -7.6882E+00       8.1208E-01      -1.0032E+03
       2.2500E-01      -7.6346E+00       8.1177E-01      -1.0032E+03
       2.3500E-01      -7.5945E+00       8.1128E-01      -1.0032E+03
       2.4500E-01      -7.5803E+00       7.9925E-01      -1.0032E+03
       2.5500E-01      -8.1071E+00       9.7857E-02      -1.0032E+03
       2.6500E-01      -8.1741E+00       8.5399E-03      -1.0032E+03
       2.7500E-01      -8.1800E+00       7.1358E-04      -1.0032E+03
       2.8500E-01      -8.1805E+00       5.9396E-05      -1.0032E+03
       2.9500E-01      -8.1806E+00       4.9407E-06      -1.0032E+03
       3.0500E-01      -8.1806E+00       4.0919E-07      -1.0032E+03
       3.1500E-01      -8.1806E+00       3.1997E-08      -1.0032E+03
       3.2500E-01      -8.1806E+00       4.6953E-10      -1.0032E+03
       3.3500E-01      -8.1806E+00      -2.3022E-09      -1.0032E+03
       3.4500E-01      -8.1805E+00      -2.6871E-09      -1.0032E+03
       3.5500E-01      -8.1805E+00      -2.8791E-09      -1.0032E+03
       3.6500E-01      -8.1805E+00      -3.0608E-09      -1.0032E+03
       3.7500E-01      -8.1805E+00      -3.2474E-09      -1.0032E+03
       3.8500E-01      -8.1805E+00      -3.4405E-09      -1.0032E+03
       3.9500E-01      -8.1805E+00      -3.6403E-09      -1.0032E+03
       4.0500E-01      -8.1804E+00      -3.8471E-09      -1.0032E+03
       4.1500E-01      -8.1804E+00      -4.0612E-09      -1.0032E+03
       4.2500E-01      -8.1804E+00      -4.2830E-09      -1.0032E+03
       4.3500E-01      -8.1803E+00      -4.5128E-09      -1.0032E+03
       4.4500E-01      -8.1803E+00      -4.7509E-09      -1.0032E+03
       4.5500E-01      -8.1803E+00      -4.9976E-09      -1.0032E+03
       4.6500E-01      -8.1803E+00      -5.2533E-09      -1.0032E+03
       4.7500E-01      -8.1802E+00      -5.5181E-09      -1.0032E+03
       4.8500E-01      -8.1802E+00      -5.7923E-09      -1.0032E+03
       4.9500E-01      -8.1802E+00      -6.0762E-09      -1.0032E+03
       5.0500E-01      -8.1801E+00      -6.3698E-09      -1.0032E+03
       5.1500E-01      -8.1801E+00      -6.6735E-09      -1.0032E+03
       5.2500E-01      -8.1801E+00      -6.9872E-09      -1.0032E+03
       5.3500E-01      -8.1801E+00      -7.3112E-09      -1.0032E+03
       5.4500E-01      -8.1800E+00      -7.6456E-09      -1.0032E+03
       5.5500E-01      -8.1800E+00      -7.9903E-09      -1.0032E+03
       5.6500E-01      -8.1800E+00      -8.3456E-09      -1.0032E+03
       5.7500E-01      -8.1799E+00      -8.7114E-09      -1.0032E+03
       5.8500E-01      -8.1799E+00      -9.0878E-09      -1.0032E+03
       5.9500E-01      -8.1799E+00      -9.4747E-09      -1.0032E+03
       6.0500E-01      -8.1798E+00      -9.8723E-09      -1.0032E+03
       6.1500E-01      -8.1798E+00      -1.0280E-08      -1.0032E+03
       6.2500E-01      -8.1798E+00      -1.0699E-08      -1.0032E+03
       6.3500E-01      -8.1797E+00      -1.1128E-08      -1.0032E+03
       6.4500E-01      -8.1797E+00      -1.1567E-08      -1.0032E+03
       6.5500E-01      -8.1797E+00      -1.2017E-08      -1.0032E+03
       6.6500E-01      -8.1796E+00      -1.2477E-08      -1.0032E+03
       6.7500E-01      -8.1796E+00      -1.2947E-08      -1.0032E+03
       6.8500E-01      -8.1795E+00      -1.3427E-08      -1.0032E+03
       6.9500E-01      -8.1795E+00      -1.3917E-08      -1.0032E+03
       7.0500E-01      -8.1795E+00      -1.4417E-08      -1.0032E+03
       7.1500E-01      -8.1794E+00      -1.4926E-08      -1.0032E+03
       7.2500E-01      -8.1794E+00      -1.5444E-08      -1.0032E+03
       7.3500E-01      -8.1793E+00      -1.5971E-08      -1.0032E+03
       7.4500E-01      -8.1793E+00      -1.6508E-08      -1.0032E+03
       7.5500E-01      -8.1793E+00      -1.7053E-08      -1.0032E+03
       7.6500E-01      -8.1792E+00      -1.7607E-08      -1.0032E+03
