# Time          4.0000E+01
# Units: Mol/m**3 Porous Medium/s
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -4.8326E-10      -6.6406E-11      -1.7485E-07
       1.5000E-02      -4.8326E-10      -4.6041E-11      -1.7485E-07
       2.5000E-02      -4.8326E-10       6.0971E-11      -1.7485E-07
       3.5000E-02      -4.8326E-10       2.3842E-10      -1.7485E-07
       4.5000E-02      -4.8326E-10       3.7326E-10      -1.7485E-07
       5.5000E-02      -4.8326E-10       4.3739E-10      -1.7485E-07
       6.5000E-02      -4.8326E-10       4.5843E-10      -1.7485E-07
       7.5000E-02      -4.8326E-10       4.5974E-10      -1.7485E-07
       8.5000E-02      -4.8326E-10       4.5253E-10      -1.7485E-07
       9.5000E-02      -4.8326E-10       4.4126E-10      -1.7485E-07
       1.0500E-01      -4.8326E-10       4.2783E-10      -1.7485E-07
       1.1500E-01      -4.8326E-10       4.1355E-10      -1.7485E-07
       1.2500E-01      -4.8326E-10       3.9992E-10      -1.7485E-07
       1.3500E-01      -4.8326E-10       3.8840E-10      -1.7485E-07
       1.4500E-01      -4.8326E-10       3.7974E-10      -1.7485E-07
       1.5500E-01      -4.8326E-10       3.7381E-10      -1.7485E-07
       1.6500E-01      -4.8326E-10       3.6996E-10      -1.7485E-07
       1.7500E-01      -4.8326E-10       3.6753E-10      -1.7485E-07
       1.8500E-01      -4.8326E-10       3.6598E-10      -1.7485E-07
       1.9500E-01      -4.8326E-10       3.6497E-10      -1.7485E-07
       2.0500E-01      -4.8326E-10       3.6430E-10      -1.7485E-07
       2.1500E-01      -4.8326E-10       3.6385E-10      -1.7485E-07
       2.2500E-01      -4.8326E-10       3.6353E-10      -1.7485E-07
       2.3500E-01      -4.8326E-10       3.6301E-10      -1.7485E-07
       2.4500E-01      -4.8326E-10       3.5109E-10      -1.7485E-07
       2.5500E-01       0.0000E+00       1.7161E-11       0.0000E+00
       2.6500E-01       0.0000E+00       1.3677E-12       0.0000E+00
       2.7500E-01       0.0000E+00       1.1490E-13       0.0000E+00
       2.8500E-01       0.0000E+00       9.6970E-15       0.0000E+00
       2.9500E-01       0.0000E+00       8.1875E-16       0.0000E+00
       3.0500E-01       0.0000E+00       6.9193E-17       0.0000E+00
       3.1500E-01       0.0000E+00       5.9097E-18       0.0000E+00
       3.2500E-01       0.0000E+00       5.6600E-19       0.0000E+00
       3.3500E-01       0.0000E+00       1.1377E-19       0.0000E+00
       3.4500E-01       0.0000E+00       7.4421E-20       0.0000E+00
       3.5500E-01       0.0000E+00       6.9852E-20       0.0000E+00
       3.6500E-01       0.0000E+00       6.8160E-20       0.0000E+00
       3.7500E-01       0.0000E+00       6.6667E-20       0.0000E+00
       3.8500E-01       0.0000E+00       6.5164E-20       0.0000E+00
       3.9500E-01       0.0000E+00       6.3652E-20       0.0000E+00
       4.0500E-01       0.0000E+00       6.2148E-20       0.0000E+00
       4.1500E-01       0.0000E+00       6.0672E-20       0.0000E+00
       4.2500E-01       0.0000E+00       5.9239E-20       0.0000E+00
       4.3500E-01       0.0000E+00       5.7865E-20       0.0000E+00
       4.4500E-01       0.0000E+00       5.6560E-20       0.0000E+00
       4.5500E-01       0.0000E+00       5.5334E-20       0.0000E+00
       4.6500E-01       0.0000E+00       5.4196E-20       0.0000E+00
       4.7500E-01       0.0000E+00       5.3146E-20       0.0000E+00
       4.8500E-01       0.0000E+00       5.2186E-20       0.0000E+00
       4.9500E-01       0.0000E+00       5.1314E-20       0.0000E+00
       5.0500E-01       0.0000E+00       5.0526E-20       0.0000E+00
       5.1500E-01       0.0000E+00       4.9814E-20       0.0000E+00
       5.2500E-01       0.0000E+00       4.9174E-20       0.0000E+00
       5.3500E-01       0.0000E+00       4.8598E-20       0.0000E+00
       5.4500E-01       0.0000E+00       4.8077E-20       0.0000E+00
       5.5500E-01       0.0000E+00       4.7602E-20       0.0000E+00
       5.6500E-01       0.0000E+00       4.7167E-20       0.0000E+00
       5.7500E-01       0.0000E+00       4.6764E-20       0.0000E+00
       5.8500E-01       0.0000E+00       4.6382E-20       0.0000E+00
       5.9500E-01       0.0000E+00       4.6019E-20       0.0000E+00
       6.0500E-01       0.0000E+00       4.5667E-20       0.0000E+00
       6.1500E-01       0.0000E+00       4.5319E-20       0.0000E+00
       6.2500E-01       0.0000E+00       4.4974E-20       0.0000E+00
       6.3500E-01       0.0000E+00       4.4625E-20       0.0000E+00
       6.4500E-01       0.0000E+00       4.4269E-20       0.0000E+00
       6.5500E-01       0.0000E+00       4.3902E-20       0.0000E+00
       6.6500E-01       0.0000E+00       4.3523E-20       0.0000E+00
       6.7500E-01       0.0000E+00       4.3129E-20       0.0000E+00
       6.8500E-01       0.0000E+00       4.2716E-20       0.0000E+00
       6.9500E-01       0.0000E+00       4.2284E-20       0.0000E+00
       7.0500E-01       0.0000E+00       4.1832E-20       0.0000E+00
       7.1500E-01       0.0000E+00       4.1355E-20       0.0000E+00
       7.2500E-01       0.0000E+00       4.0852E-20       0.0000E+00
       7.3500E-01       0.0000E+00       4.0324E-20       0.0000E+00
       7.4500E-01       0.0000E+00       3.9767E-20       0.0000E+00
       7.5500E-01       0.0000E+00       3.9181E-20       0.0000E+00
       7.6500E-01       0.0000E+00       3.8562E-20       0.0000E+00
       7.7500E-01       0.0000E+00       3.7910E-20       0.0000E+00
       7.8500E-01       0.0000E+00       3.7222E-20       0.0000E+00
       7.9500E-01       0.0000E+00       3.6497E-20       0.0000E+00
       8.0500E-01       0.0000E+00       3.5732E-20       0.0000E+00
       8.1500E-01       0.0000E+00       3.4927E-20       0.0000E+00
       8.2500E-01       0.0000E+00       3.4078E-20       0.0000E+00
       8.3500E-01       0.0000E+00       3.3184E-20       0.0000E+00
       8.4500E-01       0.0000E+00       3.2241E-20       0.0000E+00
       8.5500E-01       0.0000E+00       3.1249E-20       0.0000E+00
       8.6500E-01       0.0000E+00       3.0203E-20       0.0000E+00
       8.7500E-01       0.0000E+00       2.9102E-20       0.0000E+00
       8.8500E-01       0.0000E+00       2.7943E-20       0.0000E+00
       8.9500E-01       0.0000E+00       2.6722E-20       0.0000E+00
       9.0500E-01       0.0000E+00       2.5440E-20       0.0000E+00
       9.1500E-01       0.0000E+00       2.4090E-20       0.0000E+00
       9.2500E-01       0.0000E+00       2.2669E-20       0.0000E+00
       9.3500E-01       0.0000E+00       2.1177E-20       0.0000E+00
       9.4500E-01       0.0000E+00       1.9607E-20       0.0000E+00
       9.5500E-01       0.0000E+00       1.7957E-20       0.0000E+00
       9.6500E-01       0.0000E+00       1.6223E-20       0.0000E+00
       9.7500E-01       0.0000E+00       1.4401E-20       0.0000E+00
       9.8500E-01       0.0000E+00       1.2487E-20       0.0000E+00
       9.9500E-01       0.0000E+00       1.0478E-20       0.0000E+00
       1.0050E+00       0.0000E+00       8.3688E-21       0.0000E+00
       1.0150E+00       0.0000E+00       6.1557E-21       0.0000E+00
       1.0250E+00       0.0000E+00       3.8333E-21       0.0000E+00
       1.0350E+00       0.0000E+00       1.3984E-21       0.0000E+00
       1.0450E+00       0.0000E+00      -1.1554E-21       0.0000E+00
       1.0550E+00       0.0000E+00      -3.8324E-21       0.0000E+00
       1.0650E+00       0.0000E+00      -6.6383E-21       0.0000E+00
       1.0750E+00       0.0000E+00      -9.5759E-21       0.0000E+00
       1.0850E+00       0.0000E+00      -1.2654E-20       0.0000E+00
       1.0950E+00       0.0000E+00      -1.5875E-20       0.0000E+00
       1.1050E+00       0.0000E+00      -1.9248E-20       0.0000E+00
       1.1150E+00       0.0000E+00      -2.2774E-20       0.0000E+00
       1.1250E+00       0.0000E+00      -2.6464E-20       0.0000E+00
       1.1350E+00       0.0000E+00      -3.0321E-20       0.0000E+00
       1.1450E+00       0.0000E+00      -3.4352E-20       0.0000E+00
       1.1550E+00       0.0000E+00      -3.8564E-20       0.0000E+00
       1.1650E+00       0.0000E+00      -4.2964E-20       0.0000E+00
       1.1750E+00       0.0000E+00      -4.7556E-20       0.0000E+00
       1.1850E+00       0.0000E+00      -5.2350E-20       0.0000E+00
       1.1950E+00       0.0000E+00      -5.7350E-20       0.0000E+00
       1.2050E+00       0.0000E+00      -6.2564E-20       0.0000E+00
       1.2150E+00       0.0000E+00      -6.8000E-20       0.0000E+00
       1.2250E+00       0.0000E+00      -7.3666E-20       0.0000E+00
       1.2350E+00       0.0000E+00      -7.9564E-20       0.0000E+00
       1.2450E+00       0.0000E+00      -8.5707E-20       0.0000E+00
       1.2550E+00       0.0000E+00      -9.2102E-20       0.0000E+00
       1.2650E+00       0.0000E+00      -9.8754E-20       0.0000E+00
       1.2750E+00       0.0000E+00      -1.0567E-19       0.0000E+00
       1.2850E+00       0.0000E+00      -1.1286E-19       0.0000E+00
       1.2950E+00       0.0000E+00      -1.2034E-19       0.0000E+00
       1.3050E+00       0.0000E+00      -1.2810E-19       0.0000E+00
       1.3150E+00       0.0000E+00      -1.3616E-19       0.0000E+00
       1.3250E+00       0.0000E+00      -1.4452E-19       0.0000E+00
       1.3350E+00       0.0000E+00      -1.5319E-19       0.0000E+00
       1.3450E+00       0.0000E+00      -1.6218E-19       0.0000E+00
       1.3550E+00       0.0000E+00      -1.7150E-19       0.0000E+00
       1.3650E+00       0.0000E+00      -1.8116E-19       0.0000E+00
       1.3750E+00       0.0000E+00      -1.9116E-19       0.0000E+00
       1.3850E+00       0.0000E+00      -2.0150E-19       0.0000E+00
       1.3950E+00       0.0000E+00      -2.1220E-19       0.0000E+00
       1.4050E+00       0.0000E+00      -2.2327E-19       0.0000E+00
       1.4150E+00       0.0000E+00      -2.3471E-19       0.0000E+00
       1.4250E+00       0.0000E+00      -2.4653E-19       0.0000E+00
       1.4350E+00       0.0000E+00      -2.5873E-19       0.0000E+00
       1.4450E+00       0.0000E+00      -2.7132E-19       0.0000E+00
       1.4550E+00       0.0000E+00      -2.8431E-19       0.0000E+00
       1.4650E+00       0.0000E+00      -2.9770E-19       0.0000E+00
       1.4750E+00       0.0000E+00      -3.1151E-19       0.0000E+00
       1.4850E+00       0.0000E+00      -3.2572E-19       0.0000E+00
       1.4950E+00       0.0000E+00      -3.4036E-19       0.0000E+00
       1.5050E+00       0.0000E+00      -3.5542E-19       0.0000E+00
       1.5150E+00       0.0000E+00      -3.7092E-19       0.0000E+00
       1.5250E+00       0.0000E+00      -3.8684E-19       0.0000E+00
       1.5350E+00       0.0000E+00      -4.0321E-19       0.0000E+00
       1.5450E+00       0.0000E+00      -4.2001E-19       0.0000E+00
       1.5550E+00       0.0000E+00      -4.3726E-19       0.0000E+00
       1.5650E+00       0.0000E+00      -4.5495E-19       0.0000E+00
       1.5750E+00       0.0000E+00      -4.7310E-19       0.0000E+00
       1.5850E+00       0.0000E+00      -4.9169E-19       0.0000E+00
       1.5950E+00       0.0000E+00      -5.1074E-19       0.0000E+00
       1.6050E+00       0.0000E+00      -5.3024E-19       0.0000E+00
