# Time          4.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -1.2640E+01      -2.0621E+00      -1.0033E+03
       1.5000E-02      -1.0995E+01      -5.0487E-01      -1.0033E+03
       2.5000E-02      -1.0145E+01       2.8105E-01      -1.0033E+03
       3.5000E-02      -9.7051E+00       6.5879E-01      -1.0033E+03
       4.5000E-02      -9.4805E+00       8.1755E-01      -1.0033E+03
       5.5000E-02      -9.3493E+00       8.7658E-01      -1.0033E+03
       6.5000E-02      -9.2514E+00       8.9432E-01      -1.0033E+03
       7.5000E-02      -9.1609E+00       8.9541E-01      -1.0033E+03
       8.5000E-02      -9.0673E+00       8.8942E-01      -1.0033E+03
       9.5000E-02      -8.9662E+00       8.7990E-01      -1.0033E+03
       1.0500E-01      -8.8564E+00       8.6828E-01      -1.0033E+03
       1.1500E-01      -8.7386E+00       8.5556E-01      -1.0032E+03
       1.2500E-01      -8.6150E+00       8.4308E-01      -1.0032E+03
       1.3500E-01      -8.4892E+00       8.3223E-01      -1.0032E+03
       1.4500E-01      -8.3649E+00       8.2390E-01      -1.0032E+03
       1.5500E-01      -8.2455E+00       8.1809E-01      -1.0032E+03
       1.6500E-01      -8.1334E+00       8.1429E-01      -1.0032E+03
       1.7500E-01      -8.0299E+00       8.1186E-01      -1.0032E+03
       1.8500E-01      -7.9355E+00       8.1031E-01      -1.0032E+03
       1.9500E-01      -7.8504E+00       8.0930E-01      -1.0032E+03
       2.0500E-01      -7.7750E+00       8.0863E-01      -1.0032E+03
       2.1500E-01      -7.7097E+00       8.0817E-01      -1.0032E+03
       2.2500E-01      -7.6557E+00       8.0785E-01      -1.0032E+03
       2.3500E-01      -7.6155E+00       8.0733E-01      -1.0032E+03
       2.4500E-01      -7.6013E+00       7.9512E-01      -1.0032E+03
       2.5500E-01      -8.1246E+00       9.8448E-02      -1.0032E+03
       2.6500E-01      -8.1920E+00       8.7186E-03      -1.0032E+03
       2.7500E-01      -8.1980E+00       7.3924E-04      -1.0032E+03
       2.8500E-01      -8.1985E+00       6.2437E-05      -1.0032E+03
       2.9500E-01      -8.1986E+00       5.2720E-06      -1.0032E+03
       3.0500E-01      -8.1986E+00       4.4555E-07      -1.0032E+03
       3.1500E-01      -8.1987E+00       3.8054E-08      -1.0032E+03
       3.2500E-01      -8.1987E+00       3.6446E-09      -1.0032E+03
       3.3500E-01      -8.1987E+00       7.3260E-10      -1.0032E+03
       3.4500E-01      -8.1987E+00       4.7921E-10      -1.0032E+03
       3.5500E-01      -8.1988E+00       4.4979E-10      -1.0032E+03
       3.6500E-01      -8.1988E+00       4.3889E-10      -1.0032E+03
       3.7500E-01      -8.1988E+00       4.2928E-10      -1.0032E+03
       3.8500E-01      -8.1988E+00       4.1960E-10      -1.0032E+03
       3.9500E-01      -8.1988E+00       4.0987E-10      -1.0032E+03
       4.0500E-01      -8.1988E+00       4.0019E-10      -1.0032E+03
       4.1500E-01      -8.1988E+00       3.9068E-10      -1.0032E+03
       4.2500E-01      -8.1988E+00       3.8145E-10      -1.0032E+03
       4.3500E-01      -8.1988E+00       3.7260E-10      -1.0032E+03
       4.4500E-01      -8.1988E+00       3.6420E-10      -1.0032E+03
       4.5500E-01      -8.1988E+00       3.5630E-10      -1.0032E+03
       4.6500E-01      -8.1988E+00       3.4898E-10      -1.0032E+03
       4.7500E-01      -8.1987E+00       3.4222E-10      -1.0032E+03
       4.8500E-01      -8.1987E+00       3.3604E-10      -1.0032E+03
       4.9500E-01      -8.1987E+00       3.3042E-10      -1.0032E+03
       5.0500E-01      -8.1987E+00       3.2535E-10      -1.0032E+03
       5.1500E-01      -8.1987E+00       3.2076E-10      -1.0032E+03
       5.2500E-01      -8.1987E+00       3.1664E-10      -1.0032E+03
       5.3500E-01      -8.1987E+00       3.1293E-10      -1.0032E+03
       5.4500E-01      -8.1986E+00       3.0958E-10      -1.0032E+03
       5.5500E-01      -8.1986E+00       3.0652E-10      -1.0032E+03
       5.6500E-01      -8.1986E+00       3.0372E-10      -1.0032E+03
       5.7500E-01      -8.1986E+00       3.0112E-10      -1.0032E+03
       5.8500E-01      -8.1986E+00       2.9866E-10      -1.0032E+03
       5.9500E-01      -8.1985E+00       2.9633E-10      -1.0032E+03
       6.0500E-01      -8.1985E+00       2.9406E-10      -1.0032E+03
       6.1500E-01      -8.1985E+00       2.9182E-10      -1.0032E+03
       6.2500E-01      -8.1985E+00       2.8959E-10      -1.0032E+03
       6.3500E-01      -8.1985E+00       2.8735E-10      -1.0032E+03
       6.4500E-01      -8.1984E+00       2.8506E-10      -1.0032E+03
       6.5500E-01      -8.1984E+00       2.8269E-10      -1.0032E+03
       6.6500E-01      -8.1984E+00       2.8025E-10      -1.0032E+03
       6.7500E-01      -8.1984E+00       2.7772E-10      -1.0032E+03
       6.8500E-01      -8.1984E+00       2.7506E-10      -1.0032E+03
       6.9500E-01      -8.1983E+00       2.7228E-10      -1.0032E+03
       7.0500E-01      -8.1983E+00       2.6937E-10      -1.0032E+03
       7.1500E-01      -8.1983E+00       2.6629E-10      -1.0032E+03
       7.2500E-01      -8.1983E+00       2.6306E-10      -1.0032E+03
       7.3500E-01      -8.1983E+00       2.5966E-10      -1.0032E+03
       7.4500E-01      -8.1982E+00       2.5607E-10      -1.0032E+03
       7.5500E-01      -8.1982E+00       2.5229E-10      -1.0032E+03
       7.6500E-01      -8.1982E+00       2.4831E-10      -1.0032E+03
       7.7500E-01      -8.1982E+00       2.4411E-10      -1.0032E+03
       7.8500E-01      -8.1982E+00       2.3968E-10      -1.0032E+03
       7.9500E-01      -8.1981E+00       2.3501E-10      -1.0032E+03
       8.0500E-01      -8.1981E+00       2.3008E-10      -1.0032E+03
       8.1500E-01      -8.1981E+00       2.2490E-10      -1.0032E+03
       8.2500E-01      -8.1981E+00       2.1943E-10      -1.0032E+03
       8.3500E-01      -8.1981E+00       2.1368E-10      -1.0032E+03
       8.4500E-01      -8.1980E+00       2.0760E-10      -1.0032E+03
       8.5500E-01      -8.1980E+00       2.0122E-10      -1.0032E+03
       8.6500E-01      -8.1980E+00       1.9448E-10      -1.0032E+03
       8.7500E-01      -8.1980E+00       1.8739E-10      -1.0032E+03
       8.8500E-01      -8.1980E+00       1.7993E-10      -1.0032E+03
       8.9500E-01      -8.1979E+00       1.7207E-10      -1.0032E+03
       9.0500E-01      -8.1979E+00       1.6382E-10      -1.0032E+03
       9.1500E-01      -8.1979E+00       1.5512E-10      -1.0032E+03
       9.2500E-01      -8.1979E+00       1.4597E-10      -1.0032E+03
       9.3500E-01      -8.1979E+00       1.3636E-10      -1.0032E+03
       9.4500E-01      -8.1978E+00       1.2625E-10      -1.0032E+03
       9.5500E-01      -8.1978E+00       1.1563E-10      -1.0032E+03
       9.6500E-01      -8.1978E+00       1.0447E-10      -1.0032E+03
       9.7500E-01      -8.1978E+00       9.2730E-11      -1.0032E+03
       9.8500E-01      -8.1978E+00       8.0405E-11      -1.0032E+03
       9.9500E-01      -8.1977E+00       6.7472E-11      -1.0032E+03
       1.0050E+00      -8.1977E+00       5.3888E-11      -1.0032E+03
       1.0150E+00      -8.1977E+00       3.9638E-11      -1.0032E+03
       1.0250E+00      -8.1977E+00       2.4684E-11      -1.0032E+03
       1.0350E+00      -8.1976E+00       9.0045E-12      -1.0032E+03
       1.0450E+00      -8.1976E+00      -7.4400E-12      -1.0032E+03
       1.0550E+00      -8.1976E+00      -2.4678E-11      -1.0032E+03
