# Time          2.5000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.9394E+00      -4.9210E+00      -4.8083E+00      -3.9211E+00      -3.7443E+00      -4.6990E+00      -5.9408E+00      -3.0969E+00      -6.3397E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.1998E+00      -9.5966E+00      -6.4392E+00      -7.5070E+00      -1.0485E+01      -6.1906E+00      -1.8943E+01      -8.1188E+00      -7.2449E+00      -1.0924E+01      -9.2246E+00      -7.1201E+00      -1.3492E+01      -6.9040E+00      -1.2416E+01      -1.2976E+01      -9.0320E+00      -1.1518E+01      -1.2101E+01      -8.9686E+00      -1.2623E+01      -9.1535E+00      -1.4183E+01      -9.1711E+00
       1.5000E-02       5.0304E+00      -5.0120E+00      -4.7964E+00      -3.9210E+00      -3.7434E+00      -4.6990E+00      -5.6001E+00      -3.0966E+00      -6.1740E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.8520E+00      -9.0668E+00      -6.1825E+00      -7.5062E+00      -1.0484E+01      -6.0877E+00      -1.8421E+01      -7.6800E+00      -7.3359E+00      -1.0492E+01      -9.2246E+00      -7.1201E+00      -1.2962E+01      -6.9038E+00      -1.1984E+01      -1.2885E+01      -8.9410E+00      -1.1324E+01      -1.1906E+01      -8.8649E+00      -1.2429E+01      -9.0505E+00      -1.3989E+01      -9.0679E+00
       2.5000E-02       5.1023E+00      -5.0838E+00      -4.7853E+00      -3.9209E+00      -3.7426E+00      -4.6990E+00      -5.4479E+00      -3.0964E+00      -6.1492E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.6836E+00      -8.7546E+00      -6.0859E+00      -7.5054E+00      -1.0483E+01      -6.0048E+00      -1.8125E+01      -7.4397E+00      -7.4078E+00      -1.0268E+01      -9.2247E+00      -7.1200E+00      -1.2649E+01      -6.9036E+00      -1.1760E+01      -1.2813E+01      -8.8691E+00      -1.1169E+01      -1.1750E+01      -8.7812E+00      -1.2274E+01      -8.9675E+00      -1.3834E+01      -8.9848E+00
       3.5000E-02       5.1506E+00      -5.1322E+00      -4.7750E+00      -3.9207E+00      -3.7419E+00      -4.6990E+00      -5.3643E+00      -3.0962E+00      -6.1902E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6278E+00      -8.6021E+00      -6.0784E+00      -7.5046E+00      -1.0483E+01      -5.9461E+00      -1.7944E+01      -7.3355E+00      -7.4562E+00      -1.0136E+01      -9.2247E+00      -7.1198E+00      -1.2497E+01      -6.9034E+00      -1.1628E+01      -1.2764E+01      -8.8208E+00      -1.1062E+01      -1.1642E+01      -8.7217E+00      -1.2167E+01      -8.9087E+00      -1.3727E+01      -8.9259E+00
       4.5000E-02       5.1843E+00      -5.1659E+00      -4.7654E+00      -3.9205E+00      -3.7412E+00      -4.6990E+00      -5.3095E+00      -3.0960E+00      -6.2673E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6377E+00      -8.5447E+00      -6.1219E+00      -7.5039E+00      -1.0482E+01      -5.9028E+00      -1.7822E+01      -7.3118E+00      -7.4898E+00      -1.0048E+01      -9.2247E+00      -7.1197E+00      -1.2439E+01      -6.9032E+00      -1.1539E+01      -1.2730E+01      -8.7871E+00      -1.0985E+01      -1.1565E+01      -8.6777E+00      -1.2090E+01      -8.8652E+00      -1.3650E+01      -8.8824E+00
       5.5000E-02       5.2133E+00      -5.1949E+00      -4.7564E+00      -3.9203E+00      -3.7405E+00      -4.6990E+00      -5.2661E+00      -3.0958E+00      -6.3689E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6811E+00      -8.5300E+00      -6.1945E+00      -7.5032E+00      -1.0481E+01      -5.8647E+00      -1.7721E+01      -7.3261E+00      -7.5189E+00      -9.9752E+00      -9.2247E+00      -7.1194E+00      -1.2424E+01      -6.9030E+00      -1.1467E+01      -1.2701E+01      -8.7580E+00      -1.0918E+01      -1.1497E+01      -8.6389E+00      -1.2022E+01      -8.8269E+00      -1.3582E+01      -8.8441E+00
       6.5000E-02       5.2440E+00      -5.2256E+00      -4.7480E+00      -3.9200E+00      -3.7398E+00      -4.6990E+00      -5.2270E+00      -3.0956E+00      -6.4913E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.7422E+00      -8.5298E+00      -6.2862E+00      -7.5025E+00      -1.0481E+01      -5.8257E+00      -1.7620E+01      -7.3566E+00      -7.5495E+00      -9.9055E+00      -9.2247E+00      -7.1191E+00      -1.2424E+01      -6.9028E+00      -1.1397E+01      -1.2670E+01      -8.7274E+00      -1.0848E+01      -1.1427E+01      -8.5993E+00      -1.1952E+01      -8.7876E+00      -1.3513E+01      -8.8050E+00
       7.5000E-02       5.2793E+00      -5.2609E+00      -4.7402E+00      -3.9196E+00      -3.7392E+00      -4.6990E+00      -5.1897E+00      -3.0954E+00      -6.6343E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8145E+00      -8.5314E+00      -6.3938E+00      -7.5019E+00      -1.0480E+01      -5.7826E+00      -1.7512E+01      -7.3935E+00      -7.5849E+00      -9.8328E+00      -9.2247E+00      -7.1188E+00      -1.2425E+01      -6.9026E+00      -1.1324E+01      -1.2634E+01      -8.6920E+00      -1.0770E+01      -1.1348E+01      -8.5555E+00      -1.1874E+01      -8.7441E+00      -1.3434E+01      -8.7616E+00
       8.5000E-02       5.3212E+00      -5.3028E+00      -4.7330E+00      -3.9192E+00      -3.7386E+00      -4.6990E+00      -5.1534E+00      -3.0952E+00      -6.7993E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8958E+00      -8.5290E+00      -6.5170E+00      -7.5013E+00      -1.0479E+01      -5.7335E+00      -1.7392E+01      -7.4330E+00      -7.6267E+00      -9.7546E+00      -9.2247E+00      -7.1184E+00      -1.2423E+01      -6.9024E+00      -1.1245E+01      -1.2592E+01      -8.6502E+00      -1.0679E+01      -1.1256E+01      -8.5059E+00      -1.1782E+01      -8.6947E+00      -1.3343E+01      -8.7123E+00
       9.5000E-02       5.3704E+00      -5.3520E+00      -4.7263E+00      -3.9188E+00      -3.7380E+00      -4.6990E+00      -5.1178E+00      -3.0950E+00      -6.9875E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.9855E+00      -8.5202E+00      -6.6559E+00      -7.5008E+00      -1.0479E+01      -5.6776E+00      -1.7258E+01      -7.4735E+00      -7.6760E+00      -9.6698E+00      -9.2247E+00      -7.1180E+00      -1.2414E+01      -6.9022E+00      -1.1160E+01      -1.2543E+01      -8.6010E+00      -1.0574E+01      -1.1150E+01      -8.4494E+00      -1.1677E+01      -8.6383E+00      -1.3237E+01      -8.6562E+00
