# Time          4.5000E+01
# Units: Mol/m**3 Porous Medium/s
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -4.8197E-10      -6.6409E-11      -1.7485E-07
       1.5000E-02      -4.8197E-10      -4.6193E-11      -1.7485E-07
       2.5000E-02      -4.8197E-10       6.0129E-11      -1.7485E-07
       3.5000E-02      -4.8197E-10       2.3690E-10      -1.7485E-07
       4.5000E-02      -4.8197E-10       3.7163E-10      -1.7485E-07
       5.5000E-02      -4.8197E-10       4.3590E-10      -1.7485E-07
       6.5000E-02      -4.8197E-10       4.5710E-10      -1.7485E-07
       7.5000E-02      -4.8197E-10       4.5854E-10      -1.7485E-07
       8.5000E-02      -4.8197E-10       4.5144E-10      -1.7485E-07
       9.5000E-02      -4.8197E-10       4.4028E-10      -1.7485E-07
       1.0500E-01      -4.8197E-10       4.2696E-10      -1.7485E-07
       1.1500E-01      -4.8197E-10       4.1277E-10      -1.7485E-07
       1.2500E-01      -4.8197E-10       3.9919E-10      -1.7485E-07
       1.3500E-01      -4.8197E-10       3.8767E-10      -1.7485E-07
       1.4500E-01      -4.8197E-10       3.7897E-10      -1.7485E-07
       1.5500E-01      -4.8197E-10       3.7298E-10      -1.7485E-07
       1.6500E-01      -4.8197E-10       3.6909E-10      -1.7485E-07
       1.7500E-01      -4.8197E-10       3.6662E-10      -1.7485E-07
       1.8500E-01      -4.8197E-10       3.6505E-10      -1.7485E-07
       1.9500E-01      -4.8197E-10       3.6403E-10      -1.7485E-07
       2.0500E-01      -4.8197E-10       3.6336E-10      -1.7485E-07
       2.1500E-01      -4.8197E-10       3.6289E-10      -1.7485E-07
       2.2500E-01      -4.8197E-10       3.6257E-10      -1.7485E-07
       2.3500E-01      -4.8197E-10       3.6205E-10      -1.7485E-07
       2.4500E-01      -4.8197E-10       3.5010E-10      -1.7485E-07
       2.5500E-01       0.0000E+00       1.7190E-11       0.0000E+00
       2.6500E-01       0.0000E+00       1.3750E-12       0.0000E+00
       2.7500E-01       0.0000E+00       1.1594E-13       0.0000E+00
       2.8500E-01       0.0000E+00       9.8211E-15       0.0000E+00
