# Time          5.0000E+01
# Units: Mol/g solid
    Distance        Kaol-Na          Kaol-K           Kaol-Ca          Kaol-Mg         
       6.3500E-01       1.8438E-06       1.3768E-07       3.7669E-05       1.8605E-05
       6.4500E-01       1.8438E-06       1.3768E-07       3.7669E-05       1.8605E-05
       6.5500E-01       1.8438E-06       1.3768E-07       3.7669E-05       1.8606E-05
       6.6500E-01       1.8438E-06       1.3768E-07       3.7669E-05       1.8606E-05
       6.7500E-01       1.8438E-06       1.3768E-07       3.7669E-05       1.8606E-05
       6.8500E-01       1.8438E-06       1.3768E-07       3.7669E-05       1.8606E-05
       6.9500E-01       1.8438E-06       1.3768E-07       3.7669E-05       1.8606E-05
       7.0500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.1500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.2500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.3500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.4500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.5500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.6500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.7500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.8500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       7.9500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.0500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.1500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.2500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.3500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.4500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.5500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.6500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.7500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.8500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       8.9500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.0500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.1500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.2500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.3500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.4500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.5500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.6500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.7500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.8500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       9.9500E-01       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       1.0050E+00       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       1.0150E+00       1.8438E-06       1.3767E-07       3.7669E-05       1.8606E-05
       1.0250E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.0350E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.0450E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.0550E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.0650E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.0750E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.0850E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.0950E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1050E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1150E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1250E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1350E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1450E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1550E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1650E+00       1.8438E-06       1.3766E-07       3.7669E-05       1.8606E-05
       1.1750E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.1850E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.1950E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.2050E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.2150E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.2250E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.2350E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.2450E+00       1.8438E-06       1.3765E-07       3.7669E-05       1.8606E-05
       1.2550E+00       1.8438E-06       1.3764E-07       3.7669E-05       1.8606E-05
       1.2650E+00       1.8438E-06       1.3764E-07       3.7669E-05       1.8606E-05
       1.2750E+00       1.8438E-06       1.3764E-07       3.7669E-05       1.8606E-05
       1.2850E+00       1.8438E-06       1.3764E-07       3.7669E-05       1.8606E-05
       1.2950E+00       1.8438E-06       1.3764E-07       3.7669E-05       1.8606E-05
       1.3050E+00       1.8438E-06       1.3764E-07       3.7669E-05       1.8606E-05
       1.3150E+00       1.8438E-06       1.3763E-07       3.7669E-05       1.8606E-05
       1.3250E+00       1.8438E-06       1.3763E-07       3.7669E-05       1.8606E-05
       1.3350E+00       1.8438E-06       1.3763E-07       3.7669E-05       1.8606E-05
       1.3450E+00       1.8438E-06       1.3763E-07       3.7669E-05       1.8606E-05
       1.3550E+00       1.8438E-06       1.3763E-07       3.7669E-05       1.8606E-05
       1.3650E+00       1.8438E-06       1.3762E-07       3.7669E-05       1.8606E-05
       1.3750E+00       1.8438E-06       1.3762E-07       3.7669E-05       1.8606E-05
       1.3850E+00       1.8438E-06       1.3762E-07       3.7669E-05       1.8606E-05
       1.3950E+00       1.8438E-06       1.3761E-07       3.7669E-05       1.8606E-05
       1.4050E+00       1.8438E-06       1.3761E-07       3.7669E-05       1.8606E-05
       1.4150E+00       1.8438E-06       1.3761E-07       3.7669E-05       1.8606E-05
       1.4250E+00       1.8438E-06       1.3761E-07       3.7669E-05       1.8606E-05
       1.4350E+00       1.8438E-06       1.3760E-07       3.7669E-05       1.8606E-05
       1.4450E+00       1.8438E-06       1.3760E-07       3.7669E-05       1.8606E-05
       1.4550E+00       1.8438E-06       1.3759E-07       3.7669E-05       1.8606E-05
       1.4650E+00       1.8438E-06       1.3759E-07       3.7669E-05       1.8606E-05
       1.4750E+00       1.8438E-06       1.3759E-07       3.7669E-05       1.8606E-05
       1.4850E+00       1.8438E-06       1.3758E-07       3.7669E-05       1.8606E-05
       1.4950E+00       1.8438E-06       1.3758E-07       3.7669E-05       1.8606E-05
       1.5050E+00       1.8437E-06       1.3757E-07       3.7669E-05       1.8606E-05
       1.5150E+00       1.8437E-06       1.3757E-07       3.7669E-05       1.8606E-05
       1.5250E+00       1.8437E-06       1.3756E-07       3.7669E-05       1.8606E-05
       1.5350E+00       1.8437E-06       1.3756E-07       3.7669E-05       1.8606E-05
       1.5450E+00       1.8437E-06       1.3755E-07       3.7669E-05       1.8606E-05
       1.5550E+00       1.8437E-06       1.3754E-07       3.7669E-05       1.8606E-05
       1.5650E+00       1.8437E-06       1.3754E-07       3.7669E-05       1.8606E-05
       1.5750E+00       1.8437E-06       1.3753E-07       3.7669E-05       1.8606E-05
       1.5850E+00       1.8437E-06       1.3752E-07       3.7669E-05       1.8606E-05
       1.5950E+00       1.8437E-06       1.3752E-07       3.7669E-05       1.8606E-05
       1.6050E+00       1.8437E-06       1.3751E-07       3.7669E-05       1.8606E-05
       1.6150E+00       1.8437E-06       1.3750E-07       3.7669E-05       1.8606E-05
       1.6250E+00       1.8437E-06       1.3749E-07       3.7669E-05       1.8606E-05
       1.6350E+00       1.8437E-06       1.3748E-07       3.7669E-05       1.8606E-05
       1.6450E+00       1.8437E-06       1.3747E-07       3.7669E-05       1.8606E-05
       1.6550E+00       1.8437E-06       1.3746E-07       3.7669E-05       1.8606E-05
       1.6650E+00       1.8437E-06       1.3745E-07       3.7669E-05       1.8606E-05
       1.6750E+00       1.8437E-06       1.3744E-07       3.7669E-05       1.8606E-05
       1.6850E+00       1.8437E-06       1.3743E-07       3.7669E-05       1.8606E-05
       1.6950E+00       1.8437E-06       1.3742E-07       3.7669E-05       1.8606E-05
       1.7050E+00       1.8437E-06       1.3741E-07       3.7669E-05       1.8606E-05
       1.7150E+00       1.8437E-06       1.3739E-07       3.7669E-05       1.8606E-05
       1.7250E+00       1.8437E-06       1.3738E-07       3.7669E-05       1.8606E-05
       1.7350E+00       1.8437E-06       1.3736E-07       3.7669E-05       1.8606E-05
       1.7450E+00       1.8437E-06       1.3735E-07       3.7669E-05       1.8606E-05
       1.7550E+00       1.8436E-06       1.3733E-07       3.7669E-05       1.8606E-05
       1.7650E+00       1.8436E-06       1.3732E-07       3.7669E-05       1.8606E-05
       1.7750E+00       1.8436E-06       1.3730E-07       3.7669E-05       1.8606E-05
       1.7850E+00       1.8436E-06       1.3728E-07       3.7669E-05       1.8606E-05
       1.7950E+00       1.8436E-06       1.3727E-07       3.7669E-05       1.8606E-05
       1.8050E+00       1.8436E-06       1.3725E-07       3.7669E-05       1.8606E-05
       1.8150E+00       1.8436E-06       1.3723E-07       3.7669E-05       1.8606E-05
       1.8250E+00       1.8436E-06       1.3720E-07       3.7669E-05       1.8606E-05
       1.8350E+00       1.8436E-06       1.3718E-07       3.7669E-05       1.8606E-05
       1.8450E+00       1.8436E-06       1.3716E-07       3.7669E-05       1.8606E-05
       1.8550E+00       1.8436E-06       1.3714E-07       3.7669E-05       1.8606E-05
       1.8650E+00       1.8435E-06       1.3711E-07       3.7669E-05       1.8606E-05
       1.8750E+00       1.8435E-06       1.3709E-07       3.7669E-05       1.8606E-05
       1.8850E+00       1.8435E-06       1.3706E-07       3.7669E-05       1.8606E-05
       1.8950E+00       1.8435E-06       1.3703E-07       3.7669E-05       1.8606E-05
       1.9050E+00       1.8435E-06       1.3700E-07       3.7669E-05       1.8606E-05
       1.9150E+00       1.8435E-06       1.3697E-07       3.7669E-05       1.8606E-05
       1.9250E+00       1.8435E-06       1.3694E-07       3.7669E-05       1.8606E-05
       1.9350E+00       1.8435E-06       1.3691E-07       3.7669E-05       1.8606E-05
       1.9450E+00       1.8434E-06       1.3687E-07       3.7669E-05       1.8606E-05
       1.9550E+00       1.8434E-06       1.3684E-07       3.7669E-05       1.8606E-05
       1.9650E+00       1.8434E-06       1.3680E-07       3.7669E-05       1.8606E-05
       1.9750E+00       1.8434E-06       1.3676E-07       3.7669E-05       1.8606E-05
       1.9850E+00       1.8434E-06       1.3673E-07       3.7669E-05       1.8606E-05
       1.9950E+00       1.8434E-06       1.3668E-07       3.7669E-05       1.8606E-05
       2.0050E+00       1.8433E-06       1.3664E-07       3.7669E-05       1.8606E-05
       2.0150E+00       1.8433E-06       1.3660E-07       3.7669E-05       1.8606E-05
       2.0250E+00       1.8433E-06       1.3655E-07       3.7669E-05       1.8606E-05
       2.0350E+00       1.8433E-06       1.3650E-07       3.7669E-05       1.8606E-05
       2.0450E+00       1.8433E-06       1.3646E-07       3.7669E-05       1.8606E-05
       2.0550E+00       1.8432E-06       1.3640E-07       3.7669E-05       1.8606E-05
       2.0650E+00       1.8432E-06       1.3635E-07       3.7669E-05       1.8606E-05
       2.0750E+00       1.8432E-06       1.3630E-07       3.7669E-05       1.8606E-05
       2.0850E+00       1.8432E-06       1.3624E-07       3.7669E-05       1.8606E-05
       2.0950E+00       1.8431E-06       1.3618E-07       3.7669E-05       1.8606E-05
       2.1050E+00       1.8431E-06       1.3612E-07       3.7669E-05       1.8606E-05
       2.1150E+00       1.8431E-06       1.3606E-07       3.7669E-05       1.8606E-05
       2.1250E+00       1.8431E-06       1.3600E-07       3.7669E-05       1.8606E-05
       2.1350E+00       1.8430E-06       1.3593E-07       3.7669E-05       1.8606E-05
       2.1450E+00       1.8430E-06       1.3586E-07       3.7669E-05       1.8606E-05
       2.1550E+00       1.8430E-06       1.3579E-07       3.7669E-05       1.8606E-05
       2.1650E+00       1.8429E-06       1.3571E-07       3.7669E-05       1.8606E-05
       2.1750E+00       1.8429E-06       1.3564E-07       3.7669E-05       1.8606E-05
       2.1850E+00       1.8429E-06       1.3556E-07       3.7669E-05       1.8606E-05
       2.1950E+00       1.8428E-06       1.3548E-07       3.7669E-05       1.8606E-05
       2.2050E+00       1.8428E-06       1.3540E-07       3.7669E-05       1.8606E-05
       2.2150E+00       1.8428E-06       1.3531E-07       3.7669E-05       1.8606E-05
       2.2250E+00       1.8427E-06       1.3522E-07       3.7670E-05       1.8606E-05
       2.2350E+00       1.8427E-06       1.3513E-07       3.7670E-05       1.8607E-05
       2.2450E+00       1.8427E-06       1.3504E-07       3.7670E-05       1.8607E-05
       2.2550E+00       1.8426E-06       1.3494E-07       3.7670E-05       1.8607E-05
       2.2650E+00       1.8426E-06       1.3484E-07       3.7670E-05       1.8607E-05
       2.2750E+00       1.8425E-06       1.3474E-07       3.7670E-05       1.8607E-05
       2.2850E+00       1.8425E-06       1.3463E-07       3.7670E-05       1.8607E-05
       2.2950E+00       1.8424E-06       1.3453E-07       3.7670E-05       1.8607E-05
       2.3050E+00       1.8424E-06       1.3441E-07       3.7670E-05       1.8607E-05
       2.3150E+00       1.8423E-06       1.3430E-07       3.7670E-05       1.8607E-05
       2.3250E+00       1.8423E-06       1.3418E-07       3.7670E-05       1.8607E-05
       2.3350E+00       1.8422E-06       1.3406E-07       3.7670E-05       1.8607E-05
       2.3450E+00       1.8422E-06       1.3394E-07       3.7670E-05       1.8607E-05
       2.3550E+00       1.8421E-06       1.3381E-07       3.7670E-05       1.8607E-05
       2.3650E+00       1.8421E-06       1.3368E-07       3.7670E-05       1.8607E-05
       2.3750E+00       1.8420E-06       1.3355E-07       3.7670E-05       1.8607E-05
       2.3850E+00       1.8420E-06       1.3341E-07       3.7670E-05       1.8607E-05
       2.3950E+00       1.8419E-06       1.3327E-07       3.7670E-05       1.8607E-05
       2.4050E+00       1.8418E-06       1.3313E-07       3.7670E-05       1.8607E-05
       2.4150E+00       1.8418E-06       1.3298E-07       3.7670E-05       1.8607E-05
       2.4250E+00       1.8417E-06       1.3283E-07       3.7671E-05       1.8607E-05
       2.4350E+00       1.8416E-06       1.3267E-07       3.7671E-05       1.8607E-05
       2.4450E+00       1.8416E-06       1.3252E-07       3.7671E-05       1.8607E-05
       2.4550E+00       1.8415E-06       1.3236E-07       3.7671E-05       1.8607E-05
       2.4650E+00       1.8414E-06       1.3219E-07       3.7671E-05       1.8607E-05
       2.4750E+00       1.8414E-06       1.3202E-07       3.7671E-05       1.8607E-05
       2.4850E+00       1.8413E-06       1.3185E-07       3.7671E-05       1.8607E-05
       2.4950E+00       1.8412E-06       1.3167E-07       3.7671E-05       1.8608E-05
       2.5050E+00       1.8411E-06       1.3149E-07       3.7671E-05       1.8608E-05
       2.5150E+00       1.8410E-06       1.3131E-07       3.7671E-05       1.8608E-05
       2.5250E+00       1.8410E-06       1.3112E-07       3.7671E-05       1.8608E-05
       2.5350E+00       1.8409E-06       1.3093E-07       3.7671E-05       1.8608E-05
       2.5450E+00       1.8408E-06       1.3074E-07       3.7671E-05       1.8608E-05
       2.5550E+00       1.8407E-06       1.3054E-07       3.7672E-05       1.8608E-05
       2.5650E+00       1.8406E-06       1.3033E-07       3.7672E-05       1.8608E-05
       2.5750E+00       1.8405E-06       1.3013E-07       3.7672E-05       1.8608E-05
       2.5850E+00       1.8404E-06       1.2992E-07       3.7672E-05       1.8608E-05
       2.5950E+00       1.8403E-06       1.2970E-07       3.7672E-05       1.8608E-05
       2.6050E+00       1.8403E-06       1.2948E-07       3.7672E-05       1.8608E-05
       2.6150E+00       1.8402E-06       1.2926E-07       3.7672E-05       1.8608E-05
       2.6250E+00       1.8401E-06       1.2904E-07       3.7672E-05       1.8608E-05
       2.6350E+00       1.8400E-06       1.2881E-07       3.7672E-05       1.8608E-05
       2.6450E+00       1.8399E-06       1.2857E-07       3.7672E-05       1.8608E-05
       2.6550E+00       1.8398E-06       1.2834E-07       3.7672E-05       1.8608E-05
       2.6650E+00       1.8397E-06       1.2810E-07       3.7673E-05       1.8609E-05
       2.6750E+00       1.8395E-06       1.2785E-07       3.7673E-05       1.8609E-05
       2.6850E+00       1.8394E-06       1.2760E-07       3.7673E-05       1.8609E-05
       2.6950E+00       1.8393E-06       1.2735E-07       3.7673E-05       1.8609E-05
       2.7050E+00       1.8392E-06       1.2709E-07       3.7673E-05       1.8609E-05
       2.7150E+00       1.8391E-06       1.2683E-07       3.7673E-05       1.8609E-05
       2.7250E+00       1.8390E-06       1.2657E-07       3.7673E-05       1.8609E-05
       2.7350E+00       1.8389E-06       1.2630E-07       3.7673E-05       1.8609E-05
       2.7450E+00       1.8388E-06       1.2603E-07       3.7673E-05       1.8609E-05
       2.7550E+00       1.8386E-06       1.2576E-07       3.7674E-05       1.8609E-05
       2.7650E+00       1.8385E-06       1.2548E-07       3.7674E-05       1.8609E-05
       2.7750E+00       1.8384E-06       1.2520E-07       3.7674E-05       1.8609E-05
       2.7850E+00       1.8383E-06       1.2492E-07       3.7674E-05       1.8609E-05
       2.7950E+00       1.8381E-06       1.2463E-07       3.7674E-05       1.8610E-05
       2.8050E+00       1.8380E-06       1.2434E-07       3.7674E-05       1.8610E-05
       2.8150E+00       1.8379E-06       1.2404E-07       3.7674E-05       1.8610E-05
       2.8250E+00       1.8378E-06       1.2375E-07       3.7674E-05       1.8610E-05
       2.8350E+00       1.8376E-06       1.2344E-07       3.7675E-05       1.8610E-05
       2.8450E+00       1.8375E-06       1.2314E-07       3.7675E-05       1.8610E-05
       2.8550E+00       1.8374E-06       1.2284E-07       3.7675E-05       1.8610E-05
       2.8650E+00       1.8372E-06       1.2253E-07       3.7675E-05       1.8610E-05
       2.8750E+00       1.8371E-06       1.2222E-07       3.7675E-05       1.8610E-05
       2.8850E+00       1.8369E-06       1.2191E-07       3.7675E-05       1.8610E-05
       2.8950E+00       1.8368E-06       1.2159E-07       3.7675E-05       1.8610E-05
       2.9050E+00       1.8367E-06       1.2128E-07       3.7676E-05       1.8611E-05
       2.9150E+00       1.8365E-06       1.2097E-07       3.7676E-05       1.8611E-05
       2.9250E+00       1.8364E-06       1.2066E-07       3.7676E-05       1.8611E-05
       2.9350E+00       1.8363E-06       1.2036E-07       3.7676E-05       1.8611E-05
       2.9450E+00       1.8361E-06       1.2007E-07       3.7676E-05       1.8611E-05
       2.9550E+00       1.8360E-06       1.1979E-07       3.7676E-05       1.8611E-05
       2.9650E+00       1.8359E-06       1.1954E-07       3.7676E-05       1.8611E-05
       2.9750E+00       1.8358E-06       1.1931E-07       3.7676E-05       1.8611E-05
       2.9850E+00       1.8357E-06       1.1914E-07       3.7676E-05       1.8611E-05
       2.9950E+00       1.8357E-06       1.1904E-07       3.7676E-05       1.8611E-05
