# Time          5.0000E+00
# Units: Dimensionless (Log10(Q/Keq)
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -1.2620E+01      -2.0441E+00      -1.0033E+03
       1.5000E-02      -1.0970E+01      -4.8278E-01      -1.0033E+03
       2.5000E-02      -1.0122E+01       3.0090E-01      -1.0033E+03
       3.5000E-02      -9.6856E+00       6.7385E-01      -1.0033E+03
       4.5000E-02      -9.4634E+00       8.2877E-01      -1.0033E+03
       5.5000E-02      -9.3325E+00       8.8554E-01      -1.0033E+03
       6.5000E-02      -9.2335E+00       9.0205E-01      -1.0033E+03
       7.5000E-02      -9.1408E+00       9.0240E-01      -1.0033E+03
       8.5000E-02      -9.0442E+00       8.9586E-01      -1.0033E+03
       9.5000E-02      -8.9395E+00       8.8581E-01      -1.0033E+03
       1.0500E-01      -8.8258E+00       8.7364E-01      -1.0033E+03
       1.1500E-01      -8.7042E+00       8.6051E-01      -1.0032E+03
       1.2500E-01      -8.5772E+00       8.4788E-01      -1.0032E+03
       1.3500E-01      -8.4487E+00       8.3723E-01      -1.0032E+03
       1.4500E-01      -8.3227E+00       8.2930E-01      -1.0032E+03
       1.5500E-01      -8.2025E+00       8.2392E-01      -1.0032E+03
       1.6500E-01      -8.0903E+00       8.2046E-01      -1.0032E+03
       1.7500E-01      -7.9870E+00       8.1828E-01      -1.0032E+03
       1.8500E-01      -7.8930E+00       8.1689E-01      -1.0032E+03
       1.9500E-01      -7.8085E+00       8.1599E-01      -1.0032E+03
       2.0500E-01      -7.7335E+00       8.1539E-01      -1.0032E+03
       2.1500E-01      -7.6687E+00       8.1498E-01      -1.0032E+03
       2.2500E-01      -7.6151E+00       8.1468E-01      -1.0032E+03
       2.3500E-01      -7.5751E+00       8.1420E-01      -1.0032E+03
       2.4500E-01      -7.5607E+00       8.0231E-01      -1.0032E+03
       2.5500E-01      -8.0899E+00       9.7466E-02      -1.0032E+03
       2.6500E-01      -8.1567E+00       8.4184E-03      -1.0032E+03
       2.7500E-01      -8.1624E+00       6.9639E-04      -1.0032E+03
       2.8500E-01      -8.1628E+00       5.7546E-05      -1.0032E+03
       2.9500E-01      -8.1628E+00       4.9128E-06      -1.0032E+03
       3.0500E-01      -8.1627E+00       5.8294E-07      -1.0032E+03
       3.1500E-01      -8.1627E+00       2.3154E-07      -1.0032E+03
       3.2500E-01      -8.1626E+00       2.0768E-07      -1.0032E+03
       3.3500E-01      -8.1626E+00       2.1064E-07      -1.0032E+03
       3.4500E-01      -8.1626E+00       2.1562E-07      -1.0032E+03
       3.5500E-01      -8.1625E+00       2.2058E-07      -1.0032E+03
       3.6500E-01      -8.1625E+00       2.2533E-07      -1.0032E+03
       3.7500E-01      -8.1625E+00       2.2984E-07      -1.0032E+03
       3.8500E-01      -8.1625E+00       2.3411E-07      -1.0032E+03
       3.9500E-01      -8.1625E+00       2.3811E-07      -1.0032E+03
       4.0500E-01      -8.1625E+00       2.4185E-07      -1.0032E+03
       4.1500E-01      -8.1626E+00       2.4531E-07      -1.0032E+03
       4.2500E-01      -8.1626E+00       2.4847E-07      -1.0032E+03
       4.3500E-01      -8.1626E+00       2.5134E-07      -1.0032E+03
       4.4500E-01      -8.1627E+00       2.5390E-07      -1.0032E+03
       4.5500E-01      -8.1627E+00       2.5615E-07      -1.0032E+03
       4.6500E-01      -8.1628E+00       2.5809E-07      -1.0032E+03
       4.7500E-01      -8.1628E+00       2.5970E-07      -1.0032E+03
       4.8500E-01      -8.1629E+00       2.6099E-07      -1.0032E+03
       4.9500E-01      -8.1630E+00       2.6195E-07      -1.0032E+03
       5.0500E-01      -8.1631E+00       2.6257E-07      -1.0032E+03
       5.1500E-01      -8.1632E+00       2.6286E-07      -1.0032E+03
       5.2500E-01      -8.1632E+00       2.6282E-07      -1.0032E+03
       5.3500E-01      -8.1633E+00       2.6244E-07      -1.0032E+03
       5.4500E-01      -8.1634E+00       2.6172E-07      -1.0032E+03
       5.5500E-01      -8.1635E+00       2.6067E-07      -1.0032E+03
       5.6500E-01      -8.1636E+00       2.5928E-07      -1.0032E+03
       5.7500E-01      -8.1638E+00       2.5755E-07      -1.0032E+03
       5.8500E-01      -8.1639E+00       2.5548E-07      -1.0032E+03
       5.9500E-01      -8.1640E+00       2.5308E-07      -1.0032E+03
       6.0500E-01      -8.1641E+00       2.5034E-07      -1.0032E+03
       6.1500E-01      -8.1643E+00       2.4726E-07      -1.0032E+03
       6.2500E-01      -8.1644E+00       2.4385E-07      -1.0032E+03
       6.3500E-01      -8.1645E+00       2.4011E-07      -1.0032E+03
       6.4500E-01      -8.1647E+00       2.3603E-07      -1.0032E+03
       6.5500E-01      -8.1648E+00       2.3161E-07      -1.0032E+03
       6.6500E-01      -8.1650E+00       2.2686E-07      -1.0032E+03
       6.7500E-01      -8.1651E+00       2.2178E-07      -1.0032E+03
       6.8500E-01      -8.1653E+00       2.1636E-07      -1.0032E+03
       6.9500E-01      -8.1654E+00       2.1060E-07      -1.0032E+03
       7.0500E-01      -8.1656E+00       2.0450E-07      -1.0032E+03
       7.1500E-01      -8.1657E+00       1.9806E-07      -1.0032E+03
       7.2500E-01      -8.1659E+00       1.9128E-07      -1.0032E+03
       7.3500E-01      -8.1661E+00       1.8415E-07      -1.0032E+03
       7.4500E-01      -8.1663E+00       1.7667E-07      -1.0032E+03
       7.5500E-01      -8.1665E+00       1.6885E-07      -1.0032E+03
       7.6500E-01      -8.1667E+00       1.6067E-07      -1.0032E+03
       7.7500E-01      -8.1668E+00       1.5214E-07      -1.0032E+03
       7.8500E-01      -8.1671E+00       1.4325E-07      -1.0032E+03
       7.9500E-01      -8.1673E+00       1.3400E-07      -1.0032E+03
       8.0500E-01      -8.1675E+00       1.2438E-07      -1.0032E+03
       8.1500E-01      -8.1677E+00       1.1441E-07      -1.0032E+03
       8.2500E-01      -8.1679E+00       1.0407E-07      -1.0032E+03
       8.3500E-01      -8.1682E+00       9.3363E-08      -1.0032E+03
       8.4500E-01      -8.1684E+00       8.2294E-08      -1.0032E+03
