# Time          1.0000E+01
# Units: Mol/m**3 Porous Medium/s
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -4.9098E-10      -6.6388E-11      -1.7485E-07
       1.5000E-02      -4.9098E-10      -4.5108E-11      -1.7485E-07
       2.5000E-02      -4.9098E-10       6.6090E-11      -1.7485E-07
       3.5000E-02      -4.9098E-10       2.4761E-10      -1.7485E-07
       4.5000E-02      -4.9098E-10       3.8302E-10      -1.7485E-07
       5.5000E-02      -4.9098E-10       4.4625E-10      -1.7485E-07
       6.5000E-02      -4.9098E-10       4.6635E-10      -1.7485E-07
       7.5000E-02      -4.9098E-10       4.6691E-10      -1.7485E-07
       8.5000E-02      -4.9098E-10       4.5901E-10      -1.7485E-07
       9.5000E-02      -4.9098E-10       4.4706E-10      -1.7485E-07
       1.0500E-01      -4.9098E-10       4.3294E-10      -1.7485E-07
       1.1500E-01      -4.9098E-10       4.1811E-10      -1.7485E-07
       1.2500E-01      -4.9098E-10       4.0422E-10      -1.7485E-07
       1.3500E-01      -4.9098E-10       3.9277E-10      -1.7485E-07
       1.4500E-01      -4.9098E-10       3.8439E-10      -1.7485E-07
       1.5500E-01      -4.9098E-10       3.7877E-10      -1.7485E-07
       1.6500E-01      -4.9098E-10       3.7518E-10      -1.7485E-07
       1.7500E-01      -4.9098E-10       3.7293E-10      -1.7485E-07
       1.8500E-01      -4.9098E-10       3.7151E-10      -1.7485E-07
       1.9500E-01      -4.9098E-10       3.7058E-10      -1.7485E-07
       2.0500E-01      -4.9098E-10       3.6997E-10      -1.7485E-07
       2.1500E-01      -4.9098E-10       3.6955E-10      -1.7485E-07
       2.2500E-01      -4.9098E-10       3.6925E-10      -1.7485E-07
       2.3500E-01      -4.9098E-10       3.6876E-10      -1.7485E-07
       2.4500E-01      -4.9098E-10       3.5696E-10      -1.7485E-07
       2.5500E-01       0.0000E+00       1.6989E-11       0.0000E+00
       2.6500E-01       0.0000E+00       1.3257E-12       0.0000E+00
       2.7500E-01       0.0000E+00       1.0907E-13       0.0000E+00
       2.8500E-01       0.0000E+00       9.0772E-15       0.0000E+00
       2.9500E-01       0.0000E+00       8.2273E-16       0.0000E+00
       3.0500E-01       0.0000E+00       1.4399E-16       0.0000E+00
       3.1500E-01       0.0000E+00       9.1202E-17       0.0000E+00
       3.2500E-01       0.0000E+00       9.0229E-17       0.0000E+00
       3.3500E-01       0.0000E+00       9.3629E-17       0.0000E+00
       3.4500E-01       0.0000E+00       9.7483E-17       0.0000E+00
       3.5500E-01       0.0000E+00       1.0147E-16       0.0000E+00
       3.6500E-01       0.0000E+00       1.0555E-16       0.0000E+00
       3.7500E-01       0.0000E+00       1.0974E-16       0.0000E+00
       3.8500E-01       0.0000E+00       1.1402E-16       0.0000E+00
       3.9500E-01       0.0000E+00       1.1839E-16       0.0000E+00
       4.0500E-01       0.0000E+00       1.2287E-16       0.0000E+00
       4.1500E-01       0.0000E+00       1.2743E-16       0.0000E+00
       4.2500E-01       0.0000E+00       1.3208E-16       0.0000E+00
       4.3500E-01       0.0000E+00       1.3682E-16       0.0000E+00
       4.4500E-01       0.0000E+00       1.4165E-16       0.0000E+00
       4.5500E-01       0.0000E+00       1.4655E-16       0.0000E+00
       4.6500E-01       0.0000E+00       1.5154E-16       0.0000E+00
       4.7500E-01       0.0000E+00       1.5660E-16       0.0000E+00
       4.8500E-01       0.0000E+00       1.6174E-16       0.0000E+00
       4.9500E-01       0.0000E+00       1.6695E-16       0.0000E+00
       5.0500E-01       0.0000E+00       1.7222E-16       0.0000E+00
       5.1500E-01       0.0000E+00       1.7756E-16       0.0000E+00
       5.2500E-01       0.0000E+00       1.8295E-16       0.0000E+00
       5.3500E-01       0.0000E+00       1.8840E-16       0.0000E+00
       5.4500E-01       0.0000E+00       1.9390E-16       0.0000E+00
       5.5500E-01       0.0000E+00       1.9944E-16       0.0000E+00
       5.6500E-01       0.0000E+00       2.0502E-16       0.0000E+00
       5.7500E-01       0.0000E+00       2.1064E-16       0.0000E+00
       5.8500E-01       0.0000E+00       2.1628E-16       0.0000E+00
       5.9500E-01       0.0000E+00       2.2195E-16       0.0000E+00
       6.0500E-01       0.0000E+00       2.2764E-16       0.0000E+00
       6.1500E-01       0.0000E+00       2.3335E-16       0.0000E+00
       6.2500E-01       0.0000E+00       2.3906E-16       0.0000E+00
