# Time          1.5000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -1.2626E+01      -2.0493E+00      -1.0033E+03
       1.5000E-02      -1.0978E+01      -4.8916E-01      -1.0033E+03
       2.5000E-02      -1.0129E+01       2.9518E-01      -1.0033E+03
       3.5000E-02      -9.6914E+00       6.6952E-01      -1.0033E+03
       4.5000E-02      -9.4685E+00       8.2554E-01      -1.0033E+03
       5.5000E-02      -9.3377E+00       8.8296E-01      -1.0033E+03
       6.5000E-02      -9.2391E+00       8.9983E-01      -1.0033E+03
       7.5000E-02      -9.1472E+00       9.0039E-01      -1.0033E+03
       8.5000E-02      -9.0515E+00       8.9401E-01      -1.0033E+03
       9.5000E-02      -8.9481E+00       8.8411E-01      -1.0033E+03
       1.0500E-01      -8.8357E+00       8.7210E-01      -1.0033E+03
       1.1500E-01      -8.7153E+00       8.5908E-01      -1.0032E+03
       1.2500E-01      -8.5895E+00       8.4649E-01      -1.0032E+03
       1.3500E-01      -8.4619E+00       8.3578E-01      -1.0032E+03
       1.4500E-01      -8.3365E+00       8.2772E-01      -1.0032E+03
       1.5500E-01      -8.2167E+00       8.2222E-01      -1.0032E+03
       1.6500E-01      -8.1046E+00       8.1866E-01      -1.0032E+03
       1.7500E-01      -8.0014E+00       8.1641E-01      -1.0032E+03
       1.8500E-01      -7.9074E+00       8.1498E-01      -1.0032E+03
       1.9500E-01      -7.8229E+00       8.1405E-01      -1.0032E+03
       2.0500E-01      -7.7478E+00       8.1343E-01      -1.0032E+03
       2.1500E-01      -7.6830E+00       8.1301E-01      -1.0032E+03
       2.2500E-01      -7.6294E+00       8.1270E-01      -1.0032E+03
       2.3500E-01      -7.5894E+00       8.1221E-01      -1.0032E+03
       2.4500E-01      -7.5751E+00       8.0024E-01      -1.0032E+03
       2.5500E-01      -8.1026E+00       9.7707E-02      -1.0032E+03
       2.6500E-01      -8.1696E+00       8.4959E-03      -1.0032E+03
       2.7500E-01      -8.1754E+00       7.0734E-04      -1.0032E+03
       2.8500E-01      -8.1759E+00       5.8666E-05      -1.0032E+03
       2.9500E-01      -8.1759E+00       4.8623E-06      -1.0032E+03
       3.0500E-01      -8.1758E+00       4.0109E-07      -1.0032E+03
       3.1500E-01      -8.1758E+00       3.1114E-08      -1.0032E+03
       3.2500E-01      -8.1758E+00       3.3315E-10      -1.0032E+03
       3.3500E-01      -8.1757E+00      -2.3262E-09      -1.0032E+03
       3.4500E-01      -8.1757E+00      -2.6534E-09      -1.0032E+03
       3.5500E-01      -8.1757E+00      -2.7858E-09      -1.0032E+03
       3.6500E-01      -8.1756E+00      -2.9001E-09      -1.0032E+03
       3.7500E-01      -8.1756E+00      -3.0105E-09      -1.0032E+03
       3.8500E-01      -8.1755E+00      -3.1179E-09      -1.0032E+03
       3.9500E-01      -8.1755E+00      -3.2221E-09      -1.0032E+03
