# Time          3.5000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer       
       5.0000E-03       1.0899E-05       1.6196E-05       1.2001E-04       1.8021E-04       2.0000E-05       1.1423E-06       8.0023E-04       8.9078E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.5000E-02       7.9631E-06       1.6799E-05       1.2003E-04       1.8057E-04       2.0000E-05       2.5029E-06       8.0061E-04       1.4874E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.5000E-02       5.9544E-06       1.7384E-05       1.2005E-04       1.8091E-04       2.0000E-05       3.5544E-06       8.0099E-04       1.7750E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.5000E-02       4.8320E-06       1.7922E-05       1.2008E-04       1.8123E-04       2.0000E-05       4.3105E-06       8.0137E-04       1.7672E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.5000E-02       4.2401E-06       1.8418E-05       1.2012E-04       1.8155E-04       2.0000E-05       4.8897E-06       8.0175E-04       1.5826E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.5000E-02       3.8467E-06       1.8891E-05       1.2017E-04       1.8185E-04       2.0000E-05       5.4026E-06       8.0213E-04       1.3319E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.5000E-02       3.4706E-06       1.9359E-05       1.2024E-04       1.8214E-04       2.0000E-05       5.9097E-06       8.0251E-04       1.0756E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.5000E-02       3.0315E-06       1.9837E-05       1.2031E-04       1.8242E-04       2.0000E-05       6.4377E-06       8.0289E-04       8.4034E-07       1.0343E-03       2.0000E-04       2.0000E-04
       8.5000E-02       2.4965E-06       2.0337E-05       1.2040E-04       1.8268E-04       2.0000E-05       6.9974E-06       8.0328E-04       6.3734E-07       1.0343E-03       2.0000E-04       2.0000E-04
       9.5000E-02       1.8536E-06       2.0874E-05       1.2050E-04       1.8294E-04       1.9999E-05       7.5927E-06       8.0366E-04       4.7062E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.0500E-01       1.1027E-06       2.1466E-05       1.2061E-04       1.8319E-04       1.9999E-05       8.2235E-06       8.0404E-04       3.4033E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.1500E-01       2.5298E-07       2.2128E-05       1.2073E-04       1.8342E-04       1.9999E-05       8.8867E-06       8.0442E-04       2.4369E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.2500E-01      -6.7916E-07       2.2874E-05       1.2085E-04       1.8365E-04       1.9999E-05       9.5763E-06       8.0479E-04       1.7550E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.3500E-01      -1.6728E-06       2.3704E-05       1.2098E-04       1.8388E-04       1.9999E-05       1.0285E-05       8.0517E-04       1.2921E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.4500E-01      -2.7068E-06       2.4611E-05       1.2111E-04       1.8410E-04       1.9999E-05       1.1005E-05       8.0555E-04       9.8434E-08       1.0343E-03       2.0000E-04       2.0000E-04
       1.5500E-01      -3.7629E-06       2.5578E-05       1.2124E-04       1.8432E-04       1.9999E-05       1.1730E-05       8.0592E-04       7.7960E-08       1.0343E-03       2.0000E-04       2.0000E-04
