# Time          1.5000E+01
# Units: Mol/m**3 Porous Medium/s
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -4.8969E-10      -6.6391E-11      -1.7485E-07
       1.5000E-02      -4.8969E-10      -4.5271E-11      -1.7485E-07
       2.5000E-02      -4.8969E-10       6.5201E-11      -1.7485E-07
       3.5000E-02      -4.8969E-10       2.4602E-10      -1.7485E-07
       4.5000E-02      -4.8969E-10       3.8135E-10      -1.7485E-07
       5.5000E-02      -4.8969E-10       4.4474E-10      -1.7485E-07
       6.5000E-02      -4.8969E-10       4.6500E-10      -1.7485E-07
       7.5000E-02      -4.8969E-10       4.6569E-10      -1.7485E-07
       8.5000E-02      -4.8969E-10       4.5792E-10      -1.7485E-07
       9.5000E-02      -4.8969E-10       4.4609E-10      -1.7485E-07
       1.0500E-01      -4.8969E-10       4.3209E-10      -1.7485E-07
       1.1500E-01      -4.8969E-10       4.1735E-10      -1.7485E-07
       1.2500E-01      -4.8969E-10       4.0351E-10      -1.7485E-07
       1.3500E-01      -4.8969E-10       3.9204E-10      -1.7485E-07
       1.4500E-01      -4.8969E-10       3.8361E-10      -1.7485E-07
       1.5500E-01      -4.8969E-10       3.7793E-10      -1.7485E-07
       1.6500E-01      -4.8969E-10       3.7431E-10      -1.7485E-07
       1.7500E-01      -4.8969E-10       3.7202E-10      -1.7485E-07
       1.8500E-01      -4.8969E-10       3.7058E-10      -1.7485E-07
       1.9500E-01      -4.8969E-10       3.6964E-10      -1.7485E-07
       2.0500E-01      -4.8969E-10       3.6902E-10      -1.7485E-07
       2.1500E-01      -4.8969E-10       3.6859E-10      -1.7485E-07
       2.2500E-01      -4.8969E-10       3.6829E-10      -1.7485E-07
       2.3500E-01      -4.8969E-10       3.6780E-10      -1.7485E-07
       2.4500E-01      -4.8969E-10       3.5597E-10      -1.7485E-07
       2.5500E-01       0.0000E+00       1.7016E-11       0.0000E+00
       2.6500E-01       0.0000E+00       1.3324E-12       0.0000E+00
       2.7500E-01       0.0000E+00       1.0994E-13       0.0000E+00
       2.8500E-01       0.0000E+00       9.1114E-15       0.0000E+00
