# Time          4.5000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.9389E+00      -4.9205E+00      -4.8083E+00      -3.9211E+00      -3.7443E+00      -4.6990E+00      -5.9436E+00      -3.0969E+00      -6.3408E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.2017E+00      -9.5995E+00      -6.4407E+00      -7.5070E+00      -1.0485E+01      -6.1911E+00      -1.8947E+01      -8.1212E+00      -7.2444E+00      -1.0927E+01      -9.2246E+00      -7.1202E+00      -1.3495E+01      -6.9040E+00      -1.2420E+01      -1.2976E+01      -9.0325E+00      -1.1519E+01      -1.2102E+01      -8.9691E+00      -1.2624E+01      -9.1540E+00      -1.4184E+01      -9.1715E+00
       1.5000E-02       5.0294E+00      -5.0109E+00      -4.7964E+00      -3.9210E+00      -3.7434E+00      -4.6990E+00      -5.6030E+00      -3.0967E+00      -6.1743E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.8545E+00      -9.0713E+00      -6.1838E+00      -7.5061E+00      -1.0484E+01      -6.0888E+00      -1.8426E+01      -7.6835E+00      -7.3349E+00      -1.0496E+01      -9.2246E+00      -7.1201E+00      -1.2966E+01      -6.9038E+00      -1.1988E+01      -1.2886E+01      -8.9420E+00      -1.1326E+01      -1.1908E+01      -8.8659E+00      -1.2431E+01      -9.0517E+00      -1.3991E+01      -9.0690E+00
       2.5000E-02       5.1009E+00      -5.0825E+00      -4.7853E+00      -3.9210E+00      -3.7426E+00      -4.6990E+00      -5.4505E+00      -3.0964E+00      -6.1483E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.6854E+00      -8.7591E+00      -6.0862E+00      -7.5053E+00      -1.0483E+01      -6.0061E+00      -1.8130E+01      -7.4428E+00      -7.4064E+00      -1.0272E+01      -9.2247E+00      -7.1201E+00      -1.2654E+01      -6.9036E+00      -1.1764E+01      -1.2814E+01      -8.8705E+00      -1.1172E+01      -1.1753E+01      -8.7825E+00      -1.2277E+01      -8.9690E+00      -1.3837E+01      -8.9862E+00
       3.5000E-02       5.1491E+00      -5.1307E+00      -4.7750E+00      -3.9209E+00      -3.7418E+00      -4.6990E+00      -5.3667E+00      -3.0962E+00      -6.1876E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6282E+00      -8.6055E+00      -6.0774E+00      -7.5045E+00      -1.0483E+01      -5.9475E+00      -1.7950E+01      -7.3375E+00      -7.4547E+00      -1.0140E+01      -9.2247E+00      -7.1200E+00      -1.2500E+01      -6.9034E+00      -1.1632E+01      -1.2765E+01      -8.8222E+00      -1.1065E+01      -1.1645E+01      -8.7231E+00      -1.2170E+01      -8.9103E+00      -1.3730E+01      -8.9274E+00
       4.5000E-02       5.1826E+00      -5.1642E+00      -4.7654E+00      -3.9208E+00      -3.7410E+00      -4.6990E+00      -5.3120E+00      -3.0960E+00      -6.2631E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6368E+00      -8.5471E+00      -6.1194E+00      -7.5038E+00      -1.0482E+01      -5.9044E+00      -1.7828E+01      -7.3126E+00      -7.4881E+00      -1.0052E+01      -9.2247E+00      -7.1199E+00      -1.2442E+01      -6.9032E+00      -1.1543E+01      -1.2732E+01      -8.7888E+00      -1.0988E+01      -1.1568E+01      -8.6792E+00      -1.2093E+01      -8.8671E+00      -1.3653E+01      -8.8841E+00
       5.5000E-02       5.2113E+00      -5.1929E+00      -4.7564E+00      -3.9206E+00      -3.7403E+00      -4.6990E+00      -5.2687E+00      -3.0958E+00      -6.3627E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6790E+00      -8.5320E+00      -6.1903E+00      -7.5030E+00      -1.0481E+01      -5.8668E+00      -1.7727E+01      -7.3261E+00      -7.5168E+00      -9.9799E+00      -9.2247E+00      -7.1197E+00      -1.2426E+01      -6.9030E+00      -1.1471E+01      -1.2703E+01      -8.7601E+00      -1.0922E+01      -1.1501E+01      -8.6408E+00      -1.2027E+01      -8.8293E+00      -1.3586E+01      -8.8462E+00
       6.5000E-02       5.2413E+00      -5.2229E+00      -4.7480E+00      -3.9204E+00      -3.7396E+00      -4.6990E+00      -5.2299E+00      -3.0956E+00      -6.4826E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.7389E+00      -8.5319E+00      -6.2802E+00      -7.5023E+00      -1.0480E+01      -5.8284E+00      -1.7629E+01      -7.3560E+00      -7.5468E+00      -9.9110E+00      -9.2247E+00      -7.1196E+00      -1.2426E+01      -6.9028E+00      -1.1402E+01      -1.2673E+01      -8.7301E+00      -1.0853E+01      -1.1432E+01      -8.6017E+00      -1.1958E+01      -8.7907E+00      -1.3518E+01      -8.8076E+00
       7.5000E-02       5.2759E+00      -5.2574E+00      -4.7402E+00      -3.9202E+00      -3.7389E+00      -4.6990E+00      -5.1929E+00      -3.0954E+00      -6.6227E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8099E+00      -8.5337E+00      -6.3857E+00      -7.5016E+00      -1.0480E+01      -5.7861E+00      -1.7522E+01      -7.3924E+00      -7.5814E+00      -9.8394E+00      -9.2247E+00      -7.1193E+00      -1.2428E+01      -6.9026E+00      -1.1330E+01      -1.2638E+01      -8.6955E+00      -1.0777E+01      -1.1354E+01      -8.5587E+00      -1.1881E+01      -8.7482E+00      -1.3441E+01      -8.7651E+00
       8.5000E-02       5.3167E+00      -5.2982E+00      -4.7330E+00      -3.9200E+00      -3.7382E+00      -4.6990E+00      -5.1568E+00      -3.0952E+00      -6.7841E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8897E+00      -8.5320E+00      -6.5064E+00      -7.5009E+00      -1.0479E+01      -5.7380E+00      -1.7405E+01      -7.4314E+00      -7.6222E+00      -9.7626E+00      -9.2247E+00      -7.1191E+00      -1.2426E+01      -6.9024E+00      -1.1253E+01      -1.2597E+01      -8.6547E+00      -1.0688E+01      -1.1265E+01      -8.5100E+00      -1.1792E+01      -8.6999E+00      -1.3352E+01      -8.7169E+00
       9.5000E-02       5.3646E+00      -5.3462E+00      -4.7263E+00      -3.9197E+00      -3.7376E+00      -4.6990E+00      -5.1215E+00      -3.0950E+00      -6.9681E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.9777E+00      -8.5240E+00      -6.6424E+00      -7.5003E+00      -1.0478E+01      -5.6834E+00      -1.7273E+01      -7.4715E+00      -7.6702E+00      -9.6793E+00      -9.2247E+00      -7.1188E+00      -1.2417E+01      -6.9022E+00      -1.1170E+01      -1.2549E+01      -8.6067E+00      -1.0585E+01      -1.1161E+01      -8.4547E+00      -1.1689E+01      -8.6449E+00      -1.3249E+01      -8.6620E+00
       1.0500E-01       5.4200E+00      -5.4016E+00      -4.7201E+00      -3.9193E+00      -3.7370E+00      -4.6990E+00      -5.0869E+00      -3.0948E+00      -7.1744E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.0734E+00      -8.5090E+00      -6.7933E+00      -7.4997E+00      -1.0478E+01      -5.6218E+00      -1.7128E+01      -7.5118E+00      -7.7255E+00      -9.5894E+00      -9.2247E+00      -7.1185E+00      -1.2402E+01      -6.9020E+00      -1.1080E+01      -1.2493E+01      -8.5514E+00      -1.0468E+01      -1.1044E+01      -8.3926E+00      -1.1572E+01      -8.5831E+00      -1.3132E+01      -8.6003E+00
       1.1500E-01       5.4819E+00      -5.4634E+00      -4.7145E+00      -3.9190E+00      -3.7364E+00      -4.6990E+00      -5.0534E+00      -3.0946E+00      -7.3999E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.1752E+00      -8.4870E+00      -6.9570E+00      -7.4991E+00      -1.0477E+01      -5.5543E+00      -1.6971E+01      -7.5517E+00      -7.7874E+00      -9.4939E+00      -9.2247E+00      -7.1181E+00      -1.2380E+01      -6.9018E+00      -1.0984E+01      -1.2431E+01      -8.4895E+00      -1.0339E+01      -1.0914E+01      -8.3244E+00      -1.1442E+01      -8.5152E+00      -1.3002E+01      -8.5325E+00
       1.2500E-01       5.5483E+00      -5.5299E+00      -4.7092E+00      -3.9186E+00      -3.7358E+00      -4.6990E+00      -5.0210E+00      -3.0944E+00      -7.6378E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2802E+00      -8.4591E+00      -7.1285E+00      -7.4986E+00      -1.0477E+01      -5.4826E+00      -1.6806E+01      -7.5903E+00      -7.8538E+00      -9.3951E+00      -9.2247E+00      -7.1178E+00      -1.2352E+01      -6.9016E+00      -1.0885E+01      -1.2364E+01      -8.4231E+00      -1.0201E+01      -1.0775E+01      -8.2522E+00      -1.1304E+01      -8.4431E+00      -1.2864E+01      -8.4606E+00
