# Time          5.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.9388E+00      -4.9204E+00      -4.8083E+00      -3.9211E+00      -3.7443E+00      -4.6990E+00      -5.9443E+00      -3.0969E+00      -6.3410E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.2022E+00      -9.6002E+00      -6.4410E+00      -7.5070E+00      -1.0485E+01      -6.1912E+00      -1.8948E+01      -8.1218E+00      -7.2443E+00      -1.0928E+01      -9.2246E+00      -7.1202E+00      -1.3495E+01      -6.9040E+00      -1.2420E+01      -1.2976E+01      -9.0326E+00      -1.1519E+01      -1.2102E+01      -8.9692E+00      -1.2624E+01      -9.1541E+00      -1.4184E+01      -9.1716E+00
       1.5000E-02       5.0291E+00      -5.0107E+00      -4.7964E+00      -3.9210E+00      -3.7434E+00      -4.6990E+00      -5.6037E+00      -3.0967E+00      -6.1744E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.8551E+00      -9.0725E+00      -6.1842E+00      -7.5061E+00      -1.0484E+01      -6.0890E+00      -1.8427E+01      -7.6844E+00      -7.3346E+00      -1.0497E+01      -9.2246E+00      -7.1201E+00      -1.2968E+01      -6.9038E+00      -1.1989E+01      -1.2886E+01      -8.9423E+00      -1.1326E+01      -1.1908E+01      -8.8662E+00      -1.2432E+01      -9.0519E+00      -1.3992E+01      -9.0693E+00
       2.5000E-02       5.1006E+00      -5.0821E+00      -4.7853E+00      -3.9210E+00      -3.7426E+00      -4.6990E+00      -5.4512E+00      -3.0964E+00      -6.1480E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -6.6858E+00      -8.7602E+00      -6.0863E+00      -7.5053E+00      -1.0483E+01      -6.0065E+00      -1.8131E+01      -7.4436E+00      -7.4061E+00      -1.0273E+01      -9.2247E+00      -7.1201E+00      -1.2655E+01      -6.9036E+00      -1.1765E+01      -1.2814E+01      -8.8708E+00      -1.1172E+01      -1.1754E+01      -8.7828E+00      -1.2278E+01      -8.9693E+00      -1.3838E+01      -8.9865E+00
       3.5000E-02       5.1488E+00      -5.1304E+00      -4.7750E+00      -3.9209E+00      -3.7418E+00      -4.6990E+00      -5.3673E+00      -3.0962E+00      -6.1870E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6284E+00      -8.6064E+00      -6.0771E+00      -7.5045E+00      -1.0483E+01      -5.9479E+00      -1.7951E+01      -7.3380E+00      -7.4543E+00      -1.0141E+01      -9.2247E+00      -7.1200E+00      -1.2501E+01      -6.9034E+00      -1.1633E+01      -1.2766E+01      -8.8226E+00      -1.1066E+01      -1.1646E+01      -8.7235E+00      -1.2171E+01      -8.9107E+00      -1.3731E+01      -8.9278E+00
       4.5000E-02       5.1822E+00      -5.1638E+00      -4.7654E+00      -3.9208E+00      -3.7410E+00      -4.6990E+00      -5.3126E+00      -3.0960E+00      -6.2621E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6366E+00      -8.5477E+00      -6.1188E+00      -7.5037E+00      -1.0482E+01      -5.9049E+00      -1.7829E+01      -7.3128E+00      -7.4877E+00      -1.0053E+01      -9.2247E+00      -7.1199E+00      -1.2442E+01      -6.9032E+00      -1.1544E+01      -1.2732E+01      -8.7892E+00      -1.0989E+01      -1.1569E+01      -8.6796E+00      -1.2094E+01      -8.8676E+00      -1.3654E+01      -8.8845E+00
       5.5000E-02       5.2108E+00      -5.1924E+00      -4.7564E+00      -3.9207E+00      -3.7403E+00      -4.6990E+00      -5.2694E+00      -3.0958E+00      -6.3612E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.6785E+00      -8.5325E+00      -6.1893E+00      -7.5030E+00      -1.0481E+01      -5.8673E+00      -1.7729E+01      -7.3261E+00      -7.5163E+00      -9.9810E+00      -9.2247E+00      -7.1198E+00      -1.2427E+01      -6.9030E+00      -1.1472E+01      -1.2703E+01      -8.7606E+00      -1.0923E+01      -1.1502E+01      -8.6413E+00      -1.2028E+01      -8.8299E+00      -1.3588E+01      -8.8467E+00
       6.5000E-02       5.2407E+00      -5.2222E+00      -4.7480E+00      -3.9205E+00      -3.7395E+00      -4.6990E+00      -5.2306E+00      -3.0956E+00      -6.4805E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.7381E+00      -8.5324E+00      -6.2788E+00      -7.5023E+00      -1.0480E+01      -5.8290E+00      -1.7631E+01      -7.3558E+00      -7.5462E+00      -9.9124E+00      -9.2247E+00      -7.1196E+00      -1.2426E+01      -6.9028E+00      -1.1404E+01      -1.2673E+01      -8.7307E+00      -1.0855E+01      -1.1433E+01      -8.6023E+00      -1.1960E+01      -8.7915E+00      -1.3519E+01      -8.8083E+00
       7.5000E-02       5.2750E+00      -5.2566E+00      -4.7402E+00      -3.9203E+00      -3.7388E+00      -4.6990E+00      -5.1936E+00      -3.0954E+00      -6.6199E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8088E+00      -8.5343E+00      -6.3838E+00      -7.5015E+00      -1.0480E+01      -5.7869E+00      -1.7525E+01      -7.3921E+00      -7.5805E+00      -9.8411E+00      -9.2247E+00      -7.1195E+00      -1.2428E+01      -6.9026E+00      -1.1332E+01      -1.2639E+01      -8.6964E+00      -1.0778E+01      -1.1356E+01      -8.5595E+00      -1.1883E+01      -8.7491E+00      -1.3443E+01      -8.7660E+00
       8.5000E-02       5.3155E+00      -5.2971E+00      -4.7330E+00      -3.9201E+00      -3.7381E+00      -4.6990E+00      -5.1576E+00      -3.0952E+00      -6.7804E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.8882E+00      -8.5327E+00      -6.5037E+00      -7.5009E+00      -1.0479E+01      -5.7391E+00      -1.7408E+01      -7.4311E+00      -7.6211E+00      -9.7645E+00      -9.2247E+00      -7.1192E+00      -1.2426E+01      -6.9024E+00      -1.1255E+01      -1.2598E+01      -8.6558E+00      -1.0690E+01      -1.1267E+01      -8.5111E+00      -1.1794E+01      -8.7011E+00      -1.3354E+01      -8.7180E+00
       9.5000E-02       5.3632E+00      -5.3448E+00      -4.7263E+00      -3.9198E+00      -3.7375E+00      -4.6990E+00      -5.1224E+00      -3.0950E+00      -6.9633E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -6.9758E+00      -8.5249E+00      -6.6390E+00      -7.5002E+00      -1.0478E+01      -5.6848E+00      -1.7277E+01      -7.4710E+00      -7.6687E+00      -9.6816E+00      -9.2247E+00      -7.1190E+00      -1.2418E+01      -6.9022E+00      -1.1172E+01      -1.2550E+01      -8.6082E+00      -1.0588E+01      -1.1164E+01      -8.4560E+00      -1.1692E+01      -8.6465E+00      -1.3252E+01      -8.6634E+00
       1.0500E-01       5.4182E+00      -5.3998E+00      -4.7201E+00      -3.9195E+00      -3.7369E+00      -4.6990E+00      -5.0879E+00      -3.0948E+00      -7.1685E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.0710E+00      -8.5102E+00      -6.7892E+00      -7.4996E+00      -1.0478E+01      -5.6236E+00      -1.7133E+01      -7.5112E+00      -7.7237E+00      -9.5921E+00      -9.2247E+00      -7.1187E+00      -1.2403E+01      -6.9020E+00      -1.1083E+01      -1.2495E+01      -8.5532E+00      -1.0472E+01      -1.1047E+01      -8.3942E+00      -1.1576E+01      -8.5850E+00      -1.3135E+01      -8.6020E+00
       1.1500E-01       5.4797E+00      -5.4613E+00      -4.7145E+00      -3.9192E+00      -3.7362E+00      -4.6990E+00      -5.0544E+00      -3.0946E+00      -7.3929E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.1724E+00      -8.4884E+00      -6.9521E+00      -7.4990E+00      -1.0477E+01      -5.5564E+00      -1.6976E+01      -7.5510E+00      -7.7853E+00      -9.4971E+00      -9.2247E+00      -7.1183E+00      -1.2381E+01      -6.9018E+00      -1.0987E+01      -1.2433E+01      -8.4916E+00      -1.0343E+01      -1.0918E+01      -8.3264E+00      -1.1447E+01      -8.5175E+00      -1.3006E+01      -8.5346E+00
       1.2500E-01       5.5459E+00      -5.5275E+00      -4.7092E+00      -3.9188E+00      -3.7357E+00      -4.6990E+00      -5.0221E+00      -3.0944E+00      -7.6299E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2771E+00      -8.4608E+00      -7.1229E+00      -7.4984E+00      -1.0477E+01      -5.4850E+00      -1.6812E+01      -7.5895E+00      -7.8514E+00      -9.3986E+00      -9.2247E+00      -7.1180E+00      -1.2354E+01      -6.9016E+00      -1.0889E+01      -1.2367E+01      -8.4255E+00      -1.0205E+01      -1.0780E+01      -8.2545E+00      -1.1309E+01      -8.4458E+00      -1.2869E+01      -8.4631E+00
       1.3500E-01       5.6139E+00      -5.5955E+00      -4.7045E+00      -3.9184E+00      -3.7351E+00      -4.6990E+00      -4.9912E+00      -3.0942E+00      -7.8702E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3814E+00      -8.4292E+00      -7.2953E+00      -7.4979E+00      -1.0476E+01      -5.4122E+00      -1.6645E+01      -7.6259E+00      -7.9194E+00      -9.2997E+00      -9.2247E+00      -7.1176E+00      -1.2322E+01      -6.9014E+00      -1.0789E+01      -1.2299E+01      -8.3575E+00      -1.0065E+01      -1.0639E+01      -8.1812E+00      -1.1168E+01      -8.3726E+00      -1.2728E+01      -8.3901E+00
       1.4500E-01       5.6809E+00      -5.6625E+00      -4.7002E+00      -3.9180E+00      -3.7345E+00      -4.6990E+00      -4.9618E+00      -3.0940E+00      -8.1047E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4820E+00      -8.3957E+00      -7.4628E+00      -7.4973E+00      -1.0475E+01      -5.3409E+00      -1.6481E+01      -7.6594E+00      -7.9865E+00      -9.2033E+00      -9.2247E+00      -7.1172E+00      -1.2288E+01      -6.9012E+00      -1.0693E+01      -1.2231E+01      -8.2904E+00      -9.9263E+00      -1.0500E+01      -8.1093E+00      -1.1029E+01      -8.3009E+00      -1.2589E+01      -8.3186E+00
       1.5500E-01       5.7447E+00      -5.7262E+00      -4.6963E+00      -3.9176E+00      -3.7340E+00      -4.6990E+00      -4.9342E+00      -3.0938E+00      -8.3266E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.5763E+00      -8.3625E+00      -7.6209E+00      -7.4968E+00      -1.0475E+01      -5.2733E+00      -1.6326E+01      -7.6901E+00      -8.0502E+00      -9.1119E+00      -9.2247E+00      -7.1168E+00      -1.2255E+01      -6.9010E+00      -1.0601E+01      -1.2168E+01      -8.2267E+00      -9.7949E+00      -1.0368E+01      -8.0411E+00      -1.0897E+01      -8.2329E+00      -1.2458E+01      -8.2507E+00
       1.6500E-01       5.8038E+00      -5.7854E+00      -4.6928E+00      -3.9172E+00      -3.7335E+00      -4.6990E+00      -4.9083E+00      -3.0936E+00      -8.5319E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.6634E+00      -8.3312E+00      -7.7671E+00      -7.4963E+00      -1.0475E+01      -5.2106E+00      -1.6182E+01      -7.7179E+00      -8.1094E+00      -9.0268E+00      -9.2247E+00      -7.1164E+00      -1.2223E+01      -6.9009E+00      -1.0516E+01      -1.2108E+01      -8.1675E+00      -9.6731E+00      -1.0246E+01      -7.9780E+00      -1.0775E+01      -8.1698E+00      -1.2336E+01      -8.1879E+00
       1.7500E-01       5.8578E+00      -5.8394E+00      -4.6898E+00      -3.9167E+00      -3.7330E+00      -4.6990E+00      -4.8841E+00      -3.0934E+00      -8.7192E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.7428E+00      -8.3027E+00      -7.9005E+00      -7.4959E+00      -1.0474E+01      -5.1536E+00      -1.6050E+01      -7.7434E+00      -8.1634E+00      -8.9486E+00      -9.2247E+00      -7.1160E+00      -1.2195E+01      -6.9007E+00      -1.0438E+01      -1.2054E+01      -8.1135E+00      -9.5620E+00      -1.0134E+01      -7.9205E+00      -1.0663E+01      -8.1123E+00      -1.2224E+01      -8.1307E+00
       1.8500E-01       5.9065E+00      -5.8880E+00      -4.6871E+00      -3.9163E+00      -3.7325E+00      -4.6990E+00      -4.8616E+00      -3.0932E+00      -8.8884E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.8147E+00      -8.2773E+00      -8.0210E+00      -7.4954E+00      -1.0474E+01      -5.1022E+00      -1.5930E+01      -7.7667E+00      -8.2120E+00      -8.8775E+00      -9.2248E+00      -7.1156E+00      -1.2169E+01      -6.9005E+00      -1.0366E+01      -1.2005E+01      -8.0649E+00      -9.4620E+00      -1.0034E+01      -7.8687E+00      -1.0563E+01      -8.0606E+00      -1.2124E+01      -8.0792E+00
       1.9500E-01       5.9499E+00      -5.9314E+00      -4.6848E+00      -3.9158E+00      -3.7321E+00      -4.6990E+00      -4.8410E+00      -3.0930E+00      -9.0397E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.8793E+00      -8.2551E+00      -8.1290E+00      -7.4950E+00      -1.0473E+01      -5.0566E+00      -1.5822E+01      -7.7878E+00      -8.2554E+00      -8.8135E+00      -9.2248E+00      -7.1152E+00      -1.2147E+01      -6.9003E+00      -1.0302E+01      -1.1962E+01      -8.0215E+00      -9.3729E+00      -9.9442E+00      -7.8226E+00      -1.0474E+01      -8.0145E+00      -1.2035E+01      -8.0334E+00
