# Time          1.0000E+00
# Units: Mol/m**3 Porous Medium/s
    Distance           An50Ab50AS       Kaolinite        CO2_pump     
       5.0000E-03      -4.9336E-10      -6.6383E-11      -1.7485E-07
       1.5000E-02      -4.9336E-10      -4.4834E-11      -1.7485E-07
       2.5000E-02      -4.9336E-10       6.7562E-11      -1.7485E-07
       3.5000E-02      -4.9336E-10       2.5018E-10      -1.7485E-07
       4.5000E-02      -4.9336E-10       3.8568E-10      -1.7485E-07
       5.5000E-02      -4.9336E-10       4.4860E-10      -1.7485E-07
       6.5000E-02      -4.9336E-10       4.6842E-10      -1.7485E-07
       7.5000E-02      -4.9336E-10       4.6878E-10      -1.7485E-07
       8.5000E-02      -4.9336E-10       4.6077E-10      -1.7485E-07
       9.5000E-02      -4.9336E-10       4.4877E-10      -1.7485E-07
       1.0500E-01      -4.9336E-10       4.3468E-10      -1.7485E-07
       1.1500E-01      -4.9336E-10       4.1996E-10      -1.7485E-07
       1.2500E-01      -4.9336E-10       4.0621E-10      -1.7485E-07
       1.3500E-01      -4.9336E-10       3.9487E-10      -1.7485E-07
       1.4500E-01      -4.9336E-10       3.8651E-10      -1.7485E-07
       1.5500E-01      -4.9336E-10       3.8087E-10      -1.7485E-07
       1.6500E-01      -4.9336E-10       3.7724E-10      -1.7485E-07
       1.7500E-01      -4.9336E-10       3.7494E-10      -1.7485E-07
       1.8500E-01      -4.9336E-10       3.7348E-10      -1.7485E-07
       1.9500E-01      -4.9336E-10       3.7252E-10      -1.7485E-07
       2.0500E-01      -4.9336E-10       3.7188E-10      -1.7485E-07
       2.1500E-01      -4.9336E-10       3.7145E-10      -1.7485E-07
       2.2500E-01      -4.9336E-10       3.7114E-10      -1.7485E-07
       2.3500E-01      -4.9336E-10       3.7061E-10      -1.7485E-07
       2.4500E-01      -4.9336E-10       3.5793E-10      -1.7485E-07
       2.5500E-01       0.0000E+00       1.8088E-11       0.0000E+00
       2.6500E-01       0.0000E+00       1.5107E-12       0.0000E+00
       2.7500E-01       0.0000E+00       1.3863E-13       0.0000E+00
       2.8500E-01       0.0000E+00       1.7907E-14       0.0000E+00
       2.9500E-01       0.0000E+00       8.3650E-15       0.0000E+00
       3.0500E-01       0.0000E+00       9.1215E-15       0.0000E+00
       3.1500E-01       0.0000E+00       1.1140E-14       0.0000E+00
       3.2500E-01       0.0000E+00       1.3655E-14       0.0000E+00
       3.3500E-01       0.0000E+00       1.6661E-14       0.0000E+00
       3.4500E-01       0.0000E+00       2.0240E-14       0.0000E+00
       3.5500E-01       0.0000E+00       2.4493E-14       0.0000E+00
       3.6500E-01       0.0000E+00       2.9543E-14       0.0000E+00
       3.7500E-01       0.0000E+00       3.5538E-14       0.0000E+00
       3.8500E-01       0.0000E+00       4.2652E-14       0.0000E+00
       3.9500E-01       0.0000E+00       5.1094E-14       0.0000E+00
       4.0500E-01       0.0000E+00       6.1113E-14       0.0000E+00
       4.1500E-01       0.0000E+00       7.3006E-14       0.0000E+00
       4.2500E-01       0.0000E+00       8.7125E-14       0.0000E+00
       4.3500E-01       0.0000E+00       1.0389E-13       0.0000E+00
       4.4500E-01       0.0000E+00       1.2378E-13       0.0000E+00
       4.5500E-01       0.0000E+00       1.4737E-13       0.0000E+00
       4.6500E-01       0.0000E+00       1.7532E-13       0.0000E+00
       4.7500E-01       0.0000E+00       2.0838E-13       0.0000E+00
       4.8500E-01       0.0000E+00       2.4740E-13       0.0000E+00
       4.9500E-01       0.0000E+00       2.9332E-13       0.0000E+00
       5.0500E-01       0.0000E+00       3.4713E-13       0.0000E+00
       5.1500E-01       0.0000E+00       4.0990E-13       0.0000E+00
       5.2500E-01       0.0000E+00       4.8268E-13       0.0000E+00
       5.3500E-01       0.0000E+00       5.6650E-13       0.0000E+00
       5.4500E-01       0.0000E+00       6.6224E-13       0.0000E+00
       5.5500E-01       0.0000E+00       7.7060E-13       0.0000E+00
       5.6500E-01       0.0000E+00       8.9201E-13       0.0000E+00
       5.7500E-01       0.0000E+00       1.0265E-12       0.0000E+00
       5.8500E-01       0.0000E+00       1.1737E-12       0.0000E+00
       5.9500E-01       0.0000E+00       1.3325E-12       0.0000E+00
       6.0500E-01       0.0000E+00       1.5017E-12       0.0000E+00
       6.1500E-01       0.0000E+00       1.6790E-12       0.0000E+00
       6.2500E-01       0.0000E+00       1.8619E-12       0.0000E+00
       6.3500E-01       0.0000E+00       2.0475E-12       0.0000E+00
       6.4500E-01       0.0000E+00       2.2324E-12       0.0000E+00
       6.5500E-01       0.0000E+00       2.4131E-12       0.0000E+00
       6.6500E-01       0.0000E+00       2.5861E-12       0.0000E+00
       6.7500E-01       0.0000E+00       2.7479E-12       0.0000E+00
       6.8500E-01       0.0000E+00       2.8954E-12       0.0000E+00
       6.9500E-01       0.0000E+00       3.0259E-12       0.0000E+00
       7.0500E-01       0.0000E+00       3.1369E-12       0.0000E+00
       7.1500E-01       0.0000E+00       3.2268E-12       0.0000E+00
       7.2500E-01       0.0000E+00       3.2943E-12       0.0000E+00
       7.3500E-01       0.0000E+00       3.3388E-12       0.0000E+00
       7.4500E-01       0.0000E+00       3.3603E-12       0.0000E+00
       7.5500E-01       0.0000E+00       3.3591E-12       0.0000E+00
       7.6500E-01       0.0000E+00       3.3363E-12       0.0000E+00
       7.7500E-01       0.0000E+00       3.2931E-12       0.0000E+00
       7.8500E-01       0.0000E+00       3.2310E-12       0.0000E+00
       7.9500E-01       0.0000E+00       3.1520E-12       0.0000E+00
       8.0500E-01       0.0000E+00       3.0581E-12       0.0000E+00
       8.1500E-01       0.0000E+00       2.9513E-12       0.0000E+00
       8.2500E-01       0.0000E+00       2.8339E-12       0.0000E+00
       8.3500E-01       0.0000E+00       2.7080E-12       0.0000E+00
       8.4500E-01       0.0000E+00       2.5757E-12       0.0000E+00
       8.5500E-01       0.0000E+00       2.4390E-12       0.0000E+00
       8.6500E-01       0.0000E+00       2.2998E-12       0.0000E+00
       8.7500E-01       0.0000E+00       2.1598E-12       0.0000E+00
       8.8500E-01       0.0000E+00       2.0204E-12       0.0000E+00
       8.9500E-01       0.0000E+00       1.8832E-12       0.0000E+00
       9.0500E-01       0.0000E+00       1.7491E-12       0.0000E+00
       9.1500E-01       0.0000E+00       1.6193E-12       0.0000E+00
       9.2500E-01       0.0000E+00       1.4945E-12       0.0000E+00
       9.3500E-01       0.0000E+00       1.3754E-12       0.0000E+00
       9.4500E-01       0.0000E+00       1.2624E-12       0.0000E+00
       9.5500E-01       0.0000E+00       1.1559E-12       0.0000E+00
       9.6500E-01       0.0000E+00       1.0560E-12       0.0000E+00
       9.7500E-01       0.0000E+00       9.6283E-13       0.0000E+00
       9.8500E-01       0.0000E+00       8.7639E-13       0.0000E+00
       9.9500E-01       0.0000E+00       7.9655E-13       0.0000E+00
       1.0050E+00       0.0000E+00       7.2314E-13       0.0000E+00
       1.0150E+00       0.0000E+00       6.5594E-13       0.0000E+00
       1.0250E+00       0.0000E+00       5.9466E-13       0.0000E+00
       1.0350E+00       0.0000E+00       5.3900E-13       0.0000E+00
       1.0450E+00       0.0000E+00       4.8864E-13       0.0000E+00
       1.0550E+00       0.0000E+00       4.4324E-13       0.0000E+00
       1.0650E+00       0.0000E+00       4.0244E-13       0.0000E+00
       1.0750E+00       0.0000E+00       3.6592E-13       0.0000E+00
       1.0850E+00       0.0000E+00       3.3332E-13       0.0000E+00
       1.0950E+00       0.0000E+00       3.0433E-13       0.0000E+00
       1.1050E+00       0.0000E+00       2.7862E-13       0.0000E+00
       1.1150E+00       0.0000E+00       2.5591E-13       0.0000E+00
       1.1250E+00       0.0000E+00       2.3590E-13       0.0000E+00
       1.1350E+00       0.0000E+00       2.1834E-13       0.0000E+00
       1.1450E+00       0.0000E+00       2.0297E-13       0.0000E+00
       1.1550E+00       0.0000E+00       1.8958E-13       0.0000E+00
       1.1650E+00       0.0000E+00       1.7795E-13       0.0000E+00
       1.1750E+00       0.0000E+00       1.6789E-13       0.0000E+00
       1.1850E+00       0.0000E+00       1.5923E-13       0.0000E+00
       1.1950E+00       0.0000E+00       1.5181E-13       0.0000E+00
       1.2050E+00       0.0000E+00       1.4548E-13       0.0000E+00
       1.2150E+00       0.0000E+00       1.4012E-13       0.0000E+00
       1.2250E+00       0.0000E+00       1.3561E-13       0.0000E+00
       1.2350E+00       0.0000E+00       1.3184E-13       0.0000E+00
       1.2450E+00       0.0000E+00       1.2873E-13       0.0000E+00
       1.2550E+00       0.0000E+00       1.2618E-13       0.0000E+00
       1.2650E+00       0.0000E+00       1.2414E-13       0.0000E+00
       1.2750E+00       0.0000E+00       1.2252E-13       0.0000E+00
       1.2850E+00       0.0000E+00       1.2128E-13       0.0000E+00
       1.2950E+00       0.0000E+00       1.2036E-13       0.0000E+00
       1.3050E+00       0.0000E+00       1.1972E-13       0.0000E+00
