# Time          1.0000E+00
# Units: Mol/kgw
    Distance           H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer       
       5.0000E-03       1.0873E-05       1.6198E-05       1.2078E-04       1.8164E-04       1.9694E-05       1.1543E-06       7.9616E-04       8.9552E-07       1.0343E-03       1.9998E-04       1.9997E-04
       1.5000E-02       7.9113E-06       1.6805E-05       1.2281E-04       1.8498E-04       1.9020E-05       2.5289E-06       7.8721E-04       1.4944E-06       1.0341E-03       1.9995E-04       1.9989E-04
       2.5000E-02       5.8978E-06       1.7393E-05       1.2539E-04       1.8890E-04       1.8264E-05       3.5868E-06       7.7605E-04       1.7775E-06       1.0338E-03       1.9989E-04       1.9979E-04
       3.5000E-02       4.7815E-06       1.7934E-05       1.2834E-04       1.9332E-04       1.7511E-05       4.3448E-06       7.6312E-04       1.7618E-06       1.0334E-03       1.9982E-04       1.9965E-04
       4.5000E-02       4.1927E-06       1.8433E-05       1.3151E-04       1.9807E-04       1.6831E-05       4.9260E-06       7.4898E-04       1.5707E-06       1.0330E-03       1.9974E-04       1.9947E-04
       5.5000E-02       3.7956E-06       1.8910E-05       1.3479E-04       2.0298E-04       1.6268E-05       5.4423E-06       7.3422E-04       1.3162E-06       1.0324E-03       1.9962E-04       1.9925E-04
       6.5000E-02       3.4104E-06       1.9383E-05       1.3806E-04       2.0787E-04       1.5840E-05       5.9533E-06       7.1938E-04       1.0583E-06       1.0317E-03       1.9948E-04       1.9897E-04
       7.5000E-02       2.9587E-06       1.9868E-05       1.4123E-04       2.1262E-04       1.5543E-05       6.4848E-06       7.0493E-04       8.2327E-07       1.0308E-03       1.9931E-04       1.9863E-04
       8.5000E-02       2.4092E-06       2.0377E-05       1.4422E-04       2.1711E-04       1.5361E-05       7.0471E-06       6.9124E-04       6.2183E-07       1.0298E-03       1.9911E-04       1.9822E-04
       9.5000E-02       1.7514E-06       2.0925E-05       1.4700E-04       2.2126E-04       1.5269E-05       7.6432E-06       6.7857E-04       4.5762E-07       1.0285E-03       1.9887E-04       1.9773E-04
       1.0500E-01       9.8712E-07       2.1530E-05       1.4952E-04       2.2504E-04       1.5244E-05       8.2722E-06       6.6709E-04       3.3036E-07       1.0270E-03       1.9858E-04       1.9716E-04
       1.1500E-01       1.2723E-07       2.2207E-05       1.5178E-04       2.2842E-04       1.5265E-05       8.9300E-06       6.5689E-04       2.3676E-07       1.0253E-03       1.9824E-04       1.9649E-04
       1.2500E-01      -8.0994E-07       2.2966E-05       1.5377E-04       2.3140E-04       1.5315E-05       9.6098E-06       6.4800E-04       1.7119E-07       1.0233E-03       1.9786E-04       1.9571E-04
       1.3500E-01      -1.8023E-06       2.3806E-05       1.5550E-04       2.3399E-04       1.5380E-05       1.0304E-05       6.4036E-04       1.2689E-07       1.0210E-03       1.9741E-04       1.9482E-04
       1.4500E-01      -2.8282E-06       2.4717E-05       1.5699E-04       2.3623E-04       1.5450E-05       1.1003E-05       6.3390E-04       9.7459E-08       1.0184E-03       1.9691E-04       1.9382E-04
       1.5500E-01      -3.8690E-06       2.5680E-05       1.5826E-04       2.3813E-04       1.5519E-05       1.1701E-05       6.2852E-04       7.7846E-08       1.0155E-03       1.9634E-04       1.9269E-04
       1.6500E-01      -4.9097E-06       2.6674E-05       1.5934E-04       2.3974E-04       1.5584E-05       1.2391E-05       6.2411E-04       6.4542E-08       1.0123E-03       1.9571E-04       1.9142E-04
       1.7500E-01      -5.9370E-06       2.7678E-05       1.6024E-04       2.4108E-04       1.5641E-05       1.3066E-05       6.2053E-04       5.5294E-08       1.0087E-03       1.9501E-04       1.9002E-04
       1.8500E-01      -6.9377E-06       2.8669E-05       1.6098E-04       2.4220E-04       1.5692E-05       1.3718E-05       6.1766E-04       4.8701E-08       1.0047E-03       1.9424E-04       1.8848E-04
       1.9500E-01      -7.8965E-06       2.9627E-05       1.6160E-04       2.4313E-04       1.5734E-05       1.4339E-05       6.1539E-04       4.3904E-08       1.0004E-03       1.9339E-04       1.8678E-04
       2.0500E-01      -8.7935E-06       3.0527E-05       1.6210E-04       2.4388E-04       1.5769E-05       1.4915E-05       6.1361E-04       4.0371E-08       9.9562E-04       1.9247E-04       1.8494E-04
       2.1500E-01      -9.6018E-06       3.1339E-05       1.6250E-04       2.4447E-04       1.5797E-05       1.5428E-05       6.1221E-04       3.7779E-08       9.9049E-04       1.9147E-04       1.8295E-04
       2.2500E-01      -1.0284E-05       3.2024E-05       1.6281E-04       2.4493E-04       1.5819E-05       1.5854E-05       6.1112E-04       3.5936E-08       9.8498E-04       1.9040E-04       1.8081E-04
       2.3500E-01      -1.0785E-05       3.2527E-05       1.6303E-04       2.4526E-04       1.5834E-05       1.6157E-05       6.1027E-04       3.4747E-08       9.7908E-04       1.8926E-04       1.7851E-04
       2.4500E-01      -1.1027E-05       3.2773E-05       1.6315E-04       2.4544E-04       1.5844E-05       1.6285E-05       6.0959E-04       3.3761E-08       9.7278E-04       1.8803E-04       1.7607E-04
       2.5500E-01      -1.0846E-05       3.2653E-05       1.6319E-04       2.4545E-04       1.5848E-05       1.6145E-05       6.0907E-04       1.5278E-08       9.6612E-04       1.8674E-04       1.7347E-04
       2.6500E-01      -1.0705E-05       3.2527E-05       1.6318E-04       2.4543E-04       1.5849E-05       1.6012E-05       6.0856E-04       1.3882E-08       9.5909E-04       1.8537E-04       1.7074E-04
       2.7500E-01      -1.0556E-05       3.2390E-05       1.6315E-04       2.4537E-04       1.5848E-05       1.5871E-05       6.0806E-04       1.3923E-08       9.5172E-04       1.8394E-04       1.6788E-04
       2.8500E-01      -1.0395E-05       3.2243E-05       1.6308E-04       2.4527E-04       1.5846E-05       1.5719E-05       6.0756E-04       1.4110E-08       9.4401E-04       1.8244E-04       1.6488E-04
       2.9500E-01      -1.0223E-05       3.2084E-05       1.6299E-04       2.4512E-04       1.5841E-05       1.5556E-05       6.0705E-04       1.4331E-08       9.3598E-04       1.8088E-04       1.6176E-04
       3.0500E-01      -1.0037E-05       3.1915E-05       1.6287E-04       2.4493E-04       1.5835E-05       1.5383E-05       6.0653E-04       1.4578E-08       9.2766E-04       1.7926E-04       1.5853E-04
       3.1500E-01      -9.8398E-06       3.1735E-05       1.6271E-04       2.4470E-04       1.5826E-05       1.5199E-05       6.0599E-04       1.4852E-08       9.1906E-04       1.7759E-04       1.5519E-04
       3.2500E-01      -9.6299E-06       3.1543E-05       1.6252E-04       2.4441E-04       1.5816E-05       1.5004E-05       6.0542E-04       1.5157E-08       9.1021E-04       1.7587E-04       1.5175E-04
