# Time          1.5000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer       
       5.0000E-03       1.2980E-05       1.6255E-05       1.1392E-04       1.8610E-04       2.0009E-05       2.4315E-07       7.9997E-04       4.1864E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.5000E-02       1.2868E-05       1.6970E-05       1.0038E-04       1.9968E-04       2.0021E-05       3.1446E-07       7.9989E-04       4.4946E-07       1.0343E-03       2.0000E-04       2.0000E-04
       2.5000E-02       1.2755E-05       1.7655E-05       8.5095E-05       2.1501E-04       2.0031E-05       3.8578E-07       7.9981E-04       4.8027E-07       1.0343E-03       2.0000E-04       2.0000E-04
       3.5000E-02       1.2642E-05       1.8311E-05       7.0008E-05       2.3015E-04       2.0039E-05       4.5709E-07       7.9973E-04       5.1108E-07       1.0343E-03       2.0000E-04       2.0000E-04
       4.5000E-02       1.2530E-05       1.8937E-05       5.6598E-05       2.4360E-04       2.0046E-05       5.2840E-07       7.9965E-04       5.4189E-07       1.0343E-03       2.0000E-04       2.0000E-04
       5.5000E-02       1.2417E-05       1.9534E-05       4.5625E-05       2.5462E-04       2.0052E-05       5.9971E-07       7.9958E-04       5.7270E-07       1.0343E-03       2.0000E-04       2.0000E-04
       6.5000E-02       1.2304E-05       2.0102E-05       3.7182E-05       2.6310E-04       2.0057E-05       6.7103E-07       7.9953E-04       6.0352E-07       1.0343E-03       2.0000E-04       2.0000E-04
       7.5000E-02       1.2191E-05       2.0640E-05       3.0932E-05       2.6938E-04       2.0058E-05       7.4235E-07       7.9948E-04       6.3434E-07       1.0343E-03       2.0000E-04       2.0000E-04
       8.5000E-02       1.2079E-05       2.1149E-05       2.6356E-05       2.7399E-04       2.0056E-05       8.1368E-07       7.9944E-04       6.6517E-07       1.0343E-03       2.0000E-04       2.0000E-04
       9.5000E-02       1.1966E-05       2.1629E-05       2.2947E-05       2.7743E-04       2.0050E-05       8.8503E-07       7.9940E-04       6.9602E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.0500E-01       1.1853E-05       2.2079E-05       2.0301E-05       2.8011E-04       2.0038E-05       9.5641E-07       7.9936E-04       7.2690E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.1500E-01       1.1740E-05       2.2500E-05       1.8141E-05       2.8231E-04       2.0020E-05       1.0278E-06       7.9931E-04       7.5783E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.2500E-01       1.1627E-05       2.2891E-05       1.6298E-05       2.8420E-04       1.9995E-05       1.0994E-06       7.9927E-04       7.8884E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.3500E-01       1.1513E-05       2.3253E-05       1.4676E-05       2.8588E-04       1.9961E-05       1.1710E-06       7.9921E-04       8.1999E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.4500E-01       1.1399E-05       2.3586E-05       1.3224E-05       2.8740E-04       1.9918E-05       1.2429E-06       7.9915E-04       8.5134E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.5500E-01       1.1283E-05       2.3889E-05       1.1915E-05       2.8878E-04       1.9864E-05       1.3150E-06       7.9908E-04       8.8302E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.6500E-01       1.1167E-05       2.4163E-05       1.0734E-05       2.9004E-04       1.9800E-05       1.3877E-06       7.9900E-04       9.1521E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.7500E-01       1.1047E-05       2.4407E-05       9.6654E-06       2.9120E-04       1.9725E-05       1.4612E-06       7.9890E-04       9.4820E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.8500E-01       1.0924E-05       2.4622E-05       8.7003E-06       2.9227E-04       1.9639E-05       1.5359E-06       7.9880E-04       9.8241E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.9500E-01       1.0796E-05       2.4808E-05       7.8291E-06       2.9326E-04       1.9542E-05       1.6126E-06       7.9869E-04       1.0185E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.0500E-01       1.0658E-05       2.4964E-05       7.0459E-06       2.9416E-04       1.9437E-05       1.6921E-06       7.9857E-04       1.0576E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.1500E-01       1.0507E-05       2.5093E-05       6.3504E-06       2.9499E-04       1.9326E-05       1.7762E-06       7.9844E-04       1.1012E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.2500E-01       1.0336E-05       2.5192E-05       5.7504E-06       2.9572E-04       1.9214E-05       1.8673E-06       7.9832E-04       1.1517E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.3500E-01       1.0131E-05       2.5264E-05       5.2637E-06       2.9633E-04       1.9108E-05       1.9691E-06       7.9819E-04       1.2130E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.4500E-01       9.8778E-06       2.5310E-05       4.9199E-06       2.9678E-04       1.9019E-05       2.0874E-06       7.9808E-04       1.2908E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.5500E-01       9.5481E-06       2.5332E-05       4.7629E-06       2.9702E-04       1.8962E-05       2.2311E-06       7.9801E-04       1.3940E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.6500E-01       9.2371E-06       2.5352E-05       4.6470E-06       2.9722E-04       1.8901E-05       2.3685E-06       7.9792E-04       1.4909E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.7500E-01       8.9474E-06       2.5372E-05       4.5782E-06       2.9737E-04       1.8837E-05       2.4988E-06       7.9784E-04       1.5807E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.8500E-01       8.6812E-06       2.5391E-05       4.5615E-06       2.9748E-04       1.8768E-05       2.6213E-06       7.9775E-04       1.6627E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.9500E-01       8.4401E-06       2.5408E-05       4.6011E-06       2.9754E-04       1.8696E-05       2.7354E-06       7.9765E-04       1.7363E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.0500E-01       8.2250E-06       2.5424E-05       4.6995E-06       2.9754E-04       1.8620E-05       2.8408E-06       7.9755E-04       1.8012E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.1500E-01       8.0361E-06       2.5438E-05       4.8577E-06       2.9748E-04       1.8540E-05       2.9375E-06       7.9745E-04       1.8574E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.2500E-01       7.8728E-06       2.5451E-05       5.0751E-06       2.9737E-04       1.8456E-05       3.0257E-06       7.9733E-04       1.9051E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.3500E-01       7.7337E-06       2.5462E-05       5.3496E-06       2.9721E-04       1.8367E-05       3.1058E-06       7.9722E-04       1.9447E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.4500E-01       7.6171E-06       2.5471E-05       5.6783E-06       2.9700E-04       1.8274E-05       3.1785E-06       7.9710E-04       1.9769E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.5500E-01       7.5210E-06       2.5479E-05       6.0574E-06       2.9674E-04       1.8177E-05       3.2443E-06       7.9697E-04       2.0022E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.6500E-01       7.4430E-06       2.5485E-05       6.4829E-06       2.9645E-04       1.8075E-05       3.3040E-06       7.9683E-04       2.0214E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.7500E-01       7.3809E-06       2.5490E-05       6.9507E-06       2.9611E-04       1.7968E-05       3.3585E-06       7.9669E-04       2.0354E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.8500E-01       7.3323E-06       2.5495E-05       7.4571E-06       2.9575E-04       1.7857E-05       3.4084E-06       7.9654E-04       2.0448E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.9500E-01       7.2954E-06       2.5498E-05       7.9986E-06       2.9535E-04       1.7741E-05       3.4544E-06       7.9639E-04       2.0503E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.0500E-01       7.2683E-06       2.5501E-05       8.5725E-06       2.9493E-04       1.7620E-05       3.4973E-06       7.9622E-04       2.0526E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.1500E-01       7.2492E-06       2.5502E-05       9.1762E-06       2.9448E-04       1.7495E-05       3.5374E-06       7.9605E-04       2.0523E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.2500E-01       7.2368E-06       2.5504E-05       9.8080E-06       2.9402E-04       1.7365E-05       3.5752E-06       7.9587E-04       2.0496E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.3500E-01       7.2299E-06       2.5505E-05       1.0466E-05       2.9353E-04       1.7230E-05       3.6113E-06       7.9568E-04       2.0452E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.4500E-01       7.2274E-06       2.5506E-05       1.1150E-05       2.9302E-04       1.7090E-05       3.6459E-06       7.9548E-04       2.0393E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.5500E-01       7.2286E-06       2.5506E-05       1.1858E-05       2.9250E-04       1.6945E-05       3.6792E-06       7.9528E-04       2.0321E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.6500E-01       7.2326E-06       2.5506E-05       1.2591E-05       2.9196E-04       1.6796E-05       3.7116E-06       7.9506E-04       2.0240E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.7500E-01       7.2389E-06       2.5506E-05       1.3347E-05       2.9141E-04       1.6642E-05       3.7433E-06       7.9483E-04       2.0152E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.8500E-01       7.2471E-06       2.5506E-05       1.4126E-05       2.9084E-04       1.6483E-05       3.7743E-06       7.9459E-04       2.0057E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.9500E-01       7.2567E-06       2.5505E-05       1.4928E-05       2.9025E-04       1.6320E-05       3.8049E-06       7.9435E-04       1.9958E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.0500E-01       7.2674E-06       2.5505E-05       1.5753E-05       2.8965E-04       1.6152E-05       3.8350E-06       7.9409E-04       1.9854E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.1500E-01       7.2790E-06       2.5505E-05       1.6600E-05       2.8903E-04       1.5979E-05       3.8649E-06       7.9381E-04       1.9748E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.2500E-01       7.2912E-06       2.5504E-05       1.7470E-05       2.8840E-04       1.5802E-05       3.8946E-06       7.9353E-04       1.9640E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.3500E-01       7.3039E-06       2.5504E-05       1.8361E-05       2.8776E-04       1.5621E-05       3.9241E-06       7.9324E-04       1.9530E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.4500E-01       7.3169E-06       2.5503E-05       1.9275E-05       2.8710E-04       1.5436E-05       3.9535E-06       7.9293E-04       1.9419E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.5500E-01       7.3302E-06       2.5502E-05       2.0210E-05       2.8643E-04       1.5247E-05       3.9829E-06       7.9261E-04       1.9307E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.6500E-01       7.3436E-06       2.5502E-05       2.1167E-05       2.8575E-04       1.5054E-05       4.0121E-06       7.9227E-04       1.9195E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.7500E-01       7.3571E-06       2.5501E-05       2.2144E-05       2.8505E-04       1.4857E-05       4.0414E-06       7.9192E-04       1.9083E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.8500E-01       7.3706E-06       2.5500E-05       2.3143E-05       2.8435E-04       1.4657E-05       4.0706E-06       7.9156E-04       1.8970E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.9500E-01       7.3841E-06       2.5500E-05       2.4161E-05       2.8363E-04       1.4454E-05       4.0999E-06       7.9118E-04       1.8858E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.0500E-01       7.3975E-06       2.5499E-05       2.5201E-05       2.8290E-04       1.4247E-05       4.1292E-06       7.9078E-04       1.8745E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.1500E-01       7.4109E-06       2.5499E-05       2.6259E-05       2.8216E-04       1.4037E-05       4.1585E-06       7.9037E-04       1.8634E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.2500E-01       7.4241E-06       2.5498E-05       2.7337E-05       2.8141E-04       1.3825E-05       4.1878E-06       7.8995E-04       1.8522E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.3500E-01       7.4372E-06       2.5497E-05       2.8435E-05       2.8066E-04       1.3610E-05       4.2172E-06       7.8950E-04       1.8411E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.4500E-01       7.4501E-06       2.5497E-05       2.9550E-05       2.7989E-04       1.3393E-05       4.2467E-06       7.8904E-04       1.8300E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.5500E-01       7.4628E-06       2.5496E-05       3.0684E-05       2.7911E-04       1.3174E-05       4.2762E-06       7.8857E-04       1.8190E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.6500E-01       7.4754E-06       2.5496E-05       3.1835E-05       2.7833E-04       1.2953E-05       4.3057E-06       7.8807E-04       1.8081E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.7500E-01       7.4878E-06       2.5495E-05       3.3003E-05       2.7754E-04       1.2730E-05       4.3353E-06       7.8755E-04       1.7972E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.8500E-01       7.5001E-06       2.5495E-05       3.4188E-05       2.7675E-04       1.2506E-05       4.3650E-06       7.8702E-04       1.7864E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.9500E-01       7.5121E-06       2.5494E-05       3.5389E-05       2.7594E-04       1.2281E-05       4.3947E-06       7.8647E-04       1.7756E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.0500E-01       7.5240E-06       2.5494E-05       3.6605E-05       2.7514E-04       1.2055E-05       4.4245E-06       7.8589E-04       1.7649E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.1500E-01       7.5356E-06       2.5493E-05       3.7835E-05       2.7433E-04       1.1829E-05       4.4544E-06       7.8530E-04       1.7543E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.2500E-01       7.5471E-06       2.5493E-05       3.9080E-05       2.7351E-04       1.1602E-05       4.4843E-06       7.8468E-04       1.7437E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.3500E-01       7.5584E-06       2.5492E-05       4.0339E-05       2.7270E-04       1.1376E-05       4.5143E-06       7.8404E-04       1.7332E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.4500E-01       7.5695E-06       2.5492E-05       4.1610E-05       2.7188E-04       1.1149E-05       4.5444E-06       7.8338E-04       1.7227E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.5500E-01       7.5804E-06       2.5492E-05       4.2894E-05       2.7106E-04       1.0923E-05       4.5745E-06       7.8270E-04       1.7123E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.6500E-01       7.5911E-06       2.5491E-05       4.4189E-05       2.7024E-04       1.0698E-05       4.6047E-06       7.8199E-04       1.7020E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.7500E-01       7.6016E-06       2.5491E-05       4.5495E-05       2.6942E-04       1.0474E-05       4.6349E-06       7.8126E-04       1.6918E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.8500E-01       7.6119E-06       2.5490E-05       4.6811E-05       2.6860E-04       1.0251E-05       4.6652E-06       7.8051E-04       1.6816E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.9500E-01       7.6221E-06       2.5490E-05       4.8137E-05       2.6779E-04       1.0029E-05       4.6956E-06       7.7973E-04       1.6715E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.0500E-01       7.6320E-06       2.5490E-05       4.9472E-05       2.6698E-04       9.8095E-06       4.7260E-06       7.7892E-04       1.6614E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.1500E-01       7.6417E-06       2.5489E-05       5.0815E-05       2.6617E-04       9.5915E-06       4.7565E-06       7.7809E-04       1.6514E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.2500E-01       7.6513E-06       2.5489E-05       5.2165E-05       2.6536E-04       9.3757E-06       4.7871E-06       7.7724E-04       1.6415E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.3500E-01       7.6607E-06       2.5489E-05       5.3523E-05       2.6456E-04       9.1622E-06       4.8177E-06       7.7635E-04       1.6316E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.4500E-01       7.6699E-06       2.5488E-05       5.4887E-05       2.6377E-04       8.9513E-06       4.8484E-06       7.7544E-04       1.6218E-06       1.0343E-03       2.0000E-04       2.0000E-04
