# Time          5.0000E+00
# Units: Bars
    Distance        CO2(g)          
       5.0000E-03       4.5537E-04
       1.5000E-02       4.6504E-04
       2.5000E-02       4.7386E-04
       3.5000E-02       4.8185E-04
       4.5000E-02       4.8899E-04
       5.5000E-02       4.9530E-04
       6.5000E-02       5.0076E-04
       7.5000E-02       5.0538E-04
       8.5000E-02       5.0917E-04
       9.5000E-02       5.1211E-04
       1.0500E-01       5.1421E-04
       1.1500E-01       5.1547E-04
       1.2500E-01       5.1589E-04
       1.3500E-01       5.1547E-04
       1.4500E-01       5.1419E-04
       1.5500E-01       5.1207E-04
       1.6500E-01       5.0910E-04
       1.7500E-01       5.0529E-04
       1.8500E-01       5.0064E-04
       1.9500E-01       4.9515E-04
       2.0500E-01       4.8881E-04
       2.1500E-01       4.8163E-04
       2.2500E-01       4.7361E-04
       2.3500E-01       4.6475E-04
       2.4500E-01       4.5505E-04
       2.5500E-01       4.4453E-04
       2.6500E-01       4.3401E-04
       2.7500E-01       4.2349E-04
       2.8500E-01       4.1298E-04
       2.9500E-01       4.0247E-04
       3.0500E-01       3.9196E-04
       3.1500E-01       3.8146E-04
       3.2500E-01       3.7097E-04
       3.3500E-01       3.6049E-04
       3.4500E-01       3.5002E-04
       3.5500E-01       3.3958E-04
       3.6500E-01       3.2917E-04
       3.7500E-01       3.1879E-04
       3.8500E-01       3.0846E-04
       3.9500E-01       2.9818E-04
       4.0500E-01       2.8797E-04
       4.1500E-01       2.7784E-04
       4.2500E-01       2.6780E-04
       4.3500E-01       2.5786E-04
       4.4500E-01       2.4802E-04
       4.5500E-01       2.3830E-04
       4.6500E-01       2.2870E-04
       4.7500E-01       2.1922E-04
       4.8500E-01       2.0986E-04
       4.9500E-01       2.0064E-04
       5.0500E-01       1.9155E-04
       5.1500E-01       1.8259E-04
       5.2500E-01       1.7377E-04
       5.3500E-01       1.6508E-04
       5.4500E-01       1.5652E-04
       5.5500E-01       1.4810E-04
       5.6500E-01       1.3982E-04
       5.7500E-01       1.3167E-04
       5.8500E-01       1.2367E-04
       5.9500E-01       1.1582E-04
       6.0500E-01       1.0811E-04
       6.1500E-01       1.0056E-04
       6.2500E-01       9.3175E-05
       6.3500E-01       8.5960E-05
       6.4500E-01       7.8926E-05
       6.5500E-01       7.2084E-05
       6.6500E-01       6.5447E-05
       6.7500E-01       5.9029E-05
       6.8500E-01       5.2846E-05
       6.9500E-01       4.6915E-05
       7.0500E-01       4.1257E-05
       7.1500E-01       3.5893E-05
       7.2500E-01       3.0843E-05
       7.3500E-01       2.6132E-05
       7.4500E-01       2.1783E-05
       7.5500E-01       1.7818E-05
       7.6500E-01       1.4258E-05
       7.7500E-01       1.1119E-05
       7.8500E-01       8.4128E-06
       7.9500E-01       6.1412E-06
       8.0500E-01       4.2972E-06
       8.1500E-01       2.8609E-06
       8.2500E-01       1.7989E-06
       8.3500E-01       1.0640E-06
       8.4500E-01       5.9606E-07
       8.5500E-01       3.2510E-07
       8.6500E-01       1.8089E-07
       8.7500E-01       1.0706E-07
       8.8500E-01       6.8524E-08
       8.9500E-01       4.7261E-08
       9.0500E-01       3.4724E-08
       9.1500E-01       2.6855E-08
       9.2500E-01       2.1644E-08
       9.3500E-01       1.8036E-08
       9.4500E-01       1.5445E-08
       9.5500E-01       1.3528E-08
       9.6500E-01       1.2073E-08
       9.7500E-01       1.0947E-08
       9.8500E-01       1.0060E-08
       9.9500E-01       9.3524E-09
       1.0050E+00       8.7812E-09
       1.0150E+00       8.3158E-09
       1.0250E+00       7.9339E-09
       1.0350E+00       7.6188E-09
       1.0450E+00       7.3578E-09
       1.0550E+00       7.1409E-09
       1.0650E+00       6.9607E-09
       1.0750E+00       6.8109E-09
       1.0850E+00       6.6866E-09
       1.0950E+00       6.5840E-09
       1.1050E+00       6.4997E-09
       1.1150E+00       6.4310E-09
       1.1250E+00       6.3758E-09
       1.1350E+00       6.3322E-09
       1.1450E+00       6.2985E-09
       1.1550E+00       6.2735E-09
       1.1650E+00       6.2560E-09
       1.1750E+00       6.2450E-09
