# Time          5.0000E+00
# Units: Bars
    Distance        CO2(g)          
       1.1850E+00       6.2398E-09
       1.1950E+00       6.2394E-09
       1.2050E+00       6.2435E-09
       1.2150E+00       6.2513E-09
       1.2250E+00       6.2624E-09
       1.2350E+00       6.2764E-09
       1.2450E+00       6.2930E-09
       1.2550E+00       6.3118E-09
       1.2650E+00       6.3326E-09
       1.2750E+00       6.3551E-09
       1.2850E+00       6.3792E-09
       1.2950E+00       6.4045E-09
       1.3050E+00       6.4311E-09
       1.3150E+00       6.4587E-09
       1.3250E+00       6.4872E-09
       1.3350E+00       6.5165E-09
       1.3450E+00       6.5466E-09
       1.3550E+00       6.5773E-09
       1.3650E+00       6.6085E-09
       1.3750E+00       6.6404E-09
       1.3850E+00       6.6726E-09
       1.3950E+00       6.7053E-09
       1.4050E+00       6.7384E-09
       1.4150E+00       6.7718E-09
       1.4250E+00       6.8056E-09
       1.4350E+00       6.8397E-09
       1.4450E+00       6.8741E-09
       1.4550E+00       6.9087E-09
       1.4650E+00       6.9436E-09
       1.4750E+00       6.9788E-09
       1.4850E+00       7.0142E-09
       1.4950E+00       7.0498E-09
       1.5050E+00       7.0857E-09
       1.5150E+00       7.1218E-09
       1.5250E+00       7.1582E-09
       1.5350E+00       7.1948E-09
       1.5450E+00       7.2316E-09
       1.5550E+00       7.2686E-09
       1.5650E+00       7.3059E-09
       1.5750E+00       7.3435E-09
       1.5850E+00       7.3813E-09
       1.5950E+00       7.4193E-09
       1.6050E+00       7.4576E-09
       1.6150E+00       7.4962E-09
       1.6250E+00       7.5351E-09
       1.6350E+00       7.5743E-09
       1.6450E+00       7.6137E-09
       1.6550E+00       7.6535E-09
       1.6650E+00       7.6936E-09
       1.6750E+00       7.7340E-09
       1.6850E+00       7.7747E-09
       1.6950E+00       7.8158E-09
       1.7050E+00       7.8572E-09
       1.7150E+00       7.8990E-09
       1.7250E+00       7.9412E-09
       1.7350E+00       7.9837E-09
       1.7450E+00       8.0267E-09
       1.7550E+00       8.0700E-09
       1.7650E+00       8.1138E-09
       1.7750E+00       8.1580E-09
       1.7850E+00       8.2026E-09
       1.7950E+00       8.2477E-09
       1.8050E+00       8.2933E-09
       1.8150E+00       8.3393E-09
       1.8250E+00       8.3858E-09
       1.8350E+00       8.4328E-09
       1.8450E+00       8.4804E-09
       1.8550E+00       8.5284E-09
       1.8650E+00       8.5770E-09
       1.8750E+00       8.6261E-09
       1.8850E+00       8.6758E-09
       1.8950E+00       8.7261E-09
       1.9050E+00       8.7769E-09
       1.9150E+00       8.8283E-09
       1.9250E+00       8.8803E-09
       1.9350E+00       8.9330E-09
       1.9450E+00       8.9862E-09
       1.9550E+00       9.0401E-09
       1.9650E+00       9.0946E-09
       1.9750E+00       9.1498E-09
       1.9850E+00       9.2056E-09
       1.9950E+00       9.2621E-09
       2.0050E+00       9.3193E-09
       2.0150E+00       9.3772E-09
       2.0250E+00       9.4358E-09
       2.0350E+00       9.4950E-09
       2.0450E+00       9.5550E-09
       2.0550E+00       9.6157E-09
       2.0650E+00       9.6771E-09
       2.0750E+00       9.7393E-09
       2.0850E+00       9.8022E-09
       2.0950E+00       9.8658E-09
       2.1050E+00       9.9301E-09
       2.1150E+00       9.9952E-09
       2.1250E+00       1.0061E-08
       2.1350E+00       1.0128E-08
       2.1450E+00       1.0195E-08
       2.1550E+00       1.0263E-08
       2.1650E+00       1.0332E-08
       2.1750E+00       1.0402E-08
       2.1850E+00       1.0472E-08
       2.1950E+00       1.0543E-08
       2.2050E+00       1.0615E-08
       2.2150E+00       1.0687E-08
       2.2250E+00       1.0761E-08
       2.2350E+00       1.0835E-08
       2.2450E+00       1.0910E-08
       2.2550E+00       1.0985E-08
       2.2650E+00       1.1061E-08
       2.2750E+00       1.1138E-08
       2.2850E+00       1.1215E-08
       2.2950E+00       1.1294E-08
       2.3050E+00       1.1372E-08
       2.3150E+00       1.1452E-08
       2.3250E+00       1.1532E-08
       2.3350E+00       1.1613E-08
       2.3450E+00       1.1694E-08
       2.3550E+00       1.1776E-08
       2.3650E+00       1.1858E-08
       2.3750E+00       1.1941E-08
       2.3850E+00       1.2025E-08
       2.3950E+00       1.2109E-08
       2.4050E+00       1.2193E-08
       2.4150E+00       1.2278E-08
       2.4250E+00       1.2364E-08
       2.4350E+00       1.2450E-08
       2.4450E+00       1.2536E-08
       2.4550E+00       1.2623E-08
       2.4650E+00       1.2710E-08
       2.4750E+00       1.2797E-08
       2.4850E+00       1.2885E-08
       2.4950E+00       1.2973E-08
       2.5050E+00       1.3061E-08
       2.5150E+00       1.3150E-08
       2.5250E+00       1.3239E-08
       2.5350E+00       1.3328E-08
       2.5450E+00       1.3418E-08
       2.5550E+00       1.3507E-08
       2.5650E+00       1.3597E-08
       2.5750E+00       1.3687E-08
       2.5850E+00       1.3778E-08
       2.5950E+00       1.3868E-08
       2.6050E+00       1.3959E-08
       2.6150E+00       1.4050E-08
       2.6250E+00       1.4141E-08
       2.6350E+00       1.4232E-08
       2.6450E+00       1.4323E-08
       2.6550E+00       1.4415E-08
       2.6650E+00       1.4506E-08
       2.6750E+00       1.4598E-08
       2.6850E+00       1.4690E-08
       2.6950E+00       1.4783E-08
       2.7050E+00       1.4875E-08
       2.7150E+00       1.4968E-08
       2.7250E+00       1.5062E-08
       2.7350E+00       1.5155E-08
       2.7450E+00       1.5249E-08
       2.7550E+00       1.5343E-08
       2.7650E+00       1.5438E-08
       2.7750E+00       1.5533E-08
       2.7850E+00       1.5629E-08
       2.7950E+00       1.5726E-08
       2.8050E+00       1.5823E-08
       2.8150E+00       1.5920E-08
       2.8250E+00       1.6019E-08
       2.8350E+00       1.6118E-08
       2.8450E+00       1.6218E-08
       2.8550E+00       1.6319E-08
       2.8650E+00       1.6421E-08
       2.8750E+00       1.6524E-08
       2.8850E+00       1.6628E-08
       2.8950E+00       1.6733E-08
       2.9050E+00       1.6839E-08
       2.9150E+00       1.6945E-08
       2.9250E+00       1.7052E-08
       2.9350E+00       1.7158E-08
       2.9450E+00       1.7262E-08
       2.9550E+00       1.7364E-08
       2.9650E+00       1.7459E-08
       2.9750E+00       1.7544E-08
       2.9850E+00       1.7612E-08
       2.9950E+00       1.7654E-08
