# Time          1.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Larnite          Kaolinite        K-Feldspar       Quartz           CO2_pump     
       5.0000E-03      -3.3149E+01      -4.3417E+00      -1.1543E+01      -2.6083E+00      -1.0033E+03
       1.5000E-02      -3.2944E+01      -4.0459E+00      -1.1170E+01      -2.4966E+00      -1.0033E+03
       2.5000E-02      -3.2769E+01      -3.8000E+00      -1.0868E+01      -2.4079E+00      -1.0033E+03
       3.5000E-02      -3.2625E+01      -3.5877E+00      -1.0613E+01      -2.3342E+00      -1.0033E+03
       4.5000E-02      -3.2510E+01      -3.3998E+00      -1.0391E+01      -2.2712E+00      -1.0033E+03
       5.5000E-02      -3.2418E+01      -3.2306E+00      -1.0196E+01      -2.2163E+00      -1.0033E+03
       6.5000E-02      -3.2341E+01      -3.0761E+00      -1.0020E+01      -2.1675E+00      -1.0032E+03
       7.5000E-02      -3.2275E+01      -2.9335E+00      -9.8610E+00      -2.1236E+00      -1.0032E+03
       8.5000E-02      -3.2216E+01      -2.8009E+00      -9.7153E+00      -2.0837E+00      -1.0032E+03
       9.5000E-02      -3.2162E+01      -2.6767E+00      -9.5811E+00      -2.0472E+00      -1.0032E+03
       1.0500E-01      -3.2112E+01      -2.5596E+00      -9.4568E+00      -2.0135E+00      -1.0032E+03
       1.1500E-01      -3.2064E+01      -2.4486E+00      -9.3411E+00      -1.9823E+00      -1.0032E+03
       1.2500E-01      -3.2018E+01      -2.3429E+00      -9.2330E+00      -1.9531E+00      -1.0032E+03
       1.3500E-01      -3.1975E+01      -2.2418E+00      -9.1317E+00      -1.9256E+00      -1.0032E+03
       1.4500E-01      -3.1933E+01      -2.1447E+00      -9.0365E+00      -1.8998E+00      -1.0032E+03
       1.5500E-01      -3.1892E+01      -2.0507E+00      -8.9466E+00      -1.8753E+00      -1.0032E+03
       1.6500E-01      -3.1852E+01      -1.9594E+00      -8.8613E+00      -1.8519E+00      -1.0032E+03
       1.7500E-01      -3.1813E+01      -1.8698E+00      -8.7798E+00      -1.8295E+00      -1.0032E+03
       1.8500E-01      -3.1774E+01      -1.7810E+00      -8.7012E+00      -1.8078E+00      -1.0032E+03
       1.9500E-01      -3.1735E+01      -1.6918E+00      -8.6243E+00      -1.7867E+00      -1.0032E+03
       2.0500E-01      -3.1695E+01      -1.6005E+00      -8.5472E+00      -1.7658E+00      -1.0032E+03
       2.1500E-01      -3.1653E+01      -1.5045E+00      -8.4678E+00      -1.7447E+00      -1.0032E+03
       2.2500E-01      -3.1609E+01      -1.4005E+00      -8.3825E+00      -1.7230E+00      -1.0032E+03
       2.3500E-01      -3.1560E+01      -1.2835E+00      -8.2863E+00      -1.7000E+00      -1.0032E+03
       2.4500E-01      -3.1504E+01      -1.1464E+00      -8.1722E+00      -1.6746E+00      -1.0032E+03
       2.5500E-01      -3.1438E+01      -9.7942E-01      -8.0301E+00      -1.6457E+00      -1.0032E+03
       2.6500E-01      -3.1376E+01      -8.2895E-01      -7.9028E+00      -1.6198E+00      -1.0032E+03
       2.7500E-01      -3.1320E+01      -6.9401E-01      -7.7895E+00      -1.5965E+00      -1.0032E+03
       2.8500E-01      -3.1268E+01      -5.7382E-01      -7.6894E+00      -1.5758E+00      -1.0032E+03
       2.9500E-01      -3.1221E+01      -4.6761E-01      -7.6017E+00      -1.5573E+00      -1.0032E+03
       3.0500E-01      -3.1179E+01      -3.7459E-01      -7.5258E+00      -1.5409E+00      -1.0032E+03
       3.1500E-01      -3.1142E+01      -2.9386E-01      -7.4608E+00      -1.5264E+00      -1.0032E+03
       3.2500E-01      -3.1110E+01      -2.2446E-01      -7.4059E+00      -1.5135E+00      -1.0032E+03
       3.3500E-01      -3.1081E+01      -1.6531E-01      -7.3599E+00      -1.5022E+00      -1.0032E+03
       3.4500E-01      -3.1057E+01      -1.1532E-01      -7.3221E+00      -1.4922E+00      -1.0032E+03
