# Time          5.0000E+00
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Larnite          Kaolinite        K-Feldspar       Quartz           CO2_pump     
       5.0000E-03      -3.3091E+01      -4.3131E+00      -1.1505E+01      -2.5957E+00      -1.0033E+03
       1.5000E-02      -3.2810E+01      -3.9680E+00      -1.1069E+01      -2.4635E+00      -1.0033E+03
       2.5000E-02      -3.2594E+01      -3.6690E+00      -1.0702E+01      -2.3542E+00      -1.0033E+03
       3.5000E-02      -3.2421E+01      -3.3950E+00      -1.0376E+01      -2.2582E+00      -1.0033E+03
       4.5000E-02      -3.2265E+01      -3.1327E+00      -1.0072E+01      -2.1701E+00      -1.0033E+03
       5.5000E-02      -3.2110E+01      -2.8722E+00      -9.7786E+00      -2.0865E+00      -1.0033E+03
       6.5000E-02      -3.1942E+01      -2.6048E+00      -9.4848E+00      -2.0049E+00      -1.0033E+03
       7.5000E-02      -3.1752E+01      -2.3218E+00      -9.1821E+00      -1.9238E+00      -1.0033E+03
       8.5000E-02      -3.1529E+01      -2.0133E+00      -8.8612E+00      -1.8421E+00      -1.0033E+03
       9.5000E-02      -3.1257E+01      -1.6668E+00      -8.5108E+00      -1.7589E+00      -1.0033E+03
       1.0500E-01      -3.0914E+01      -1.2653E+00      -8.1161E+00      -1.6740E+00      -1.0033E+03
       1.1500E-01      -3.0462E+01      -7.8464E-01      -7.6551E+00      -1.5871E+00      -1.0033E+03
       1.2500E-01      -2.9835E+01      -1.9638E-01      -7.0970E+00      -1.4983E+00      -1.0033E+03
       1.3500E-01      -2.8940E+01       4.8988E-01      -6.4225E+00      -1.4074E+00      -1.0033E+03
       1.4500E-01      -2.7761E+01       1.0637E+00      -5.7319E+00      -1.3139E+00      -1.0033E+03
       1.5500E-01      -2.6546E+01       1.2259E+00      -5.2320E+00      -1.2156E+00      -1.0033E+03
       1.6500E-01      -2.5491E+01       1.0980E+00      -4.9117E+00      -1.1129E+00      -1.0033E+03
       1.7500E-01      -2.4589E+01       9.0287E-01      -4.6620E+00      -1.0090E+00      -1.0033E+03
       1.8500E-01      -2.3791E+01       7.3808E-01      -4.4244E+00      -9.0558E-01      -1.0033E+03
       1.9500E-01      -2.3064E+01       6.2472E-01      -4.1806E+00      -8.0359E-01      -1.0033E+03
       2.0500E-01      -2.2386E+01       5.5450E-01      -3.9290E+00      -7.0336E-01      -1.0033E+03
       2.1500E-01      -2.1745E+01       5.1209E-01      -3.6735E+00      -6.0506E-01      -1.0033E+03
       2.2500E-01      -2.1132E+01       4.8247E-01      -3.4183E+00      -5.0878E-01      -1.0033E+03
       2.3500E-01      -2.0542E+01       4.4799E-01      -3.1693E+00      -4.1460E-01      -1.0033E+03
       2.4500E-01      -1.9973E+01       3.7245E-01      -2.9409E+00      -3.2257E-01      -1.0033E+03
       2.5500E-01      -1.9421E+01       1.3432E-01      -2.7885E+00      -2.3277E-01      -1.0034E+03
       2.6500E-01      -1.8885E+01       8.6206E-02      -2.5483E+00      -1.4519E-01      -1.0034E+03
       2.7500E-01      -1.8362E+01       7.7192E-02      -2.2952E+00      -5.9892E-02      -1.0034E+03
       2.8500E-01      -1.7852E+01       7.5229E-02      -2.0447E+00       2.3097E-02      -1.0034E+03
