# Time          2.5000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Larnite          Kaolinite        K-Feldspar       Quartz           CO2_pump     
       5.0000E-03      -3.3177E+01      -4.3417E+00      -1.1543E+01      -2.6083E+00      -1.0033E+03
       1.5000E-02      -3.3020E+01      -4.0460E+00      -1.1169E+01      -2.4966E+00      -1.0033E+03
       2.5000E-02      -3.2879E+01      -3.8001E+00      -1.0866E+01      -2.4079E+00      -1.0033E+03
       3.5000E-02      -3.2751E+01      -3.5879E+00      -1.0610E+01      -2.3342E+00      -1.0033E+03
       4.5000E-02      -3.2633E+01      -3.4000E+00      -1.0388E+01      -2.2712E+00      -1.0033E+03
       5.5000E-02      -3.2527E+01      -3.2308E+00      -1.0191E+01      -2.2163E+00      -1.0033E+03
       6.5000E-02      -3.2433E+01      -3.0764E+00      -1.0013E+01      -2.1675E+00      -1.0032E+03
       7.5000E-02      -3.2348E+01      -2.9339E+00      -9.8515E+00      -2.1236E+00      -1.0032E+03
       8.5000E-02      -3.2274E+01      -2.8013E+00      -9.7028E+00      -2.0837E+00      -1.0032E+03
       9.5000E-02      -3.2207E+01      -2.6771E+00      -9.5650E+00      -2.0472E+00      -1.0032E+03
       1.0500E-01      -3.2148E+01      -2.5600E+00      -9.4362E+00      -2.0135E+00      -1.0032E+03
       1.1500E-01      -3.2094E+01      -2.4491E+00      -9.3154E+00      -1.9823E+00      -1.0032E+03
       1.2500E-01      -3.2045E+01      -2.3435E+00      -9.2012E+00      -1.9531E+00      -1.0032E+03
       1.3500E-01      -3.1999E+01      -2.2424E+00      -9.0929E+00      -1.9256E+00      -1.0032E+03
       1.4500E-01      -3.1957E+01      -2.1452E+00      -8.9896E+00      -1.8998E+00      -1.0032E+03
       1.5500E-01      -3.1916E+01      -2.0513E+00      -8.8906E+00      -1.8753E+00      -1.0032E+03
       1.6500E-01      -3.1877E+01      -1.9600E+00      -8.7950E+00      -1.8519E+00      -1.0032E+03
       1.7500E-01      -3.1839E+01      -1.8704E+00      -8.7022E+00      -1.8295E+00      -1.0032E+03
       1.8500E-01      -3.1802E+01      -1.7817E+00      -8.6112E+00      -1.8078E+00      -1.0032E+03
