# Time          1.0000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer       
       5.0000E-03       1.2980E-05       1.6251E-05       1.1081E-04       1.8923E-04       1.9999E-05       2.4315E-07       7.9994E-04       4.1864E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.5000E-02       1.2868E-05       1.6956E-05       9.1419E-05       2.0871E-04       1.9990E-05       3.1446E-07       7.9979E-04       4.4946E-07       1.0343E-03       2.0000E-04       2.0000E-04
       2.5000E-02       1.2755E-05       1.7632E-05       7.1944E-05       2.2828E-04       1.9971E-05       3.8578E-07       7.9963E-04       4.8027E-07       1.0343E-03       2.0000E-04       2.0000E-04
       3.5000E-02       1.2642E-05       1.8279E-05       5.5471E-05       2.4486E-04       1.9942E-05       4.5709E-07       7.9946E-04       5.1108E-07       1.0343E-03       2.0000E-04       2.0000E-04
       4.5000E-02       1.2530E-05       1.8896E-05       4.3172E-05       2.5728E-04       1.9901E-05       5.2840E-07       7.9929E-04       5.4189E-07       1.0343E-03       2.0000E-04       2.0000E-04
       5.5000E-02       1.2417E-05       1.9484E-05       3.4713E-05       2.6587E-04       1.9845E-05       5.9971E-07       7.9910E-04       5.7270E-07       1.0343E-03       2.0000E-04       2.0000E-04
       6.5000E-02       1.2304E-05       2.0043E-05       2.9084E-05       2.7165E-04       1.9771E-05       6.7103E-07       7.9889E-04       6.0352E-07       1.0343E-03       2.0000E-04       2.0000E-04
       7.5000E-02       1.2191E-05       2.0572E-05       2.5244E-05       2.7568E-04       1.9675E-05       7.4235E-07       7.9864E-04       6.3434E-07       1.0343E-03       2.0000E-04       2.0000E-04
       8.5000E-02       1.2079E-05       2.1072E-05       2.2424E-05       2.7872E-04       1.9555E-05       8.1368E-07       7.9834E-04       6.6517E-07       1.0343E-03       2.0000E-04       2.0000E-04
       9.5000E-02       1.1966E-05       2.1542E-05       2.0157E-05       2.8125E-04       1.9406E-05       8.8503E-07       7.9797E-04       6.9602E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.0500E-01       1.1853E-05       2.1983E-05       1.8204E-05       2.8353E-04       1.9227E-05       9.5641E-07       7.9753E-04       7.2690E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.1500E-01       1.1740E-05       2.2395E-05       1.6455E-05       2.8566E-04       1.9013E-05       1.0278E-06       7.9700E-04       7.5783E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.2500E-01       1.1627E-05       2.2777E-05       1.4866E-05       2.8770E-04       1.8764E-05       1.0994E-06       7.9637E-04       7.8884E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.3500E-01       1.1513E-05       2.3130E-05       1.3421E-05       2.8967E-04       1.8477E-05       1.1710E-06       7.9563E-04       8.1998E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.4500E-01       1.1399E-05       2.3453E-05       1.2110E-05       2.9158E-04       1.8152E-05       1.2429E-06       7.9477E-04       8.5133E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.5500E-01       1.1283E-05       2.3747E-05       1.0925E-05       2.9345E-04       1.7789E-05       1.3150E-06       7.9378E-04       8.8301E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.6500E-01       1.1167E-05       2.4012E-05       9.8578E-06       2.9529E-04       1.7389E-05       1.3877E-06       7.9265E-04       9.1520E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.7500E-01       1.1047E-05       2.4247E-05       8.8951E-06       2.9712E-04       1.6953E-05       1.4612E-06       7.9139E-04       9.4818E-07       1.0343E-03       2.0000E-04       2.0000E-04
