# Time          1.0000E+01
# Units: mol/m3
    Distance        CO2(g)          
       0.0000E+00       1.8154E-02
       5.0000E-03       1.8577E-02
       1.5000E-02       1.9380E-02
       2.5000E-02       2.0149E-02
       3.5000E-02       2.0884E-02
       4.5000E-02       2.1586E-02
       5.5000E-02       2.2253E-02
       6.5000E-02       2.2887E-02
       7.5000E-02       2.3486E-02
       8.5000E-02       2.4052E-02
       9.5000E-02       2.4584E-02
       1.0500E-01       2.5082E-02
       1.1500E-01       2.5547E-02
       1.2500E-01       2.5977E-02
       1.3500E-01       2.6373E-02
       1.4500E-01       2.6736E-02
       1.5500E-01       2.7065E-02
       1.6500E-01       2.7359E-02
       1.7500E-01       2.7620E-02
       1.8500E-01       2.7847E-02
       1.9500E-01       2.8040E-02
       2.0500E-01       2.8200E-02
       2.1500E-01       2.8325E-02
       2.2500E-01       2.8416E-02
       2.3500E-01       2.8473E-02
       2.4500E-01       2.8497E-02
       2.5500E-01       2.8486E-02
       2.6500E-01       2.8476E-02
       2.7500E-01       2.8466E-02
       2.8500E-01       2.8455E-02
       2.9500E-01       2.8445E-02
       3.0500E-01       2.8434E-02
       3.1500E-01       2.8424E-02
       3.2500E-01       2.8414E-02
       3.3500E-01       2.8403E-02
       3.4500E-01       2.8393E-02
       3.5500E-01       2.8382E-02
       3.6500E-01       2.8372E-02
       3.7500E-01       2.8362E-02
       3.8500E-01       2.8351E-02
       3.9500E-01       2.8341E-02
       4.0500E-01       2.8331E-02
       4.1500E-01       2.8320E-02
       4.2500E-01       2.8310E-02
       4.3500E-01       2.8300E-02
       4.4500E-01       2.8289E-02
       4.5500E-01       2.8279E-02
       4.6500E-01       2.8269E-02
       4.7500E-01       2.8259E-02
       4.8500E-01       2.8248E-02
       4.9500E-01       2.8238E-02
       5.0500E-01       2.8228E-02
       5.1500E-01       2.8218E-02
       5.2500E-01       2.8208E-02
       5.3500E-01       2.8197E-02
       5.4500E-01       2.8187E-02
       5.5500E-01       2.8177E-02
       5.6500E-01       2.8167E-02
       5.7500E-01       2.8157E-02
       5.8500E-01       2.8146E-02
       5.9500E-01       2.8136E-02
       6.0500E-01       2.8126E-02
       6.1500E-01       2.8116E-02
       6.2500E-01       2.8106E-02
       6.3500E-01       2.8096E-02
       6.4500E-01       2.8086E-02
       6.5500E-01       2.8076E-02
       6.6500E-01       2.8066E-02
       6.7500E-01       2.8056E-02
       6.8500E-01       2.8046E-02
       6.9500E-01       2.8036E-02
       7.0500E-01       2.8026E-02
       7.1500E-01       2.8016E-02
       7.2500E-01       2.8006E-02
       7.3500E-01       2.7996E-02
       7.4500E-01       2.7986E-02
       7.5500E-01       2.7976E-02
       7.6500E-01       2.7966E-02
       7.7500E-01       2.7956E-02
       7.8500E-01       2.7946E-02
       7.9500E-01       2.7937E-02
       8.0500E-01       2.7927E-02
       8.1500E-01       2.7917E-02
       8.2500E-01       2.7907E-02
       8.3500E-01       2.7897E-02
       8.4500E-01       2.7888E-02
       8.5500E-01       2.7878E-02
       8.6500E-01       2.7868E-02
       8.7500E-01       2.7859E-02
       8.8500E-01       2.7849E-02
       8.9500E-01       2.7839E-02
       9.0500E-01       2.7830E-02
       9.1500E-01       2.7820E-02
       9.2500E-01       2.7810E-02
       9.3500E-01       2.7801E-02
       9.4500E-01       2.7791E-02
       9.5500E-01       2.7782E-02
       9.6500E-01       2.7772E-02
       9.7500E-01       2.7763E-02
       9.8500E-01       2.7753E-02
       9.9500E-01       2.7744E-02
       1.0050E+00       2.7734E-02
       1.0150E+00       2.7725E-02
       1.0250E+00       2.7715E-02
       1.0350E+00       2.7706E-02
       1.0450E+00       2.7697E-02
       1.0550E+00       2.7687E-02
       1.0650E+00       2.7678E-02
       1.0750E+00       2.7669E-02
       1.0850E+00       2.7660E-02
       1.0950E+00       2.7650E-02
       1.1050E+00       2.7641E-02
       1.1150E+00       2.7632E-02
       1.1250E+00       2.7623E-02
       1.1350E+00       2.7614E-02
       1.1450E+00       2.7604E-02
       1.1550E+00       2.7595E-02
       1.1650E+00       2.7586E-02
       1.1750E+00       2.7577E-02
       1.1850E+00       2.7568E-02
       1.1950E+00       2.7559E-02
       1.2050E+00       2.7550E-02
       1.2150E+00       2.7541E-02
       1.2250E+00       2.7532E-02
       1.2350E+00       2.7524E-02
       1.2450E+00       2.7515E-02
       1.2550E+00       2.7506E-02
       1.2650E+00       2.7497E-02
       1.2750E+00       2.7488E-02
       1.2850E+00       2.7479E-02
       1.2950E+00       2.7471E-02
       1.3050E+00       2.7462E-02
       1.3150E+00       2.7453E-02
       1.3250E+00       2.7445E-02
       1.3350E+00       2.7436E-02
       1.3450E+00       2.7428E-02
       1.3550E+00       2.7419E-02
       1.3650E+00       2.7410E-02
       1.3750E+00       2.7402E-02
       1.3850E+00       2.7393E-02
       1.3950E+00       2.7385E-02
       1.4050E+00       2.7377E-02
       1.4150E+00       2.7368E-02
       1.4250E+00       2.7360E-02
       1.4350E+00       2.7352E-02
       1.4450E+00       2.7343E-02
       1.4550E+00       2.7335E-02
       1.4650E+00       2.7327E-02
       1.4750E+00       2.7319E-02
       1.4850E+00       2.7310E-02
       1.4950E+00       2.7302E-02
       1.5050E+00       2.7294E-02
       1.5150E+00       2.7286E-02
       1.5250E+00       2.7278E-02
       1.5350E+00       2.7270E-02
       1.5450E+00       2.7262E-02
       1.5550E+00       2.7254E-02
       1.5650E+00       2.7246E-02
       1.5750E+00       2.7238E-02
       1.5850E+00       2.7230E-02
       1.5950E+00       2.7223E-02
       1.6050E+00       2.7215E-02
       1.6150E+00       2.7207E-02
       1.6250E+00       2.7199E-02
       1.6350E+00       2.7192E-02
       1.6450E+00       2.7184E-02
       1.6550E+00       2.7176E-02
       1.6650E+00       2.7169E-02
       1.6750E+00       2.7161E-02
       1.6850E+00       2.7154E-02
       1.6950E+00       2.7146E-02
       1.7050E+00       2.7139E-02
       1.7150E+00       2.7132E-02
       1.7250E+00       2.7124E-02
       1.7350E+00       2.7117E-02
       1.7450E+00       2.7110E-02
       1.7550E+00       2.7102E-02
       1.7650E+00       2.7095E-02
       1.7750E+00       2.7088E-02
       1.7850E+00       2.7081E-02
       1.7950E+00       2.7074E-02
       1.8050E+00       2.7067E-02
       1.8150E+00       2.7060E-02
       1.8250E+00       2.7053E-02
       1.8350E+00       2.7046E-02
       1.8450E+00       2.7039E-02
       1.8550E+00       2.7032E-02
       1.8650E+00       2.7025E-02
       1.8750E+00       2.7018E-02
       1.8850E+00       2.7011E-02
       1.8950E+00       2.7005E-02
       1.9050E+00       2.6998E-02
       1.9150E+00       2.6991E-02
       1.9250E+00       2.6985E-02
       1.9350E+00       2.6978E-02
       1.9450E+00       2.6972E-02
       1.9550E+00       2.6965E-02
       1.9650E+00       2.6959E-02
       1.9750E+00       2.6952E-02
       1.9850E+00       2.6946E-02
       1.9950E+00       2.6940E-02
       2.0050E+00       2.6933E-02
       2.0150E+00       2.6927E-02
       2.0250E+00       2.6921E-02
       2.0350E+00       2.6915E-02
       2.0450E+00       2.6909E-02
       2.0550E+00       2.6903E-02
       2.0650E+00       2.6896E-02
       2.0750E+00       2.6890E-02
       2.0850E+00       2.6885E-02
       2.0950E+00       2.6879E-02
       2.1050E+00       2.6873E-02
       2.1150E+00       2.6867E-02
       2.1250E+00       2.6861E-02
       2.1350E+00       2.6855E-02
       2.1450E+00       2.6849E-02
       2.1550E+00       2.6844E-02
       2.1650E+00       2.6838E-02
       2.1750E+00       2.6832E-02
       2.1850E+00       2.6827E-02
       2.1950E+00       2.6821E-02
       2.2050E+00       2.6815E-02
       2.2150E+00       2.6810E-02
       2.2250E+00       2.6804E-02
       2.2350E+00       2.6798E-02
       2.2450E+00       2.6793E-02
       2.2550E+00       2.6787E-02
       2.2650E+00       2.6782E-02
       2.2750E+00       2.6776E-02
       2.2850E+00       2.6771E-02
       2.2950E+00       2.6765E-02
       2.3050E+00       2.6760E-02
       2.3150E+00       2.6755E-02
       2.3250E+00       2.6750E-02
       2.3350E+00       2.6744E-02
       2.3450E+00       2.6739E-02
       2.3550E+00       2.6734E-02
       2.3650E+00       2.6729E-02
       2.3750E+00       2.6724E-02
       2.3850E+00       2.6719E-02
       2.3950E+00       2.6714E-02
       2.4050E+00       2.6709E-02
       2.4150E+00       2.6704E-02
       2.4250E+00       2.6699E-02
       2.4350E+00       2.6695E-02
       2.4450E+00       2.6690E-02
       2.4550E+00       2.6685E-02
       2.4650E+00       2.6681E-02
       2.4750E+00       2.6676E-02
       2.4850E+00       2.6672E-02
       2.4950E+00       2.6667E-02
       2.5050E+00       2.6663E-02
       2.5150E+00       2.6659E-02
       2.5250E+00       2.6654E-02
       2.5350E+00       2.6650E-02
       2.5450E+00       2.6646E-02
       2.5550E+00       2.6642E-02
       2.5650E+00       2.6638E-02
       2.5750E+00       2.6634E-02
       2.5850E+00       2.6630E-02
       2.5950E+00       2.6626E-02
       2.6050E+00       2.6622E-02
