# Time          1.0000E+01
# Units: mol/m3
    Distance        CO2(g)          
       2.6150E+00       2.6618E-02
       2.6250E+00       2.6614E-02
       2.6350E+00       2.6610E-02
       2.6450E+00       2.6607E-02
       2.6550E+00       2.6603E-02
       2.6650E+00       2.6600E-02
       2.6750E+00       2.6596E-02
       2.6850E+00       2.6593E-02
       2.6950E+00       2.6589E-02
       2.7050E+00       2.6586E-02
       2.7150E+00       2.6583E-02
       2.7250E+00       2.6580E-02
       2.7350E+00       2.6577E-02
       2.7450E+00       2.6574E-02
       2.7550E+00       2.6571E-02
       2.7650E+00       2.6568E-02
       2.7750E+00       2.6565E-02
       2.7850E+00       2.6562E-02
       2.7950E+00       2.6560E-02
       2.8050E+00       2.6557E-02
       2.8150E+00       2.6555E-02
       2.8250E+00       2.6552E-02
       2.8350E+00       2.6550E-02
       2.8450E+00       2.6548E-02
       2.8550E+00       2.6546E-02
       2.8650E+00       2.6544E-02
       2.8750E+00       2.6542E-02
       2.8850E+00       2.6540E-02
       2.8950E+00       2.6538E-02
       2.9050E+00       2.6537E-02
       2.9150E+00       2.6535E-02
       2.9250E+00       2.6534E-02
       2.9350E+00       2.6533E-02
       2.9450E+00       2.6532E-02
       2.9550E+00       2.6531E-02
       2.9650E+00       2.6531E-02
       2.9750E+00       2.6530E-02
       2.9850E+00       2.6530E-02
       2.9950E+00       2.6530E-02
