# Time          5.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Larnite          Kaolinite        K-Feldspar       Quartz           CO2_pump     
       5.0000E-03      -3.3187E+01      -4.3417E+00      -1.1543E+01      -2.6083E+00      -1.0033E+03
       1.5000E-02      -3.3052E+01      -4.0460E+00      -1.1169E+01      -2.4966E+00      -1.0033E+03
       2.5000E-02      -3.2936E+01      -3.8001E+00      -1.0866E+01      -2.4079E+00      -1.0033E+03
       3.5000E-02      -3.2831E+01      -3.5879E+00      -1.0610E+01      -2.3342E+00      -1.0033E+03
       4.5000E-02      -3.2734E+01      -3.4000E+00      -1.0388E+01      -2.2712E+00      -1.0033E+03
       5.5000E-02      -3.2641E+01      -3.2308E+00      -1.0190E+01      -2.2163E+00      -1.0033E+03
       6.5000E-02      -3.2553E+01      -3.0764E+00      -1.0013E+01      -2.1675E+00      -1.0032E+03
       7.5000E-02      -3.2470E+01      -2.9339E+00      -9.8512E+00      -2.1236E+00      -1.0032E+03
       8.5000E-02      -3.2391E+01      -2.8013E+00      -9.7025E+00      -2.0837E+00      -1.0032E+03
       9.5000E-02      -3.2316E+01      -2.6771E+00      -9.5646E+00      -2.0472E+00      -1.0032E+03
       1.0500E-01      -3.2247E+01      -2.5600E+00      -9.4359E+00      -2.0136E+00      -1.0032E+03
       1.1500E-01      -3.2182E+01      -2.4491E+00      -9.3150E+00      -1.9823E+00      -1.0032E+03
       1.2500E-01      -3.2121E+01      -2.3435E+00      -9.2009E+00      -1.9531E+00      -1.0032E+03
       1.3500E-01      -3.2064E+01      -2.2424E+00      -9.0926E+00      -1.9256E+00      -1.0032E+03
       1.4500E-01      -3.2011E+01      -2.1453E+00      -8.9893E+00      -1.8998E+00      -1.0032E+03
       1.5500E-01      -3.1962E+01      -2.0514E+00      -8.8902E+00      -1.8753E+00      -1.0032E+03
       1.6500E-01      -3.1915E+01      -1.9600E+00      -8.7946E+00      -1.8519E+00      -1.0032E+03
       1.7500E-01      -3.1871E+01      -1.8704E+00      -8.7018E+00      -1.8295E+00      -1.0032E+03
       1.8500E-01      -3.1829E+01      -1.7817E+00      -8.6107E+00      -1.8078E+00      -1.0032E+03
       1.9500E-01      -3.1788E+01      -1.6925E+00      -8.5202E+00      -1.7867E+00      -1.0032E+03
       2.0500E-01      -3.1747E+01      -1.6012E+00      -8.4288E+00      -1.7658E+00      -1.0032E+03
       2.1500E-01      -3.1705E+01      -1.5052E+00      -8.3344E+00      -1.7447E+00      -1.0032E+03
       2.2500E-01      -3.1662E+01      -1.4012E+00      -8.2341E+00      -1.7230E+00      -1.0031E+03
       2.3500E-01      -3.1614E+01      -1.2841E+00      -8.1237E+00      -1.6999E+00      -1.0031E+03
