# Time          1.0000E+00
    Distance         pH
  2.2250E+00    5.4157E+00
  2.2350E+00    5.4157E+00
  2.2450E+00    5.4157E+00
  2.2550E+00    5.4157E+00
  2.2650E+00    5.4157E+00
  2.2750E+00    5.4157E+00
  2.2850E+00    5.4157E+00
  2.2950E+00    5.4157E+00
  2.3050E+00    5.4157E+00
  2.3150E+00    5.4157E+00
  2.3250E+00    5.4157E+00
  2.3350E+00    5.4157E+00
  2.3450E+00    5.4157E+00
  2.3550E+00    5.4157E+00
  2.3650E+00    5.4157E+00
  2.3750E+00    5.4157E+00
  2.3850E+00    5.4157E+00
  2.3950E+00    5.4157E+00
  2.4050E+00    5.4157E+00
  2.4150E+00    5.4157E+00
  2.4250E+00    5.4157E+00
  2.4350E+00    5.4157E+00
  2.4450E+00    5.4157E+00
  2.4550E+00    5.4157E+00
  2.4650E+00    5.4157E+00
  2.4750E+00    5.4157E+00
  2.4850E+00    5.4157E+00
  2.4950E+00    5.4157E+00
  2.5050E+00    5.4157E+00
  2.5150E+00    5.4157E+00
  2.5250E+00    5.4157E+00
  2.5350E+00    5.4157E+00
  2.5450E+00    5.4157E+00
  2.5550E+00    5.4157E+00
  2.5650E+00    5.4157E+00
  2.5750E+00    5.4157E+00
  2.5850E+00    5.4157E+00
  2.5950E+00    5.4157E+00
  2.6050E+00    5.4157E+00
  2.6150E+00    5.4157E+00
  2.6250E+00    5.4157E+00
  2.6350E+00    5.4157E+00
  2.6450E+00    5.4157E+00
  2.6550E+00    5.4157E+00
  2.6650E+00    5.4157E+00
  2.6750E+00    5.4157E+00
  2.6850E+00    5.4157E+00
  2.6950E+00    5.4157E+00
  2.7050E+00    5.4157E+00
  2.7150E+00    5.4157E+00
  2.7250E+00    5.4157E+00
  2.7350E+00    5.4157E+00
  2.7450E+00    5.4157E+00
  2.7550E+00    5.4157E+00
  2.7650E+00    5.4157E+00
  2.7750E+00    5.4157E+00
  2.7850E+00    5.4157E+00
  2.7950E+00    5.4157E+00
  2.8050E+00    5.4157E+00
  2.8150E+00    5.4157E+00
  2.8250E+00    5.4157E+00
  2.8350E+00    5.4157E+00
  2.8450E+00    5.4157E+00
  2.8550E+00    5.4157E+00
  2.8650E+00    5.4157E+00
  2.8750E+00    5.4157E+00
  2.8850E+00    5.4157E+00
  2.8950E+00    5.4157E+00
  2.9050E+00    5.4157E+00
  2.9150E+00    5.4157E+00
  2.9250E+00    5.4157E+00
  2.9350E+00    5.4157E+00
  2.9450E+00    5.4157E+00
  2.9550E+00    5.4157E+00
  2.9650E+00    5.4157E+00
  2.9750E+00    5.4157E+00
  2.9850E+00    5.4157E+00
  2.9950E+00    5.4157E+00
