# Time          1.0000E+00
    Distance         pH
  5.0000E-03    7.6837E+00
  1.5000E-02    8.2785E+00
  2.5000E-02    8.6249E+00
  3.5000E-02    8.8873E+00
  4.5000E-02    9.1053E+00
  5.5000E-02    9.3015E+00
  6.5000E-02    9.4960E+00
  7.5000E-02    9.7177E+00
  8.5000E-02    1.0061E+01
  9.5000E-02    1.1477E+01
  1.0500E-01    1.1589E+01
  1.1500E-01    1.1591E+01
  1.2500E-01    1.1590E+01
  1.3500E-01    1.1590E+01
  1.4500E-01    1.1590E+01
  1.5500E-01    1.1590E+01
  1.6500E-01    1.1590E+01
  1.7500E-01    1.1590E+01
  1.8500E-01    1.1590E+01
  1.9500E-01    1.1589E+01
  2.0500E-01    1.1589E+01
  2.1500E-01    1.1588E+01
  2.2500E-01    1.1587E+01
  2.3500E-01    1.1587E+01
  2.4500E-01    1.1586E+01
  2.5500E-01    1.1584E+01
  2.6500E-01    1.1582E+01
  2.7500E-01    1.1581E+01
  2.8500E-01    1.1579E+01
  2.9500E-01    1.1577E+01
  3.0500E-01    1.1576E+01
  3.1500E-01    1.1574E+01
  3.2500E-01    1.1573E+01
  3.3500E-01    1.1571E+01
  3.4500E-01    1.1570E+01
  3.5500E-01    1.1569E+01
  3.6500E-01    1.1567E+01
  3.7500E-01    1.1566E+01
  3.8500E-01    1.1566E+01
  3.9500E-01    1.1565E+01
  4.0500E-01    1.1564E+01
  4.1500E-01    1.1564E+01
  4.2500E-01    1.1563E+01
  4.3500E-01    1.1563E+01
  4.4500E-01    1.1564E+01
  4.5500E-01    1.1564E+01
  4.6500E-01    1.1565E+01
  4.7500E-01    1.1565E+01
  4.8500E-01    1.1567E+01
  4.9500E-01    1.1568E+01
  5.0500E-01    1.1569E+01
  5.1500E-01    1.1571E+01
  5.2500E-01    1.1573E+01
  5.3500E-01    1.1575E+01
  5.4500E-01    1.1578E+01
  5.5500E-01    1.1580E+01
  5.6500E-01    1.1583E+01
  5.7500E-01    1.1585E+01
  5.8500E-01    1.1588E+01
  5.9500E-01    1.1591E+01
  6.0500E-01    1.1594E+01
  6.1500E-01    1.1597E+01
  6.2500E-01    1.1599E+01
  6.3500E-01    1.1602E+01
  6.4500E-01    1.1604E+01
  6.5500E-01    1.1606E+01
  6.6500E-01    1.1608E+01
  6.7500E-01    1.1609E+01
  6.8500E-01    1.1610E+01
  6.9500E-01    1.1610E+01
  7.0500E-01    1.1610E+01
  7.1500E-01    1.1609E+01
  7.2500E-01    1.1607E+01
  7.3500E-01    1.1605E+01
  7.4500E-01    1.1602E+01
  7.5500E-01    1.1598E+01
  7.6500E-01    1.1593E+01
  7.7500E-01    1.1587E+01
  7.8500E-01    1.1580E+01
  7.9500E-01    1.1572E+01
  8.0500E-01    1.1563E+01
  8.1500E-01    1.1552E+01
  8.2500E-01    1.1541E+01
  8.3500E-01    1.1527E+01
  8.4500E-01    1.1513E+01
  8.5500E-01    1.1497E+01
  8.6500E-01    1.1480E+01
  8.7500E-01    1.1461E+01
  8.8500E-01    1.1441E+01
  8.9500E-01    1.1419E+01
  9.0500E-01    1.1395E+01
  9.1500E-01    1.1370E+01
  9.2500E-01    1.1343E+01
  9.3500E-01    1.1315E+01
  9.4500E-01    1.1285E+01
  9.5500E-01    1.1253E+01
  9.6500E-01    1.1220E+01
  9.7500E-01    1.1185E+01
  9.8500E-01    1.1149E+01
  9.9500E-01    1.1112E+01
  1.0050E+00    1.1073E+01
  1.0150E+00    1.1033E+01
  1.0250E+00    1.0992E+01
  1.0350E+00    1.0951E+01
  1.0450E+00    1.0909E+01
  1.0550E+00    1.0867E+01
  1.0650E+00    1.0825E+01
  1.0750E+00    1.0783E+01
  1.0850E+00    1.0742E+01
  1.0950E+00    1.0701E+01
  1.1050E+00    1.0661E+01
  1.1150E+00    1.0622E+01
  1.1250E+00    1.0584E+01
  1.1350E+00    1.0547E+01
  1.1450E+00    1.0510E+01
  1.1550E+00    1.0474E+01
  1.1650E+00    1.0438E+01
  1.1750E+00    1.0403E+01
  1.1850E+00    1.0368E+01
  1.1950E+00    1.0333E+01
  1.2050E+00    1.0298E+01
  1.2150E+00    1.0263E+01
  1.2250E+00    1.0227E+01
  1.2350E+00    1.0192E+01
  1.2450E+00    1.0155E+01
  1.2550E+00    1.0118E+01
  1.2650E+00    1.0080E+01
  1.2750E+00    1.0041E+01
  1.2850E+00    1.0001E+01
  1.2950E+00    9.9601E+00
  1.3050E+00    9.9177E+00
  1.3150E+00    9.8739E+00
  1.3250E+00    9.8286E+00
  1.3350E+00    9.7817E+00
  1.3450E+00    9.7331E+00
  1.3550E+00    9.6826E+00
  1.3650E+00    9.6301E+00
  1.3750E+00    9.5755E+00
  1.3850E+00    9.5187E+00
  1.3950E+00    9.4595E+00
  1.4050E+00    9.3977E+00
  1.4150E+00    9.3333E+00
  1.4250E+00    9.2658E+00
  1.4350E+00    9.1952E+00
  1.4450E+00    9.1212E+00
  1.4550E+00    9.0434E+00
  1.4650E+00    8.9613E+00
  1.4750E+00    8.8744E+00
  1.4850E+00    8.7819E+00
  1.4950E+00    8.6827E+00
  1.5050E+00    8.5751E+00
  1.5150E+00    8.4568E+00
  1.5250E+00    8.3237E+00
  1.5350E+00    8.1687E+00
  1.5450E+00    7.9776E+00
  1.5550E+00    7.7150E+00
  1.5650E+00    7.2504E+00
  1.5750E+00    6.3917E+00
  1.5850E+00    5.9807E+00
  1.5950E+00    5.7960E+00
  1.6050E+00    5.6890E+00
  1.6150E+00    5.6192E+00
  1.6250E+00    5.5704E+00
  1.6350E+00    5.5349E+00
  1.6450E+00    5.5085E+00
  1.6550E+00    5.4884E+00
  1.6650E+00    5.4729E+00
  1.6750E+00    5.4608E+00
  1.6850E+00    5.4514E+00
  1.6950E+00    5.4439E+00
  1.7050E+00    5.4381E+00
  1.7150E+00    5.4334E+00
  1.7250E+00    5.4297E+00
  1.7350E+00    5.4268E+00
  1.7450E+00    5.4245E+00
  1.7550E+00    5.4226E+00
  1.7650E+00    5.4212E+00
  1.7750E+00    5.4200E+00
  1.7850E+00    5.4191E+00
  1.7950E+00    5.4184E+00
  1.8050E+00    5.4178E+00
  1.8150E+00    5.4174E+00
  1.8250E+00    5.4170E+00
  1.8350E+00    5.4167E+00
  1.8450E+00    5.4165E+00
  1.8550E+00    5.4163E+00
  1.8650E+00    5.4162E+00
  1.8750E+00    5.4161E+00
  1.8850E+00    5.4160E+00
  1.8950E+00    5.4160E+00
  1.9050E+00    5.4159E+00
  1.9150E+00    5.4159E+00
  1.9250E+00    5.4158E+00
  1.9350E+00    5.4158E+00
  1.9450E+00    5.4158E+00
  1.9550E+00    5.4158E+00
  1.9650E+00    5.4158E+00
  1.9750E+00    5.4158E+00
  1.9850E+00    5.4158E+00
  1.9950E+00    5.4158E+00
  2.0050E+00    5.4158E+00
  2.0150E+00    5.4158E+00
  2.0250E+00    5.4158E+00
  2.0350E+00    5.4158E+00
  2.0450E+00    5.4158E+00
  2.0550E+00    5.4158E+00
  2.0650E+00    5.4158E+00
  2.0750E+00    5.4157E+00
  2.0850E+00    5.4157E+00
  2.0950E+00    5.4157E+00
  2.1050E+00    5.4157E+00
  2.1150E+00    5.4157E+00
  2.1250E+00    5.4157E+00
  2.1350E+00    5.4157E+00
  2.1450E+00    5.4157E+00
  2.1550E+00    5.4157E+00
  2.1650E+00    5.4157E+00
  2.1750E+00    5.4157E+00
  2.1850E+00    5.4157E+00
  2.1950E+00    5.4157E+00
  2.2050E+00    5.4157E+00
  2.2150E+00    5.4157E+00
