# Time          1.0000E+01
    Distance         pH
  1.9350E+00    5.0815E+00
  1.9450E+00    5.0864E+00
  1.9550E+00    5.0917E+00
  1.9650E+00    5.0977E+00
  1.9750E+00    5.1042E+00
  1.9850E+00    5.1114E+00
  1.9950E+00    5.1195E+00
  2.0050E+00    5.1284E+00
  2.0150E+00    5.1383E+00
  2.0250E+00    5.1494E+00
  2.0350E+00    5.1618E+00
  2.0450E+00    5.1756E+00
  2.0550E+00    5.1911E+00
  2.0650E+00    5.2085E+00
  2.0750E+00    5.2281E+00
  2.0850E+00    5.2502E+00
  2.0950E+00    5.2752E+00
  2.1050E+00    5.3034E+00
  2.1150E+00    5.3352E+00
  2.1250E+00    5.3710E+00
  2.1350E+00    5.4112E+00
  2.1450E+00    5.4560E+00
  2.1550E+00    5.5054E+00
  2.1650E+00    5.5590E+00
  2.1750E+00    5.6161E+00
  2.1850E+00    5.6757E+00
  2.1950E+00    5.7367E+00
  2.2050E+00    5.7980E+00
  2.2150E+00    5.8587E+00
  2.2250E+00    5.9181E+00
  2.2350E+00    5.9757E+00
  2.2450E+00    6.0315E+00
  2.2550E+00    6.0852E+00
  2.2650E+00    6.1370E+00
  2.2750E+00    6.1870E+00
  2.2850E+00    6.2352E+00
  2.2950E+00    6.2818E+00
  2.3050E+00    6.3269E+00
  2.3150E+00    6.3706E+00
  2.3250E+00    6.4130E+00
  2.3350E+00    6.4543E+00
  2.3450E+00    6.4945E+00
  2.3550E+00    6.5337E+00
  2.3650E+00    6.5720E+00
  2.3750E+00    6.6095E+00
  2.3850E+00    6.6462E+00
  2.3950E+00    6.6821E+00
  2.4050E+00    6.7174E+00
  2.4150E+00    6.7520E+00
  2.4250E+00    6.7860E+00
  2.4350E+00    6.8195E+00
  2.4450E+00    6.8524E+00
  2.4550E+00    6.8848E+00
  2.4650E+00    6.9167E+00
  2.4750E+00    6.9482E+00
  2.4850E+00    6.9793E+00
  2.4950E+00    7.0099E+00
  2.5050E+00    7.0401E+00
  2.5150E+00    7.0699E+00
  2.5250E+00    7.0994E+00
  2.5350E+00    7.1285E+00
  2.5450E+00    7.1572E+00
  2.5550E+00    7.1856E+00
  2.5650E+00    7.2137E+00
  2.5750E+00    7.2415E+00
  2.5850E+00    7.2689E+00
  2.5950E+00    7.2961E+00
  2.6050E+00    7.3230E+00
  2.6150E+00    7.3495E+00
  2.6250E+00    7.3758E+00
  2.6350E+00    7.4018E+00
  2.6450E+00    7.4276E+00
  2.6550E+00    7.4530E+00
  2.6650E+00    7.4783E+00
  2.6750E+00    7.5032E+00
  2.6850E+00    7.5279E+00
  2.6950E+00    7.5523E+00
  2.7050E+00    7.5765E+00
  2.7150E+00    7.6004E+00
  2.7250E+00    7.6241E+00
  2.7350E+00    7.6476E+00
  2.7450E+00    7.6708E+00
  2.7550E+00    7.6937E+00
  2.7650E+00    7.7164E+00
  2.7750E+00    7.7389E+00
  2.7850E+00    7.7611E+00
  2.7950E+00    7.7832E+00
  2.8050E+00    7.8049E+00
  2.8150E+00    7.8264E+00
  2.8250E+00    7.8477E+00
  2.8350E+00    7.8688E+00
  2.8450E+00    7.8896E+00
  2.8550E+00    7.9101E+00
  2.8650E+00    7.9304E+00
  2.8750E+00    7.9504E+00
  2.8850E+00    7.9701E+00
  2.8950E+00    7.9895E+00
  2.9050E+00    8.0086E+00
  2.9150E+00    8.0272E+00
  2.9250E+00    8.0453E+00
  2.9350E+00    8.0627E+00
  2.9450E+00    8.0794E+00
  2.9550E+00    8.0950E+00
  2.9650E+00    8.1093E+00
  2.9750E+00    8.1216E+00
  2.9850E+00    8.1312E+00
  2.9950E+00    8.1370E+00
