# Time          3.0000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Larnite          Kaolinite        K-Feldspar       Quartz           CO2_pump     
       5.0000E-03      -3.3180E+01      -4.3417E+00      -1.1543E+01      -2.6083E+00      -1.0033E+03
       1.5000E-02      -3.3030E+01      -4.0460E+00      -1.1169E+01      -2.4966E+00      -1.0033E+03
       2.5000E-02      -3.2897E+01      -3.8001E+00      -1.0866E+01      -2.4079E+00      -1.0033E+03
       3.5000E-02      -3.2775E+01      -3.5879E+00      -1.0610E+01      -2.3342E+00      -1.0033E+03
       4.5000E-02      -3.2662E+01      -3.4000E+00      -1.0388E+01      -2.2712E+00      -1.0033E+03
       5.5000E-02      -3.2557E+01      -3.2308E+00      -1.0191E+01      -2.2163E+00      -1.0033E+03
       6.5000E-02      -3.2462E+01      -3.0764E+00      -1.0013E+01      -2.1675E+00      -1.0032E+03
       7.5000E-02      -3.2376E+01      -2.9339E+00      -9.8514E+00      -2.1236E+00      -1.0032E+03
       8.5000E-02      -3.2298E+01      -2.8013E+00      -9.7027E+00      -2.0837E+00      -1.0032E+03
       9.5000E-02      -3.2228E+01      -2.6771E+00      -9.5649E+00      -2.0472E+00      -1.0032E+03
       1.0500E-01      -3.2165E+01      -2.5600E+00      -9.4361E+00      -2.0135E+00      -1.0032E+03
       1.1500E-01      -3.2108E+01      -2.4491E+00      -9.3152E+00      -1.9823E+00      -1.0032E+03
       1.2500E-01      -3.2056E+01      -2.3435E+00      -9.2011E+00      -1.9531E+00      -1.0032E+03
       1.3500E-01      -3.2009E+01      -2.2424E+00      -9.0927E+00      -1.9256E+00      -1.0032E+03
       1.4500E-01      -3.1964E+01      -2.1453E+00      -8.9894E+00      -1.8998E+00      -1.0032E+03
       1.5500E-01      -3.1922E+01      -2.0513E+00      -8.8903E+00      -1.8753E+00      -1.0032E+03
       1.6500E-01      -3.1882E+01      -1.9600E+00      -8.7948E+00      -1.8519E+00      -1.0032E+03
       1.7500E-01      -3.1843E+01      -1.8704E+00      -8.7019E+00      -1.8295E+00      -1.0032E+03
       1.8500E-01      -3.1805E+01      -1.7817E+00      -8.6108E+00      -1.8078E+00      -1.0032E+03
       1.9500E-01      -3.1768E+01      -1.6925E+00      -8.5203E+00      -1.7867E+00      -1.0032E+03
       2.0500E-01      -3.1730E+01      -1.6011E+00      -8.4289E+00      -1.7658E+00      -1.0032E+03
       2.1500E-01      -3.1691E+01      -1.5052E+00      -8.3346E+00      -1.7447E+00      -1.0032E+03
       2.2500E-01      -3.1649E+01      -1.4012E+00      -8.2342E+00      -1.7230E+00      -1.0031E+03
       2.3500E-01      -3.1602E+01      -1.2841E+00      -8.1239E+00      -1.6999E+00      -1.0031E+03
       2.4500E-01      -3.1549E+01      -1.1470E+00      -7.9975E+00      -1.6746E+00      -1.0031E+03
       2.5500E-01      -3.1484E+01      -9.8004E-01      -7.8470E+00      -1.6457E+00      -1.0031E+03
       2.6500E-01      -3.1423E+01      -8.2956E-01      -7.7110E+00      -1.6197E+00      -1.0031E+03
       2.7500E-01      -3.1368E+01      -6.9459E-01      -7.5887E+00      -1.5965E+00      -1.0031E+03
       2.8500E-01      -3.1317E+01      -5.7434E-01      -7.4793E+00      -1.5757E+00      -1.0031E+03
       2.9500E-01      -3.1272E+01      -4.6808E-01      -7.3821E+00      -1.5572E+00      -1.0031E+03
       3.0500E-01      -3.1231E+01      -3.7499E-01      -7.2963E+00      -1.5408E+00      -1.0031E+03
       3.1500E-01      -3.1195E+01      -2.9418E-01      -7.2211E+00      -1.5262E+00      -1.0031E+03
       3.2500E-01      -3.1163E+01      -2.2468E-01      -7.1556E+00      -1.5134E+00      -1.0031E+03
       3.3500E-01      -3.1136E+01      -1.6544E-01      -7.0989E+00      -1.5020E+00      -1.0031E+03
       3.4500E-01      -3.1112E+01      -1.1536E-01      -7.0500E+00      -1.4920E+00      -1.0031E+03
       3.5500E-01      -3.1092E+01      -7.3357E-02      -7.0080E+00      -1.4831E+00      -1.0031E+03
       3.6500E-01      -3.1076E+01      -3.8367E-02      -6.9719E+00      -1.4752E+00      -1.0031E+03
       3.7500E-01      -3.1061E+01      -9.4001E-03      -6.9409E+00      -1.4681E+00      -1.0031E+03
       3.8500E-01      -3.1050E+01       1.4449E-02      -6.9143E+00      -1.4617E+00      -1.0031E+03
       3.9500E-01      -3.1040E+01       3.3990E-02      -6.8913E+00      -1.4558E+00      -1.0031E+03
       4.0500E-01      -3.1031E+01       4.9933E-02      -6.8713E+00      -1.4505E+00      -1.0031E+03
       4.1500E-01      -3.1025E+01       6.2892E-02      -6.8538E+00      -1.4455E+00      -1.0031E+03
       4.2500E-01      -3.1019E+01       7.3390E-02      -6.8384E+00      -1.4409E+00      -1.0031E+03
       4.3500E-01      -3.1015E+01       8.1866E-02      -6.8247E+00      -1.4365E+00      -1.0031E+03
       4.4500E-01      -3.1011E+01       8.8689E-02      -6.8124E+00      -1.4324E+00      -1.0031E+03
       4.5500E-01      -3.1008E+01       9.4164E-02      -6.8012E+00      -1.4285E+00      -1.0031E+03
       4.6500E-01      -3.1005E+01       9.8543E-02      -6.7910E+00      -1.4246E+00      -1.0031E+03
       4.7500E-01      -3.1004E+01       1.0203E-01      -6.7815E+00      -1.4210E+00      -1.0031E+03
       4.8500E-01      -3.1002E+01       1.0480E-01      -6.7726E+00      -1.4174E+00      -1.0031E+03
       4.9500E-01      -3.1001E+01       1.0699E-01      -6.7642E+00      -1.4139E+00      -1.0031E+03
       5.0500E-01      -3.1000E+01       1.0870E-01      -6.7563E+00      -1.4104E+00      -1.0031E+03
       5.1500E-01      -3.0999E+01       1.1004E-01      -6.7486E+00      -1.4071E+00      -1.0031E+03
       5.2500E-01      -3.0999E+01       1.1107E-01      -6.7413E+00      -1.4038E+00      -1.0031E+03
       5.3500E-01      -3.0998E+01       1.1185E-01      -6.7341E+00      -1.4005E+00      -1.0031E+03
       5.4500E-01      -3.0998E+01       1.1243E-01      -6.7272E+00      -1.3972E+00      -1.0031E+03
       5.5500E-01      -3.0998E+01       1.1285E-01      -6.7204E+00      -1.3940E+00      -1.0031E+03
       5.6500E-01      -3.0998E+01       1.1315E-01      -6.7137E+00      -1.3908E+00      -1.0031E+03
       5.7500E-01      -3.0998E+01       1.1334E-01      -6.7072E+00      -1.3877E+00      -1.0031E+03
       5.8500E-01      -3.0999E+01       1.1345E-01      -6.7007E+00      -1.3846E+00      -1.0031E+03
       5.9500E-01      -3.0999E+01       1.1349E-01      -6.6944E+00      -1.3815E+00      -1.0031E+03
       6.0500E-01      -3.1000E+01       1.1348E-01      -6.6880E+00      -1.3784E+00      -1.0031E+03
       6.1500E-01      -3.1000E+01       1.1343E-01      -6.6818E+00      -1.3753E+00      -1.0031E+03
       6.2500E-01      -3.1001E+01       1.1334E-01      -6.6756E+00      -1.3722E+00      -1.0031E+03
       6.3500E-01      -3.1002E+01       1.1323E-01      -6.6695E+00      -1.3692E+00      -1.0031E+03
       6.4500E-01      -3.1002E+01       1.1310E-01      -6.6634E+00      -1.3662E+00      -1.0031E+03
       6.5500E-01      -3.1003E+01       1.1294E-01      -6.6573E+00      -1.3632E+00      -1.0031E+03
       6.6500E-01      -3.1004E+01       1.1278E-01      -6.6513E+00      -1.3602E+00      -1.0031E+03
       6.7500E-01      -3.1005E+01       1.1260E-01      -6.6453E+00      -1.3572E+00      -1.0031E+03
       6.8500E-01      -3.1006E+01       1.1242E-01      -6.6393E+00      -1.3543E+00      -1.0031E+03
       6.9500E-01      -3.1007E+01       1.1223E-01      -6.6334E+00      -1.3513E+00      -1.0031E+03
       7.0500E-01      -3.1008E+01       1.1204E-01      -6.6275E+00      -1.3484E+00      -1.0031E+03
       7.1500E-01      -3.1009E+01       1.1184E-01      -6.6216E+00      -1.3455E+00      -1.0031E+03
       7.2500E-01      -3.1011E+01       1.1164E-01      -6.6158E+00      -1.3425E+00      -1.0031E+03
       7.3500E-01      -3.1012E+01       1.1144E-01      -6.6100E+00      -1.3397E+00      -1.0031E+03
       7.4500E-01      -3.1013E+01       1.1123E-01      -6.6042E+00      -1.3368E+00      -1.0031E+03
       7.5500E-01      -3.1014E+01       1.1103E-01      -6.5985E+00      -1.3339E+00      -1.0031E+03
       7.6500E-01      -3.1016E+01       1.1082E-01      -6.5928E+00      -1.3310E+00      -1.0031E+03
       7.7500E-01      -3.1017E+01       1.1062E-01      -6.5871E+00      -1.3282E+00      -1.0031E+03
       7.8500E-01      -3.1019E+01       1.1041E-01      -6.5815E+00      -1.3254E+00      -1.0031E+03
       7.9500E-01      -3.1020E+01       1.1021E-01      -6.5758E+00      -1.3226E+00      -1.0031E+03
       8.0500E-01      -3.1022E+01       1.1001E-01      -6.5702E+00      -1.3198E+00      -1.0031E+03
       8.1500E-01      -3.1023E+01       1.0981E-01      -6.5647E+00      -1.3170E+00      -1.0031E+03
       8.2500E-01      -3.1025E+01       1.0960E-01      -6.5591E+00      -1.3142E+00      -1.0031E+03
       8.3500E-01      -3.1026E+01       1.0940E-01      -6.5536E+00      -1.3114E+00      -1.0031E+03
       8.4500E-01      -3.1028E+01       1.0920E-01      -6.5482E+00      -1.3087E+00      -1.0031E+03
       8.5500E-01      -3.1030E+01       1.0901E-01      -6.5427E+00      -1.3059E+00      -1.0031E+03
       8.6500E-01      -3.1031E+01       1.0881E-01      -6.5373E+00      -1.3032E+00      -1.0031E+03
       8.7500E-01      -3.1033E+01       1.0861E-01      -6.5320E+00      -1.3005E+00      -1.0031E+03
       8.8500E-01      -3.1035E+01       1.0842E-01      -6.5266E+00      -1.2978E+00      -1.0031E+03
       8.9500E-01      -3.1037E+01       1.0822E-01      -6.5213E+00      -1.2951E+00      -1.0031E+03
       9.0500E-01      -3.1038E+01       1.0803E-01      -6.5161E+00      -1.2924E+00      -1.0031E+03
       9.1500E-01      -3.1040E+01       1.0784E-01      -6.5108E+00      -1.2897E+00      -1.0031E+03
       9.2500E-01      -3.1042E+01       1.0765E-01      -6.5056E+00      -1.2870E+00      -1.0031E+03
       9.3500E-01      -3.1044E+01       1.0746E-01      -6.5005E+00      -1.2844E+00      -1.0031E+03
       9.4500E-01      -3.1045E+01       1.0727E-01      -6.4954E+00      -1.2817E+00      -1.0031E+03
       9.5500E-01      -3.1047E+01       1.0709E-01      -6.4903E+00      -1.2791E+00      -1.0031E+03
       9.6500E-01      -3.1049E+01       1.0690E-01      -6.4852E+00      -1.2765E+00      -1.0031E+03
       9.7500E-01      -3.1050E+01       1.0672E-01      -6.4802E+00      -1.2739E+00      -1.0031E+03
       9.8500E-01      -3.1052E+01       1.0654E-01      -6.4753E+00      -1.2713E+00      -1.0031E+03
       9.9500E-01      -3.1054E+01       1.0635E-01      -6.4703E+00      -1.2687E+00      -1.0031E+03
       1.0050E+00      -3.1055E+01       1.0617E-01      -6.4655E+00      -1.2661E+00      -1.0031E+03
       1.0150E+00      -3.1057E+01       1.0599E-01      -6.4606E+00      -1.2636E+00      -1.0031E+03
       1.0250E+00      -3.1059E+01       1.0582E-01      -6.4558E+00      -1.2610E+00      -1.0031E+03
       1.0350E+00      -3.1060E+01       1.0564E-01      -6.4511E+00      -1.2585E+00      -1.0031E+03
       1.0450E+00      -3.1062E+01       1.0546E-01      -6.4464E+00      -1.2559E+00      -1.0031E+03
       1.0550E+00      -3.1063E+01       1.0529E-01      -6.4417E+00      -1.2534E+00      -1.0031E+03
       1.0650E+00      -3.1065E+01       1.0511E-01      -6.4371E+00      -1.2509E+00      -1.0031E+03
       1.0750E+00      -3.1066E+01       1.0494E-01      -6.4325E+00      -1.2484E+00      -1.0031E+03
       1.0850E+00      -3.1068E+01       1.0477E-01      -6.4280E+00      -1.2459E+00      -1.0031E+03
       1.0950E+00      -3.1069E+01       1.0460E-01      -6.4235E+00      -1.2434E+00      -1.0031E+03
       1.1050E+00      -3.1071E+01       1.0443E-01      -6.4191E+00      -1.2410E+00      -1.0031E+03
       1.1150E+00      -3.1072E+01       1.0426E-01      -6.4147E+00      -1.2385E+00      -1.0031E+03
       1.1250E+00      -3.1073E+01       1.0410E-01      -6.4104E+00      -1.2361E+00      -1.0031E+03
       1.1350E+00      -3.1074E+01       1.0393E-01      -6.4061E+00      -1.2336E+00      -1.0031E+03
       1.1450E+00      -3.1076E+01       1.0376E-01      -6.4019E+00      -1.2312E+00      -1.0031E+03
       1.1550E+00      -3.1077E+01       1.0360E-01      -6.3978E+00      -1.2288E+00      -1.0031E+03
       1.1650E+00      -3.1078E+01       1.0344E-01      -6.3937E+00      -1.2264E+00      -1.0031E+03
       1.1750E+00      -3.1079E+01       1.0328E-01      -6.3896E+00      -1.2239E+00      -1.0031E+03
       1.1850E+00      -3.1080E+01       1.0312E-01      -6.3857E+00      -1.2216E+00      -1.0031E+03
       1.1950E+00      -3.1081E+01       1.0296E-01      -6.3817E+00      -1.2192E+00      -1.0031E+03
       1.2050E+00      -3.1082E+01       1.0280E-01      -6.3779E+00      -1.2168E+00      -1.0031E+03
       1.2150E+00      -3.1082E+01       1.0264E-01      -6.3741E+00      -1.2144E+00      -1.0031E+03
       1.2250E+00      -3.1083E+01       1.0248E-01      -6.3703E+00      -1.2121E+00      -1.0031E+03
       1.2350E+00      -3.1084E+01       1.0233E-01      -6.3666E+00      -1.2097E+00      -1.0031E+03
       1.2450E+00      -3.1084E+01       1.0217E-01      -6.3630E+00      -1.2074E+00      -1.0031E+03
       1.2550E+00      -3.1085E+01       1.0202E-01      -6.3595E+00      -1.2051E+00      -1.0031E+03
       1.2650E+00      -3.1086E+01       1.0187E-01      -6.3560E+00      -1.2028E+00      -1.0031E+03
       1.2750E+00      -3.1086E+01       1.0171E-01      -6.3526E+00      -1.2005E+00      -1.0031E+03
       1.2850E+00      -3.1086E+01       1.0156E-01      -6.3492E+00      -1.1982E+00      -1.0031E+03
       1.2950E+00      -3.1087E+01       1.0141E-01      -6.3459E+00      -1.1959E+00      -1.0031E+03
       1.3050E+00      -3.1087E+01       1.0127E-01      -6.3427E+00      -1.1936E+00      -1.0031E+03
       1.3150E+00      -3.1087E+01       1.0112E-01      -6.3396E+00      -1.1913E+00      -1.0031E+03
       1.3250E+00      -3.1087E+01       1.0097E-01      -6.3365E+00      -1.1891E+00      -1.0031E+03
       1.3350E+00      -3.1087E+01       1.0082E-01      -6.3335E+00      -1.1868E+00      -1.0031E+03
       1.3450E+00      -3.1087E+01       1.0068E-01      -6.3306E+00      -1.1846E+00      -1.0031E+03
       1.3550E+00      -3.1087E+01       1.0054E-01      -6.3277E+00      -1.1823E+00      -1.0031E+03
       1.3650E+00      -3.1087E+01       1.0039E-01      -6.3249E+00      -1.1801E+00      -1.0031E+03
       1.3750E+00      -3.1087E+01       1.0025E-01      -6.3222E+00      -1.1779E+00      -1.0031E+03
       1.3850E+00      -3.1087E+01       1.0011E-01      -6.3196E+00      -1.1757E+00      -1.0031E+03
       1.3950E+00      -3.1086E+01       9.9969E-02      -6.3170E+00      -1.1734E+00      -1.0031E+03
       1.4050E+00      -3.1086E+01       9.9829E-02      -6.3146E+00      -1.1713E+00      -1.0031E+03
       1.4150E+00      -3.1085E+01       9.9690E-02      -6.3122E+00      -1.1691E+00      -1.0031E+03
       1.4250E+00      -3.1085E+01       9.9552E-02      -6.3099E+00      -1.1669E+00      -1.0031E+03
       1.4350E+00      -3.1084E+01       9.9415E-02      -6.3076E+00      -1.1647E+00      -1.0031E+03
       1.4450E+00      -3.1084E+01       9.9279E-02      -6.3055E+00      -1.1626E+00      -1.0031E+03
       1.4550E+00      -3.1083E+01       9.9144E-02      -6.3034E+00      -1.1604E+00      -1.0031E+03
       1.4650E+00      -3.1082E+01       9.9010E-02      -6.3014E+00      -1.1583E+00      -1.0031E+03
       1.4750E+00      -3.1081E+01       9.8876E-02      -6.2995E+00      -1.1561E+00      -1.0031E+03
       1.4850E+00      -3.1081E+01       9.8743E-02      -6.2976E+00      -1.1540E+00      -1.0031E+03
       1.4950E+00      -3.1080E+01       9.8612E-02      -6.2959E+00      -1.1519E+00      -1.0031E+03
       1.5050E+00      -3.1079E+01       9.8481E-02      -6.2942E+00      -1.1498E+00      -1.0031E+03
       1.5150E+00      -3.1077E+01       9.8350E-02      -6.2926E+00      -1.1476E+00      -1.0031E+03
       1.5250E+00      -3.1076E+01       9.8221E-02      -6.2911E+00      -1.1456E+00      -1.0031E+03
       1.5350E+00      -3.1075E+01       9.8092E-02      -6.2897E+00      -1.1435E+00      -1.0031E+03
       1.5450E+00      -3.1074E+01       9.7965E-02      -6.2884E+00      -1.1414E+00      -1.0031E+03
       1.5550E+00      -3.1073E+01       9.7838E-02      -6.2871E+00      -1.1393E+00      -1.0031E+03
       1.5650E+00      -3.1071E+01       9.7711E-02      -6.2860E+00      -1.1372E+00      -1.0031E+03
       1.5750E+00      -3.1070E+01       9.7586E-02      -6.2849E+00      -1.1352E+00      -1.0031E+03
       1.5850E+00      -3.1068E+01       9.7461E-02      -6.2839E+00      -1.1331E+00      -1.0031E+03
       1.5950E+00      -3.1067E+01       9.7338E-02      -6.2830E+00      -1.1311E+00      -1.0031E+03
       1.6050E+00      -3.1065E+01       9.7214E-02      -6.2822E+00      -1.1290E+00      -1.0031E+03
       1.6150E+00      -3.1064E+01       9.7092E-02      -6.2814E+00      -1.1270E+00      -1.0031E+03
       1.6250E+00      -3.1062E+01       9.6971E-02      -6.2808E+00      -1.1250E+00      -1.0031E+03
       1.6350E+00      -3.1060E+01       9.6850E-02      -6.2802E+00      -1.1230E+00      -1.0031E+03
       1.6450E+00      -3.1058E+01       9.6730E-02      -6.2797E+00      -1.1210E+00      -1.0031E+03
