# Time          5.0000E+00
    Distance         pH
  2.0250E+00    1.1651E+01
  2.0350E+00    1.1650E+01
  2.0450E+00    1.1650E+01
  2.0550E+00    1.1649E+01
  2.0650E+00    1.1648E+01
  2.0750E+00    1.1648E+01
  2.0850E+00    1.1647E+01
  2.0950E+00    1.1647E+01
  2.1050E+00    1.1646E+01
  2.1150E+00    1.1645E+01
  2.1250E+00    1.1645E+01
  2.1350E+00    1.1644E+01
  2.1450E+00    1.1643E+01
  2.1550E+00    1.1643E+01
  2.1650E+00    1.1642E+01
  2.1750E+00    1.1641E+01
  2.1850E+00    1.1641E+01
  2.1950E+00    1.1640E+01
  2.2050E+00    1.1639E+01
  2.2150E+00    1.1638E+01
  2.2250E+00    1.1638E+01
  2.2350E+00    1.1637E+01
  2.2450E+00    1.1636E+01
  2.2550E+00    1.1636E+01
  2.2650E+00    1.1635E+01
  2.2750E+00    1.1634E+01
  2.2850E+00    1.1634E+01
  2.2950E+00    1.1633E+01
  2.3050E+00    1.1632E+01
  2.3150E+00    1.1631E+01
  2.3250E+00    1.1631E+01
  2.3350E+00    1.1630E+01
  2.3450E+00    1.1629E+01
  2.3550E+00    1.1628E+01
  2.3650E+00    1.1628E+01
  2.3750E+00    1.1627E+01
  2.3850E+00    1.1626E+01
  2.3950E+00    1.1625E+01
  2.4050E+00    1.1625E+01
  2.4150E+00    1.1624E+01
  2.4250E+00    1.1623E+01
  2.4350E+00    1.1622E+01
  2.4450E+00    1.1622E+01
  2.4550E+00    1.1621E+01
  2.4650E+00    1.1620E+01
  2.4750E+00    1.1619E+01
  2.4850E+00    1.1619E+01
  2.4950E+00    1.1618E+01
  2.5050E+00    1.1617E+01
  2.5150E+00    1.1616E+01
  2.5250E+00    1.1615E+01
  2.5350E+00    1.1615E+01
  2.5450E+00    1.1614E+01
  2.5550E+00    1.1613E+01
  2.5650E+00    1.1612E+01
  2.5750E+00    1.1611E+01
  2.5850E+00    1.1610E+01
  2.5950E+00    1.1610E+01
  2.6050E+00    1.1609E+01
  2.6150E+00    1.1608E+01
  2.6250E+00    1.1607E+01
  2.6350E+00    1.1606E+01
  2.6450E+00    1.1605E+01
  2.6550E+00    1.1604E+01
  2.6650E+00    1.1603E+01
  2.6750E+00    1.1603E+01
  2.6850E+00    1.1602E+01
  2.6950E+00    1.1601E+01
  2.7050E+00    1.1600E+01
  2.7150E+00    1.1599E+01
  2.7250E+00    1.1598E+01
  2.7350E+00    1.1597E+01
  2.7450E+00    1.1596E+01
  2.7550E+00    1.1595E+01
  2.7650E+00    1.1594E+01
  2.7750E+00    1.1593E+01
  2.7850E+00    1.1591E+01
  2.7950E+00    1.1590E+01
  2.8050E+00    1.1589E+01
  2.8150E+00    1.1588E+01
  2.8250E+00    1.1587E+01
  2.8350E+00    1.1586E+01
  2.8450E+00    1.1584E+01
  2.8550E+00    1.1583E+01
  2.8650E+00    1.1582E+01
  2.8750E+00    1.1580E+01
  2.8850E+00    1.1579E+01
  2.8950E+00    1.1578E+01
  2.9050E+00    1.1576E+01
  2.9150E+00    1.1575E+01
  2.9250E+00    1.1573E+01
  2.9350E+00    1.1572E+01
  2.9450E+00    1.1570E+01
  2.9550E+00    1.1569E+01
  2.9650E+00    1.1568E+01
  2.9750E+00    1.1566E+01
  2.9850E+00    1.1566E+01
  2.9950E+00    1.1565E+01
