# Time          5.0000E+00
    Distance         pH
  5.0000E-03    4.8826E+00
  1.5000E-02    4.8874E+00
  2.5000E-02    4.8934E+00
  3.5000E-02    4.9008E+00
  4.5000E-02    4.9103E+00
  5.5000E-02    4.9226E+00
  6.5000E-02    4.9388E+00
  7.5000E-02    4.9605E+00
  8.5000E-02    4.9899E+00
  9.5000E-02    5.0305E+00
  1.0500E-01    5.0879E+00
  1.1500E-01    5.1714E+00
  1.2500E-01    5.2976E+00
  1.3500E-01    5.4902E+00
  1.4500E-01    5.7526E+00
  1.5500E-01    6.0226E+00
  1.6500E-01    6.2512E+00
  1.7500E-01    6.4412E+00
  1.8500E-01    6.6052E+00
  1.9500E-01    6.7519E+00
  2.0500E-01    6.8867E+00
  2.1500E-01    7.0128E+00
  2.2500E-01    7.1324E+00
  2.3500E-01    7.2468E+00
  2.4500E-01    7.3572E+00
  2.5500E-01    7.4640E+00
  2.6500E-01    7.5671E+00
  2.7500E-01    7.6666E+00
  2.8500E-01    7.7629E+00
  2.9500E-01    7.8560E+00
  3.0500E-01    7.9462E+00
  3.1500E-01    8.0334E+00
  3.2500E-01    8.1177E+00
  3.3500E-01    8.1991E+00
  3.4500E-01    8.2775E+00
  3.5500E-01    8.3530E+00
  3.6500E-01    8.4254E+00
  3.7500E-01    8.4948E+00
  3.8500E-01    8.5612E+00
  3.9500E-01    8.6246E+00
  4.0500E-01    8.6849E+00
  4.1500E-01    8.7423E+00
  4.2500E-01    8.7969E+00
  4.3500E-01    8.8487E+00
  4.4500E-01    8.8979E+00
  4.5500E-01    8.9447E+00
  4.6500E-01    8.9892E+00
  4.7500E-01    9.0316E+00
  4.8500E-01    9.0721E+00
  4.9500E-01    9.1108E+00
  5.0500E-01    9.1480E+00
  5.1500E-01    9.1837E+00
  5.2500E-01    9.2182E+00
  5.3500E-01    9.2516E+00
  5.4500E-01    9.2840E+00
  5.5500E-01    9.3156E+00
  5.6500E-01    9.3465E+00
  5.7500E-01    9.3769E+00
  5.8500E-01    9.4068E+00
  5.9500E-01    9.4364E+00
  6.0500E-01    9.4658E+00
  6.1500E-01    9.4952E+00
  6.2500E-01    9.5246E+00
  6.3500E-01    9.5543E+00
  6.4500E-01    9.5843E+00
  6.5500E-01    9.6149E+00
  6.6500E-01    9.6461E+00
  6.7500E-01    9.6782E+00
  6.8500E-01    9.7113E+00
  6.9500E-01    9.7457E+00
  7.0500E-01    9.7817E+00
  7.1500E-01    9.8194E+00
  7.2500E-01    9.8594E+00
  7.3500E-01    9.9019E+00
  7.4500E-01    9.9473E+00
  7.5500E-01    9.9963E+00
  7.6500E-01    1.0050E+01
  7.7500E-01    1.0108E+01
  7.8500E-01    1.0172E+01
  7.9500E-01    1.0243E+01
  8.0500E-01    1.0322E+01
  8.1500E-01    1.0412E+01
  8.2500E-01    1.0512E+01
  8.3500E-01    1.0626E+01
  8.4500E-01    1.0749E+01
  8.5500E-01    1.0878E+01
  8.6500E-01    1.1001E+01
  8.7500E-01    1.1110E+01
  8.8500E-01    1.1202E+01
  8.9500E-01    1.1278E+01
  9.0500E-01    1.1340E+01
  9.1500E-01    1.1392E+01
  9.2500E-01    1.1435E+01
  9.3500E-01    1.1471E+01
  9.4500E-01    1.1502E+01
  9.5500E-01    1.1528E+01
  9.6500E-01    1.1550E+01
  9.7500E-01    1.1569E+01
  9.8500E-01    1.1586E+01
  9.9500E-01    1.1600E+01
  1.0050E+00    1.1613E+01
  1.0150E+00    1.1624E+01
  1.0250E+00    1.1633E+01
  1.0350E+00    1.1641E+01
  1.0450E+00    1.1649E+01
  1.0550E+00    1.1655E+01
  1.0650E+00    1.1660E+01
  1.0750E+00    1.1665E+01
  1.0850E+00    1.1669E+01
  1.0950E+00    1.1672E+01
  1.1050E+00    1.1675E+01
  1.1150E+00    1.1678E+01
  1.1250E+00    1.1680E+01
  1.1350E+00    1.1682E+01
  1.1450E+00    1.1683E+01
  1.1550E+00    1.1685E+01
  1.1650E+00    1.1686E+01
  1.1750E+00    1.1687E+01
  1.1850E+00    1.1687E+01
  1.1950E+00    1.1688E+01
  1.2050E+00    1.1688E+01
  1.2150E+00    1.1689E+01
  1.2250E+00    1.1689E+01
  1.2350E+00    1.1689E+01
  1.2450E+00    1.1689E+01
  1.2550E+00    1.1689E+01
  1.2650E+00    1.1689E+01
  1.2750E+00    1.1689E+01
  1.2850E+00    1.1689E+01
  1.2950E+00    1.1689E+01
  1.3050E+00    1.1688E+01
  1.3150E+00    1.1688E+01
  1.3250E+00    1.1688E+01
  1.3350E+00    1.1687E+01
  1.3450E+00    1.1687E+01
  1.3550E+00    1.1687E+01
  1.3650E+00    1.1686E+01
  1.3750E+00    1.1686E+01
  1.3850E+00    1.1685E+01
  1.3950E+00    1.1685E+01
  1.4050E+00    1.1684E+01
  1.4150E+00    1.1684E+01
  1.4250E+00    1.1684E+01
  1.4350E+00    1.1683E+01
  1.4450E+00    1.1683E+01
  1.4550E+00    1.1682E+01
  1.4650E+00    1.1682E+01
  1.4750E+00    1.1681E+01
  1.4850E+00    1.1681E+01
  1.4950E+00    1.1680E+01
  1.5050E+00    1.1680E+01
  1.5150E+00    1.1679E+01
  1.5250E+00    1.1679E+01
  1.5350E+00    1.1678E+01
  1.5450E+00    1.1678E+01
  1.5550E+00    1.1677E+01
  1.5650E+00    1.1677E+01
  1.5750E+00    1.1676E+01
  1.5850E+00    1.1676E+01
  1.5950E+00    1.1675E+01
  1.6050E+00    1.1675E+01
  1.6150E+00    1.1674E+01
  1.6250E+00    1.1674E+01
  1.6350E+00    1.1673E+01
  1.6450E+00    1.1673E+01
  1.6550E+00    1.1672E+01
  1.6650E+00    1.1672E+01
  1.6750E+00    1.1671E+01
  1.6850E+00    1.1671E+01
  1.6950E+00    1.1670E+01
  1.7050E+00    1.1669E+01
  1.7150E+00    1.1669E+01
  1.7250E+00    1.1668E+01
  1.7350E+00    1.1668E+01
  1.7450E+00    1.1667E+01
  1.7550E+00    1.1667E+01
  1.7650E+00    1.1666E+01
  1.7750E+00    1.1666E+01
  1.7850E+00    1.1665E+01
  1.7950E+00    1.1665E+01
  1.8050E+00    1.1664E+01
  1.8150E+00    1.1663E+01
  1.8250E+00    1.1663E+01
  1.8350E+00    1.1662E+01
  1.8450E+00    1.1662E+01
  1.8550E+00    1.1661E+01
  1.8650E+00    1.1661E+01
  1.8750E+00    1.1660E+01
  1.8850E+00    1.1659E+01
  1.8950E+00    1.1659E+01
  1.9050E+00    1.1658E+01
  1.9150E+00    1.1658E+01
  1.9250E+00    1.1657E+01
  1.9350E+00    1.1657E+01
  1.9450E+00    1.1656E+01
  1.9550E+00    1.1655E+01
  1.9650E+00    1.1655E+01
  1.9750E+00    1.1654E+01
  1.9850E+00    1.1653E+01
  1.9950E+00    1.1653E+01
  2.0050E+00    1.1652E+01
  2.0150E+00    1.1652E+01
