# Time          1.5000E+01
# Units: Dimensionless (Log10(Q/Keq)
    Distance           Larnite          Kaolinite        K-Feldspar       Quartz           CO2_pump     
       5.0000E-03      -3.3164E+01      -4.3417E+00      -1.1543E+01      -2.6083E+00      -1.0033E+03
       1.5000E-02      -3.2983E+01      -4.0460E+00      -1.1169E+01      -2.4966E+00      -1.0033E+03
       2.5000E-02      -3.2821E+01      -3.8001E+00      -1.0867E+01      -2.4079E+00      -1.0033E+03
       3.5000E-02      -3.2679E+01      -3.5879E+00      -1.0611E+01      -2.3342E+00      -1.0033E+03
       4.5000E-02      -3.2558E+01      -3.4000E+00      -1.0388E+01      -2.2712E+00      -1.0033E+03
       5.5000E-02      -3.2456E+01      -3.2309E+00      -1.0191E+01      -2.2163E+00      -1.0033E+03
       6.5000E-02      -3.2369E+01      -3.0764E+00      -1.0014E+01      -2.1675E+00      -1.0032E+03
       7.5000E-02      -3.2295E+01      -2.9339E+00      -9.8529E+00      -2.1236E+00      -1.0032E+03
       8.5000E-02      -3.2231E+01      -2.8013E+00      -9.7046E+00      -2.0837E+00      -1.0032E+03
       9.5000E-02      -3.2174E+01      -2.6771E+00      -9.5672E+00      -2.0472E+00      -1.0032E+03
       1.0500E-01      -3.2123E+01      -2.5600E+00      -9.4392E+00      -2.0135E+00      -1.0032E+03
       1.1500E-01      -3.2075E+01      -2.4491E+00      -9.3190E+00      -1.9823E+00      -1.0032E+03
       1.2500E-01      -3.2030E+01      -2.3435E+00      -9.2058E+00      -1.9531E+00      -1.0032E+03
       1.3500E-01      -3.1987E+01      -2.2424E+00      -9.0986E+00      -1.9256E+00      -1.0032E+03
       1.4500E-01      -3.1946E+01      -2.1453E+00      -8.9966E+00      -1.8998E+00      -1.0032E+03
       1.5500E-01      -3.1906E+01      -2.0514E+00      -8.8991E+00      -1.8753E+00      -1.0032E+03
       1.6500E-01      -3.1868E+01      -1.9600E+00      -8.8054E+00      -1.8519E+00      -1.0032E+03
       1.7500E-01      -3.1831E+01      -1.8705E+00      -8.7146E+00      -1.8295E+00      -1.0032E+03
       1.8500E-01      -3.1794E+01      -1.7817E+00      -8.6258E+00      -1.8078E+00      -1.0032E+03
       1.9500E-01      -3.1757E+01      -1.6925E+00      -8.5379E+00      -1.7867E+00      -1.0032E+03
       2.0500E-01      -3.1720E+01      -1.6012E+00      -8.4492E+00      -1.7658E+00      -1.0032E+03
       2.1500E-01      -3.1681E+01      -1.5052E+00      -8.3577E+00      -1.7447E+00      -1.0032E+03
       2.2500E-01      -3.1639E+01      -1.4012E+00      -8.2604E+00      -1.7230E+00      -1.0031E+03
