# Time series at grid cell: 200   1   1
  Time(yrs)                  pH                     H+                     CO2(aq)                Mg++                   Ca++                  
  4.55799E-01                5.39214126788300E+00   3.22457912046140E-06   1.01360445095201E-06   1.12957131041644E-04   1.69680395867859E-04
  4.59414E-01                5.39238465887845E+00   3.23048389318400E-06   9.72712546039425E-07   1.12957742789563E-04   1.69681313139481E-04
  4.63394E-01                5.39264273704380E+00   3.23682106339851E-06   9.29760859388012E-07   1.12958416792448E-04   1.69682323930045E-04
  4.67603E-01                5.39290532022762E+00   3.24334815394186E-06   8.86525705991030E-07   1.12959128957535E-04   1.69683391951112E-04
  4.71474E-01                5.39313861354712E+00   3.24920798778165E-06   8.48526933834167E-07   1.12959780898699E-04   1.69684369346965E-04
  4.76452E-01                5.39342565695438E+00   3.25651523693308E-06   8.02430005452138E-07   1.12960629070643E-04   1.69685642240062E-04
  4.79994E-01                5.39362388249214E+00   3.26160260132072E-06   7.70967257722954E-07   1.12961219389863E-04   1.69686526697767E-04
  4.83210E-01                5.39379898522992E+00   3.26613099460372E-06   7.43475021392121E-07   1.12961761527536E-04   1.69687339725208E-04
  4.86947E-01                5.39399603870779E+00   3.27127351908916E-06   7.12928730418088E-07   1.12962397046535E-04   1.69688293505705E-04
  4.90835E-01                5.39419456847336E+00   3.27650008738847E-06   6.82585599485460E-07   1.12963056252678E-04   1.69689282676000E-04
  4.94944E-01                5.39439748888891E+00   3.28188808730921E-06   6.52058342540419E-07   1.12963753363617E-04   1.69690328849685E-04
  4.98778E-01                5.39458128782219E+00   3.28680240185259E-06   6.24843795822257E-07   1.12964401349193E-04   1.69691301098901E-04
  5.03557E-01                5.39480224373039E+00   3.29275980022135E-06   5.92788337561987E-07   1.12965216909744E-04   1.69692525632474E-04
  5.07023E-01                5.39495853075694E+00   3.29699245060443E-06   5.70486132154409E-07   1.12965797134580E-04   1.69693395799248E-04
  5.10327E-01                5.39510400468381E+00   3.30094945848630E-06   5.50060296912793E-07   1.12966356556678E-04   1.69694235412149E-04
  5.14293E-01                5.39527379305052E+00   3.30559117828730E-06   5.26689586856904E-07   1.12967033068466E-04   1.69695251295234E-04
  5.18090E-01                5.39543226605624E+00   3.30993979379139E-06   5.05313840933943E-07   1.12967676602998E-04   1.69696217326434E-04
  5.22336E-01                5.39560463613937E+00   3.31468607725348E-06   4.82605510441767E-07   1.12968399898709E-04   1.69697303465111E-04
  5.25966E-01                5.39574873341919E+00   3.31865994667709E-06   4.64027504746785E-07   1.12969012826732E-04   1.69698223469099E-04
  5.30027E-01                5.39590609050089E+00   3.32300610937930E-06   4.44238209739414E-07   1.12969704974814E-04   1.69699262951946E-04
  5.33478E-01                5.39603723096721E+00   3.32662796466343E-06   4.28112290058814E-07   1.12970287975195E-04   1.69700138149105E-04
  5.37498E-01                5.39618665661875E+00   3.33075390388317E-06   4.10223719264120E-07   1.12970974165113E-04   1.69701168850153E-04
  5.40999E-01                5.39631447403236E+00   3.33427813227636E-06   3.95294810009946E-07   1.12971566547490E-04   1.69702058289297E-04
  5.44785E-01                5.39645012651229E+00   3.33801001489880E-06   3.79880258302242E-07   1.12972211667787E-04   1.69703027290653E-04
  5.48779E-01                5.39659058379517E+00   3.34186236971427E-06   3.64392135727864E-07   1.12972891969854E-04   1.69704049159405E-04
  5.52317E-01                5.39671315582312E+00   3.34521000013764E-06   3.51248529293110E-07   1.12973491450015E-04   1.69704949431205E-04
  5.56769E-01                5.39686456166287E+00   3.34932276277165E-06   3.35583730634344E-07   1.12974253638401E-04   1.69706094639283E-04
  5.60100E-01                5.39697646257000E+00   3.35234441568267E-06   3.24330643364746E-07   1.12974814606630E-04   1.69706936931465E-04
  5.63229E-01                5.39708045500047E+00   3.35513572718870E-06   3.14155970425204E-07   1.12975346116344E-04   1.69707735300130E-04
  5.67025E-01                5.39720494308610E+00   3.35845361892210E-06   3.02380691563657E-07   1.12975995597356E-04   1.69708711223265E-04
  5.70191E-01                5.39730780327811E+00   3.36117463220443E-06   2.92932589805247E-07   1.12976531399714E-04   1.69709515987736E-04
  5.74083E-01                5.39743283850020E+00   3.36445191917627E-06   2.81860162608108E-07   1.12977197818858E-04   1.69710517430369E-04
  5.77447E-01                5.39754000041550E+00   3.36723490201804E-06   2.72676930673257E-07   1.12977768166765E-04   1.69711374196491E-04
  5.81060E-01                5.39765411361334E+00   3.37016673953529E-06   2.63242373720111E-07   1.12978384692279E-04   1.69712300590193E-04
  5.85178E-01                5.39778305993370E+00   3.37343860459203E-06   2.53017105508325E-07   1.12979088823386E-04   1.69713358726874E-04
  5.88489E-01                5.39788616779476E+00   3.37602399549909E-06   2.45119621039495E-07   1.12979649001272E-04   1.69714200228783E-04
  5.92083E-01                5.39799743267288E+00   3.37877806970804E-06   2.36917478653034E-07   1.12980262785070E-04   1.69715122590877E-04
  5.95708E-01                5.39810907658381E+00   3.38150421354291E-06   2.29006025002955E-07   1.12980880702344E-04   1.69716051134743E-04
  5.99371E-01                5.39822146592788E+00   3.38420788432119E-06   2.21357599936998E-07   1.12981505334348E-04   1.69716989793734E-04
  6.03803E-01                5.39835679623201E+00   3.38740537957826E-06   2.12594273036494E-07   1.12982264527047E-04   1.69718130874285E-04
  6.07063E-01                5.39845622581269E+00   3.38971885532949E-06   2.06393240482043E-07   1.12982814806802E-04   1.69718957563638E-04
  6.10208E-01                5.39855199353839E+00   3.39191416767931E-06   2.00637050728011E-07   1.12983350500761E-04   1.69719762586144E-04
  6.13934E-01                5.39866524585094E+00   3.39446589350988E-06   1.94125179011180E-07   1.12983988711848E-04   1.69720721870901E-04
  6.17073E-01                5.39876064487734E+00   3.39658109766333E-06   1.88843198810436E-07   1.12984521264559E-04   1.69721522122851E-04
  6.21102E-01                5.39888303456160E+00   3.39924103552600E-06   1.82390437179492E-07   1.12985212756202E-04   1.69722561583296E-04
  6.24349E-01                5.39898176028073E+00   3.40134941511812E-06   1.77390457378083E-07   1.12985763009078E-04   1.69723388440284E-04
  6.27607E-01                5.39908095420786E+00   3.40342966475085E-06   1.72565782565297E-07   1.12986318910816E-04   1.69724223954934E-04
  6.31925E-01                5.39921258629001E+00   3.40612715369046E-06   1.66501477794756E-07   1.12987060707693E-04   1.69725339116617E-04
  6.35024E-01                5.39930728800000E+00   3.40803199316765E-06   1.62306320009347E-07   1.12987583672797E-04   1.69726124932598E-04
  6.38024E-01                5.39939924045092E+00   3.40984832388195E-06   1.58386497863593E-07   1.12988095266240E-04   1.69726893868594E-04
  6.41743E-01                5.39951350606051E+00   3.41205720320568E-06   1.53746227464629E-07   1.12988733395702E-04   1.69727853184584E-04
  6.44768E-01                5.39960675367817E+00   3.41382567517925E-06   1.50104971488446E-07   1.12989246417788E-04   1.69728624203204E-04
  6.48437E-01                5.39972029618531E+00   3.41593088160193E-06   1.45878864000581E-07   1.12989875709895E-04   1.69729570239639E-04
  6.51850E-01                5.39982633899157E+00   3.41785507851709E-06   1.42106937985574E-07   1.12990457202360E-04   1.69730444289137E-04
  6.55688E-01                5.39994620701066E+00   3.41997660064604E-06   1.38050838039454E-07   1.12991114446506E-04   1.69731432333740E-04
  6.59911E-01                5.40007882080997E+00   3.42226079616202E-06   1.33808398908577E-07   1.12991837254698E-04   1.69732518950601E-04
  6.63287E-01                5.40018545538552E+00   3.42405507262153E-06   1.30544682053779E-07   1.12992409854569E-04   1.69733379574023E-04
  6.66734E-01                5.40029496902342E+00   3.42585446405305E-06   1.27342366187888E-07   1.12992998888288E-04   1.69734265054587E-04
  6.70658E-01                5.40042038287097E+00   3.42786122746797E-06   1.23865532156427E-07   1.12993671269179E-04   1.69735275917694E-04
  6.73859E-01                5.40052333276101E+00   3.42947077675392E-06   1.21129067834762E-07   1.12994214749277E-04   1.69736092828822E-04
  6.77692E-01                5.40064742139015E+00   3.43135951230804E-06   1.17997642396210E-07   1.12994872391826E-04   1.69737081573515E-04
  6.81024E-01                5.40075596872205E+00   3.43297226424787E-06   1.15379353983892E-07   1.12995439305247E-04   1.69737933772944E-04
  6.84624E-01                5.40087410156050E+00   3.43468162430402E-06   1.12662051486338E-07   1.12996055569347E-04   1.69738860278531E-04
  6.88779E-01                5.40101146420080E+00   3.43661094178063E-06   1.09677488391733E-07   1.12996767886723E-04   1.69739931249439E-04
  6.92027E-01                5.40111964550720E+00   3.43809289710428E-06   1.07424641234988E-07   1.12997318812051E-04   1.69740759387846E-04
  6.95412E-01                5.40123318434560E+00   3.43960867697629E-06   1.05164172871611E-07   1.12997897761654E-04   1.69741629800213E-04
  6.99255E-01                5.40136308522986E+00   3.44129395947240E-06   1.02711838095248E-07   1.12998556567972E-04   1.69742620336182E-04
  7.02442E-01                5.40147160849304E+00   3.44266679954652E-06   1.00745582421724E-07   1.12999098251166E-04   1.69743434644777E-04
  7.06367E-01                5.40160636963249E+00   3.44432124919607E-06   9.84304671869974E-08   1.12999772390578E-04   1.69744448279602E-04
  7.09696E-01                5.40172153063162E+00   3.44569828983300E-06   9.65384823306581E-08   1.13000338765937E-04   1.69745299742087E-04
  7.13145E-01                5.40184180335201E+00   3.44709713824201E-06   9.46477663970472E-08   1.13000928835200E-04   1.69746186914907E-04
  7.17488E-01                5.40199462213800E+00   3.44881577534477E-06   9.23844338556696E-08   1.13001675211984E-04   1.69747309210101E-04
  7.20669E-01                5.40210746006643E+00   3.45005147267791E-06   9.07782522224389E-08   1.13002213917525E-04   1.69748119030059E-04
  7.23739E-01                5.40221713836423E+00   3.45122219344215E-06   8.92764778867587E-08   1.13002738128932E-04   1.69748907172070E-04
  7.27432E-01                5.40235017394851E+00   3.45260065372672E-06   8.75461651536451E-08   1.13003372380526E-04   1.69749860869926E-04
  7.30500E-01                5.40246148897931E+00   3.45372433289367E-06   8.61526980093526E-08   1.13003894043915E-04   1.69750645152116E-04
  7.34249E-01                5.40259871687592E+00   3.45506716094164E-06   8.45165375664634E-08   1.13004538068072E-04   1.69751613557151E-04
  7.37770E-01                5.40272865559775E+00   3.45630159210618E-06   8.30390943679063E-08   1.13005139243489E-04   1.69752517452148E-04
  7.41463E-01                5.40286613501897E+00   3.45756682268739E-06   8.15440159349189E-08   1.13005771453192E-04   1.69753468052484E-04
  7.46072E-01                5.40303946302471E+00   3.45910169660665E-06   7.97706265163753E-08   1.13006563633993E-04   1.69754659278790E-04
  7.49396E-01                5.40316557764379E+00   3.46018552388535E-06   7.85286320923649E-08   1.13007126651471E-04   1.69755505710625E-04
  7.52357E-01                5.40327873148325E+00   3.46113209497693E-06   7.74512188460101E-08   1.13007631406813E-04   1.69756264620209E-04
  7.55560E-01                5.40340204381070E+00   3.46213479620884E-06   7.63271005878003E-08   1.13008180338196E-04   1.69757090032556E-04
  7.58811E-01                5.40352814525535E+00   3.46313048791165E-06   7.52233788458845E-08   1.13008736561708E-04   1.69757926400743E-04
  7.63108E-01                5.40369644898301E+00   3.46440956804259E-06   7.38265692103785E-08   1.13009476069061E-04   1.69759038468631E-04
  7.66755E-01                5.40384053105721E+00   3.46546842971099E-06   7.26848410262079E-08   1.13010097161583E-04   1.69759972328092E-04
  7.69978E-01                5.40396891925755E+00   3.46638329590599E-06   7.17010863778214E-08   1.13010646752344E-04   1.69760798683927E-04
  7.74368E-01                5.40414547376368E+00   3.46759171279153E-06   7.04221248135239E-08   1.13011402893687E-04   1.69761935787334E-04
  7.77680E-01                5.40427973753393E+00   3.46848147379478E-06   6.94853532890522E-08   1.13011964872257E-04   1.69762780739574E-04
  7.80660E-01                5.40440146265303E+00   3.46926448909604E-06   6.86606992430183E-08   1.13012473292322E-04   1.69763545208381E-04
  7.84409E-01                5.40455583193682E+00   3.47022228111173E-06   6.76655326769467E-08   1.13013117998025E-04   1.69764514724235E-04
  7.87589E-01                5.40468777078160E+00   3.47101509056509E-06   6.68454481800221E-08   1.13013659692521E-04   1.69765329235517E-04
  7.91185E-01                5.40483823811063E+00   3.47188695765663E-06   6.59452566352501E-08   1.13014276837193E-04   1.69766257282038E-04
  7.95220E-01                5.40500852109956E+00   3.47283452143356E-06   6.49788276227703E-08   1.13014969178204E-04   1.69767298420435E-04
  7.98538E-01                5.40514971953053E+00   3.47359300548923E-06   6.42021971629708E-08   1.13015534070066E-04   1.69768147814720E-04
  8.02241E-01                5.40530856595382E+00   3.47441358244693E-06   6.33629950807344E-08   1.13016169326064E-04   1.69769103105540E-04
  8.06009E-01                5.40547156871802E+00   3.47522245806799E-06   6.25413561758919E-08   1.13016814574863E-04   1.69770073412582E-04
  8.09501E-01                5.40562385855633E+00   3.47594936702457E-06   6.17969057206266E-08   1.13017411024782E-04   1.69770970311512E-04
  8.14431E-01                5.40584105734996E+00   3.47693241733372E-06   6.07991782746385E-08   1.13018261032984E-04   1.69772248644570E-04
  8.17727E-01                5.40598740738717E+00   3.47756945579102E-06   6.01433372277834E-08   1.13018818192755E-04   1.69773086377754E-04
  8.20455E-01                5.40610940741334E+00   3.47808321901715E-06   5.96075029190173E-08   1.13019282884524E-04   1.69773785115561E-04
  8.23238E-01                5.40623456738577E+00   3.47859296687062E-06   5.90767176895743E-08   1.13019759497426E-04   1.69774501842121E-04
  8.26719E-01                5.40639223977108E+00   3.47920881178943E-06   5.84363069951855E-08   1.13020358315523E-04   1.69775402399302E-04
  8.29876E-01                5.40653626890038E+00   3.47974945953935E-06   5.78664147624884E-08   1.13020897390278E-04   1.69776213047610E-04
  8.33801E-01                5.40671674415895E+00   3.48039463998182E-06   5.71877734063016E-08   1.13021572562970E-04   1.69777228435720E-04
  8.37033E-01                5.40686647622319E+00   3.48090753263339E-06   5.66400553671269E-08   1.13022123145368E-04   1.69778056372018E-04
  8.40581E-01                5.40703206748990E+00   3.48144844229931E-06   5.60522855744731E-08   1.13022731890219E-04   1.69778971835682E-04
  8.44644E-01                5.40722320831387E+00   3.48203950386002E-06   5.54081841603500E-08   1.13023429685765E-04   1.69780021244927E-04
  8.47952E-01                5.40738002382237E+00   3.48250178319618E-06   5.48903628997712E-08   1.13023993009451E-04   1.69780868349198E-04
  8.51693E-01                5.40755872151396E+00   3.48300063352178E-06   5.43215740576854E-08   1.13024635417480E-04   1.69781834455938E-04
  8.55421E-01                5.40773812036682E+00   3.48347407490835E-06   5.37746109444266E-08   1.13025273767337E-04   1.69782794446098E-04
  8.59058E-01                5.40791449971008E+00   3.48391351820892E-06   5.32489748766392E-08   1.13025896171014E-04   1.69783730450311E-04
  8.64052E-01                5.40815895965047E+00   3.48447617541137E-06   5.25648848511069E-08   1.13026757148538E-04   1.69785025334829E-04
  8.67388E-01                5.40832349430195E+00   3.48483314200169E-06   5.21092700824488E-08   1.13027321634418E-04   1.69785874163213E-04
  8.70197E-01                5.40846292045178E+00   3.48512034777110E-06   5.17285428806277E-08   1.13027800625743E-04   1.69786594461526E-04
  8.73065E-01                5.40860603267595E+00   3.48539963585177E-06   5.13519113832398E-08   1.13028292095404E-04   1.69787333575568E-04
  8.76551E-01                5.40878116047037E+00   3.48571902776425E-06   5.09079826687176E-08   1.13028891821647E-04   1.69788235538272E-04
  8.79963E-01                5.40895373365801E+00   3.48601242266681E-06   5.04806616854666E-08   1.13029475958267E-04   1.69789114023625E-04
  8.84477E-01                5.40918385620090E+00   3.48636795064526E-06   4.99447603399817E-08   1.13030253724008E-04   1.69790283773625E-04
  8.87694E-01                5.40934900301831E+00   3.48660431290153E-06   4.95617824809143E-08   1.13030799437123E-04   1.69791104417308E-04
  8.90844E-01                5.40951179908382E+00   3.48681964571260E-06   4.91925559551152E-08   1.13031338976587E-04   1.69791915824455E-04
  8.94685E-01                5.40971155587108E+00   3.48705848553254E-06   4.87626095690617E-08   1.13031999785328E-04   1.69792909667990E-04
  8.97870E-01                5.40987830835166E+00   3.48724016640667E-06   4.84066667853540E-08   1.13032542790966E-04   1.69793726282962E-04
  9.01861E-01                5.41008876487654E+00   3.48744271937262E-06   4.79768291429074E-08   1.13033229951085E-04   1.69794759763852E-04
  9.05384E-01                5.41027575668196E+00   3.48760177108782E-06   4.76069435615566E-08   1.13033831714158E-04   1.69795664764963E-04
  9.09092E-01                5.41047399426055E+00   3.48774757457820E-06   4.72207893408750E-08   1.13034467905425E-04   1.69796621568609E-04
  9.13689E-01                5.41072168698131E+00   3.48789585813201E-06   4.67664739417078E-08   1.13035259459888E-04   1.69797812076115E-04
  9.17102E-01                5.41090684650451E+00   3.48798760385163E-06   4.64274286311202E-08   1.13035839622149E-04   1.69798684569613E-04
  9.20344E-01                5.41108381938006E+00   3.48805825479247E-06   4.61083502440360E-08   1.13036394607524E-04   1.69799519229115E-04
  9.24129E-01                5.41129171431747E+00   3.48811860079582E-06   4.57532734223751E-08   1.13037045563045E-04   1.69800498271088E-04
  9.27420E-01                5.41147368110750E+00   3.48815425105621E-06   4.54444395083024E-08   1.13037607856616E-04   1.69801343931038E-04
  9.31657E-01                5.41170953459037E+00   3.48817297249958E-06   4.50622181616444E-08   1.13038337960053E-04   1.69802442030978E-04
  9.35269E-01                5.41191198980780E+00   3.48816892538997E-06   4.47435508679164E-08   1.13038954936627E-04   1.69803369939126E-04
  9.38784E-01                5.41211022428802E+00   3.48814614131570E-06   4.44326685519262E-08   1.13039557151784E-04   1.69804275657002E-04
  9.43822E-01                5.41239664960709E+00   3.48807608465940E-06   4.40160063311192E-08   1.13040427386903E-04   1.69805584552316E-04
  9.47181E-01                5.41258893748941E+00   3.48801212566978E-06   4.37317552530618E-08   1.13040996903268E-04   1.69806441056392E-04
  9.50045E-01                5.41275373813259E+00   3.48794500516968E-06   4.34889866627826E-08   1.13041486143144E-04   1.69807176842524E-04
  9.53053E-01                5.41292770917695E+00   3.48786068138267E-06   4.32441680363344E-08   1.13042002844620E-04   1.69807953969988E-04
  9.56548E-01                5.41313099571405E+00   3.48774439371007E-06   4.29666660029026E-08   1.13042604443028E-04   1.69808858805803E-04
  9.60301E-01                5.41335075483906E+00   3.48759855313467E-06   4.26730449068002E-08   1.13043249662636E-04   1.69809829246490E-04
  9.64537E-01                5.41360045277243E+00   3.48740754883108E-06   4.23584671370860E-08   1.13043978805355E-04   1.69810925918934E-04
  9.68025E-01                5.41380741004486E+00   3.48723213714167E-06   4.20940220311005E-08   1.13044574709082E-04   1.69811822158386E-04
  9.72037E-01                5.41404698260387E+00   3.48700671330718E-06   4.18008548336476E-08   1.13045265721984E-04   1.69812861480177E-04
  9.75767E-01                5.41427116079825E+00   3.48677649548775E-06   4.15343157960570E-08   1.13045905371392E-04   1.69813823538034E-04
  9.79940E-01                5.41452382256242E+00   3.48649339590286E-06   4.12378045996122E-08   1.13046624376605E-04   1.69814904969949E-04
  9.84340E-01                5.41479201636980E+00   3.48616671169494E-06   4.09405064116826E-08   1.13047381570766E-04   1.69816043843572E-04
  9.88040E-01                5.41501914794371E+00   3.48587164724398E-06   4.06846285266965E-08   1.13048015119802E-04   1.69816996721795E-04
  9.92153E-01                5.41527339153331E+00   3.48551866751100E-06   4.04104161443915E-08   1.13048724551414E-04   1.69818063758855E-04
  9.96007E-01                5.41551311200250E+00   3.48516599518320E-06   4.01592938160378E-08   1.13049386823893E-04   1.69819059860394E-04
  1.00000E+00                5.41576331410902E+00   3.48477689325157E-06   3.98983855478998E-08   1.13050075154425E-04   1.69820095162867E-04
  1.00445E+00                5.41604437991539E+00   3.48431362367423E-06   3.96243265518338E-08   1.13050844599302E-04   1.69821252482724E-04
  1.00807E+00                5.41627425718297E+00   3.48391764166300E-06   3.93946759581583E-08   1.13051465157555E-04   1.69822185838944E-04
  1.01197E+00                5.41652356950517E+00   3.48346817105821E-06   3.91551965419882E-08   1.13052138823078E-04   1.69823199090271E-04
  1.01594E+00                5.41677927926755E+00   3.48298645274141E-06   3.89201145338412E-08   1.13052824806074E-04   1.69824230876764E-04
  1.01987E+00                5.41703456955664E+00   3.48248549539124E-06   3.86840294304882E-08   1.13053504812524E-04   1.69825253672405E-04
  1.02480E+00                5.41735680060208E+00   3.48182159311541E-06   3.84105676701817E-08   1.13054361249389E-04   1.69826541859647E-04
  1.02833E+00                5.41758999169313E+00   3.48132505452266E-06   3.82026849440598E-08   1.13054968843462E-04   1.69827455727197E-04
  1.03165E+00                5.41780986880048E+00   3.48084231201930E-06   3.80109337913682E-08   1.13055542908968E-04   1.69828319165982E-04
  1.03536E+00                5.41805764513036E+00   3.48027991636614E-06   3.78085358891464E-08   1.13056188866609E-04   1.69829290762520E-04
  1.03888E+00                5.41829482965105E+00   3.47972531737498E-06   3.76118397339231E-08   1.13056801374125E-04   1.69830212044029E-04
  1.04426E+00                5.41866070589907E+00   3.47883144356321E-06   3.73405898342216E-08   1.13057747576522E-04   1.69831635268834E-04
  1.04779E+00                5.41890201564277E+00   3.47822573891013E-06   3.71502685024916E-08   1.13058355590905E-04   1.69832549785059E-04
  1.05061E+00                5.41909704305859E+00   3.47772544330768E-06   3.69939037286751E-08   1.13058847618302E-04   1.69833289826134E-04
  1.05347E+00                5.41929507509060E+00   3.47720601267894E-06   3.68447114025211E-08   1.13059347947036E-04   1.69834042375074E-04
  1.05728E+00                5.41956149106226E+00   3.47648712906420E-06   3.66550014418132E-08   1.13060020773307E-04   1.69835054400114E-04
  1.06068E+00                5.41980133323882E+00   3.47582416341367E-06   3.64814405047686E-08   1.13060618073191E-04   1.69835952817615E-04
  1.06463E+00                5.42008234269335E+00   3.47502523720581E-06   3.62944727560904E-08   1.13061317717178E-04   1.69837005170271E-04
  1.06817E+00                5.42033687343834E+00   3.47428404379610E-06   3.61215178286565E-08   1.13061944054114E-04   1.69837947260570E-04
  1.07263E+00                5.42066075985218E+00   3.47331215325257E-06   3.59138006802084E-08   1.13062740980145E-04   1.69839145938393E-04
  1.07654E+00                5.42094741448931E+00   3.47242961788302E-06   3.57348316451149E-08   1.13063436433558E-04   1.69840191990169E-04
  1.08032E+00                5.42122745128692E+00   3.47154645895057E-06   3.55554205895676E-08   1.13064112771087E-04   1.69841209277668E-04
  1.08558E+00                5.42162362757216E+00   3.47025386837907E-06   3.53328478872737E-08   1.13065068313340E-04   1.69842646528153E-04
  1.08914E+00                5.42189479829467E+00   3.46934995786462E-06   3.51660412496938E-08   1.13065707259468E-04   1.69843607586392E-04
  1.09222E+00                5.42213193187738E+00   3.46854419265391E-06   3.50220491830389E-08   1.13066266663082E-04   1.69844448975538E-04
  1.09548E+00                5.42238578852676E+00   3.46766361412470E-06   3.48802783072456E-08   1.13066864919444E-04   1.69845348813732E-04
  1.09916E+00                5.42267591619477E+00   3.46663445666974E-06   3.47200821645247E-08   1.13067544891397E-04   1.69846371563649E-04
  1.10408E+00                5.42307061493676E+00   3.46519180515638E-06   3.45230676506710E-08   1.13068464737775E-04   1.69847755099970E-04
  1.10789E+00                5.42338098816856E+00   3.46403184549165E-06   3.43642809435657E-08   1.13069174680337E-04   1.69848822933330E-04
  1.11123E+00                5.42365676255999E+00   3.46298106311894E-06   3.42183464705572E-08   1.13069803094077E-04   1.69849768112389E-04
  1.11527E+00                5.42399615595526E+00   3.46165607717976E-06   3.40599315469033E-08   1.13070575793639E-04   1.69850930299134E-04
  1.11885E+00                5.42430194705493E+00   3.46043760101242E-06   3.39144425344105E-08   1.13071262773826E-04   1.69851963572998E-04
  1.12317E+00                5.42467870429787E+00   3.45889829909600E-06   3.37458284948720E-08   1.13072107011329E-04   1.69853233337250E-04
  1.12727E+00                5.42504402714297E+00   3.45737027257003E-06   3.35923165175690E-08   1.13072915404276E-04   1.69854449201566E-04
  1.13156E+00                5.42543518707513E+00   3.45569457809580E-06   3.34255518001023E-08   1.13073774666119E-04   1.69855741547309E-04
  1.13658E+00                5.42590677410097E+00   3.45361596102323E-06   3.32491118025905E-08   1.13074802090751E-04   1.69857286785105E-04
  1.14041E+00                5.42627464710814E+00   3.45196121225343E-06   3.30989443385004E-08   1.13075589753428E-04   1.69858471454042E-04
  1.14406E+00                5.42663418730904E+00   3.45031132240511E-06   3.29603791531785E-08   1.13076357161667E-04   1.69859625609296E-04
  1.14819E+00                5.42705139875630E+00   3.44835322307266E-06   3.28161466040512E-08   1.13077242381601E-04   1.69860956925368E-04
  1.15199E+00                5.42744652435074E+00   3.44646194556933E-06   3.26741873202629E-08   1.13078070454248E-04   1.69862202307520E-04
  1.15741E+00                5.42803294007724E+00   3.44357267884399E-06   3.25031610739711E-08   1.13079293108432E-04   1.69864041002598E-04
  1.16104E+00                5.42843747476349E+00   3.44154467185970E-06   3.23666513480047E-08   1.13080117969183E-04   1.69865281580439E-04
  1.16419E+00                5.42879688435029E+00   3.43971458637448E-06   3.22511414228995E-08   1.13080849437778E-04   1.69866381616769E-04
  1.16753E+00                5.42919065873737E+00   3.43767585807105E-06   3.21390855390153E-08   1.13081647572054E-04   1.69867581876553E-04
  1.17134E+00                5.42965405790315E+00   3.43523283455803E-06   3.20095906816723E-08   1.13082579263847E-04   1.69868982956291E-04
  1.17627E+00                5.43028169949458E+00   3.43184584717275E-06   3.18612849503341E-08   1.13083829031291E-04   1.69870862283734E-04
  1.18013E+00                5.43079151885100E+00   3.42904843384391E-06   3.17339217353789E-08   1.13084827187371E-04   1.69872363345503E-04
  1.18367E+00                5.43127707132674E+00   3.42634356978978E-06   3.16129288349741E-08   1.13085772188031E-04   1.69873784389847E-04
  1.18804E+00                5.43190373611586E+00   3.42278616741792E-06   3.14855614935889E-08   1.13086984312211E-04   1.69875607006302E-04
  1.19168E+00                5.43244738705686E+00   3.41965612476801E-06   3.13657774468182E-08   1.13088021076407E-04   1.69877166030156E-04
  1.19589E+00                5.43310734983397E+00   3.41579263521453E-06   3.12401561895627E-08   1.13089272702660E-04   1.69879047979815E-04
  1.19995E+00                5.43377253105691E+00   3.41183999993011E-06   3.11217258292267E-08   1.13090519475375E-04   1.69880922666781E-04
  1.20465E+00                5.43459024958972E+00   3.40689935620332E-06   3.09840793432298E-08   1.13092038402763E-04   1.69883206425571E-04
  1.20922E+00                5.43543115721800E+00   3.40174080315602E-06   3.08589531841191E-08   1.13093580935610E-04   1.69885525707733E-04
  1.21358E+00                5.43627868760420E+00   3.39647203830844E-06   3.07282767471850E-08   1.13095119179051E-04   1.69887838496021E-04
  1.21921E+00                5.43746182511717E+00   3.38899050092784E-06   3.05887654647951E-08   1.13097245500344E-04   1.69891035164780E-04
  1.22309E+00                5.43832246789830E+00   3.38349653370431E-06   3.04668287299084E-08   1.13098767704392E-04   1.69893323971332E-04
  1.22643E+00                5.43909879989888E+00   3.37849927713161E-06   3.03676144263031E-08   1.13100133712283E-04   1.69895377725269E-04
  1.22987E+00                5.43993703558717E+00   3.37305848437559E-06   3.02750601213049E-08   1.13101599682359E-04   1.69897581640460E-04
  1.23404E+00                5.44101713187966E+00   3.36598133291548E-06   3.01632593911918E-08   1.13103473367949E-04   1.69900398341234E-04
  1.23872E+00                5.44231707293248E+00   3.35738012757032E-06   3.00536158414885E-08   1.13105704135010E-04   1.69903751821230E-04
  1.24277E+00                5.44351491173567E+00   3.34939889250149E-06   2.99457971574679E-08   1.13107736440563E-04   1.69906807135790E-04
  1.24713E+00                5.44489292384824E+00   3.34014908681487E-06   2.98378999816061E-08   1.13110055329113E-04   1.69910292989943E-04
  1.25156E+00                5.44639545322722E+00   3.32999688403213E-06   2.97352678418100E-08   1.13112557810371E-04   1.69914054826913E-04
  1.25603E+00                5.44802168318292E+00   3.31894638587032E-06   2.96246519201880E-08   1.13115238560763E-04   1.69918084585630E-04
  1.26112E+00                5.45003803183014E+00   3.30516249457326E-06   2.95196642422403E-08   1.13118526944642E-04   1.69923027463069E-04
  1.26517E+00                5.45175212973902E+00   3.29341074536940E-06   2.94147112815036E-08   1.13121289013345E-04   1.69927179701485E-04
  1.26941E+00                5.45367711013317E+00   3.28016856309736E-06   2.93238250612919E-08   1.13124364804637E-04   1.69931803026379E-04
