# Time          5.0000E+00
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.8826E+00      -4.8642E+00      -4.8095E+00      -3.9918E+00      -3.7021E+00      -4.7013E+00      -6.6015E+00      -3.0975E+00      -6.6383E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.6118E+00      -1.0122E+01      -6.7945E+00      -7.4648E+00      -1.0443E+01      -6.2486E+00      -1.9718E+01      -8.5875E+00      -7.1881E+00      -1.1641E+01      -9.2269E+00      -7.1909E+00      -1.4018E+01      -6.9046E+00      -1.3134E+01      -1.3033E+01      -9.0888E+00      -1.1632E+01      -1.2173E+01      -8.9844E+00      -1.2808E+01      -9.2822E+00      -1.4299E+01      -9.2297E+00
       1.5000E-02       4.8874E+00      -4.8690E+00      -4.8004E+00      -4.1465E+00      -3.6375E+00      -4.7069E+00      -6.4693E+00      -3.0987E+00      -6.6123E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5762E+00      -1.0077E+01      -6.7637E+00      -7.4002E+00      -1.0378E+01      -6.2347E+00      -1.9576E+01      -8.5472E+00      -7.1930E+00      -1.1504E+01      -9.2325E+00      -7.3456E+00      -1.3974E+01      -6.9059E+00      -1.2999E+01      -1.3030E+01      -9.0840E+00      -1.1614E+01      -1.2090E+01      -8.9059E+00      -1.2944E+01      -9.4230E+00      -1.4281E+01      -9.2170E+00
       2.5000E-02       4.8934E+00      -4.8749E+00      -4.7922E+00      -4.2999E+00      -3.5961E+00      -4.7146E+00      -6.3600E+00      -3.1004E+00      -6.5897E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.5419E+00      -1.0031E+01      -6.7353E+00      -7.3589E+00      -1.0337E+01      -6.2206E+00      -1.9455E+01      -8.5070E+00      -7.1989E+00      -1.1389E+01      -9.2403E+00      -7.4990E+00      -1.3930E+01      -6.9076E+00      -1.2885E+01      -1.3025E+01      -9.0780E+00      -1.1594E+01      -1.2029E+01      -8.8505E+00      -1.3078E+01      -9.5624E+00      -1.4263E+01      -9.2046E+00
       3.5000E-02       4.9008E+00      -4.8823E+00      -4.7850E+00      -4.4186E+00      -3.5723E+00      -4.7248E+00      -6.2640E+00      -3.1026E+00      -6.5709E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.5083E+00      -9.9823E+00      -6.7090E+00      -7.3350E+00      -1.0313E+01      -6.2059E+00      -1.9344E+01      -8.4659E+00      -7.2063E+00      -1.1286E+01      -9.2505E+00      -7.6178E+00      -1.3883E+01      -6.9098E+00      -1.2784E+01      -1.3020E+01      -9.0706E+00      -1.1571E+01      -1.1983E+01      -8.8119E+00      -1.3175E+01      -9.6664E+00      -1.4243E+01      -9.1921E+00
       4.5000E-02       4.9103E+00      -4.8918E+00      -4.7786E+00      -4.4968E+00      -3.5575E+00      -4.7378E+00      -6.1760E+00      -3.1055E+00      -6.5561E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4747E+00      -9.9297E+00      -6.6849E+00      -7.3203E+00      -1.0298E+01      -6.1900E+00      -1.9237E+01      -8.4229E+00      -7.2158E+00      -1.1188E+01      -9.2635E+00      -7.6960E+00      -1.3834E+01      -6.9127E+00      -1.2689E+01      -1.3014E+01      -9.0611E+00      -1.1546E+01      -1.1942E+01      -8.7813E+00      -1.3227E+01      -9.7288E+00      -1.4220E+01      -9.1791E+00
       5.5000E-02       4.9226E+00      -4.9041E+00      -4.7730E+00      -4.5481E+00      -3.5461E+00      -4.7538E+00      -6.0923E+00      -3.1091E+00      -6.5463E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4404E+00      -9.8708E+00      -6.6628E+00      -7.3090E+00      -1.0287E+01      -6.1721E+00      -1.9128E+01      -8.3763E+00      -7.2282E+00      -1.1092E+01      -9.2796E+00      -7.7474E+00      -1.3778E+01      -6.9164E+00      -1.2597E+01      -1.3005E+01      -9.0487E+00      -1.1516E+01      -1.1901E+01      -8.7521E+00      -1.3249E+01      -9.7622E+00      -1.4194E+01      -9.1649E+00
       6.5000E-02       4.9388E+00      -4.9203E+00      -4.7683E+00      -4.5868E+00      -3.5354E+00      -4.7730E+00      -6.0107E+00      -3.1137E+00      -6.5426E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4045E+00      -9.8024E+00      -6.6430E+00      -7.2984E+00      -1.0277E+01      -6.1510E+00      -1.9014E+01      -8.3241E+00      -7.2444E+00      -1.0994E+01      -9.2989E+00      -7.7862E+00      -1.3715E+01      -6.9211E+00      -1.2504E+01      -1.2993E+01      -9.0325E+00      -1.1478E+01      -1.1853E+01      -8.7205E+00      -1.3250E+01      -9.7800E+00      -1.4161E+01      -9.1486E+00
       7.5000E-02       4.9605E+00      -4.9420E+00      -4.7643E+00      -4.6210E+00      -3.5241E+00      -4.7957E+00      -5.9296E+00      -3.1194E+00      -6.5470E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3657E+00      -9.7203E+00      -6.6259E+00      -7.2872E+00      -1.0266E+01      -6.1253E+00      -1.8889E+01      -8.2637E+00      -7.2661E+00      -1.0891E+01      -9.3216E+00      -7.8205E+00      -1.3638E+01      -6.9268E+00      -1.2407E+01      -1.2977E+01      -9.0108E+00      -1.1431E+01      -1.1795E+01      -8.6836E+00      -1.3237E+01      -9.7886E+00      -1.4120E+01      -9.1286E+00
       8.5000E-02       4.9899E+00      -4.9713E+00      -4.7610E+00      -4.6539E+00      -3.5118E+00      -4.8219E+00      -5.8479E+00      -3.1262E+00      -6.5624E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3226E+00      -9.6184E+00      -6.6120E+00      -7.2751E+00      -1.0254E+01      -6.0927E+00      -1.8749E+01      -8.1912E+00      -7.2956E+00      -1.0780E+01      -9.3479E+00      -7.8536E+00      -1.3543E+01      -6.9337E+00      -1.2302E+01      -1.2955E+01      -8.9813E+00      -1.1369E+01      -1.1720E+01      -8.6388E+00      -1.3208E+01      -9.7890E+00      -1.4064E+01      -9.1028E+00
       9.5000E-02       5.0305E+00      -5.0119E+00      -4.7585E+00      -4.6865E+00      -3.4984E+00      -4.8516E+00      -5.7647E+00      -3.1344E+00      -6.5937E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2731E+00      -9.4876E+00      -6.6029E+00      -7.2619E+00      -1.0240E+01      -6.0495E+00      -1.8584E+01      -8.1011E+00      -7.3362E+00      -1.0656E+01      -9.3776E+00      -7.8864E+00      -1.3421E+01      -6.9420E+00      -1.2187E+01      -1.2923E+01      -8.9407E+00      -1.1285E+01      -1.1624E+01      -8.5825E+00      -1.3157E+01      -9.7787E+00      -1.3989E+01      -9.0680E+00
