# Time          1.5000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.8815E+00      -4.8631E+00      -4.8045E+00      -3.9437E+00      -3.7303E+00      -4.6988E+00      -6.6141E+00      -3.0970E+00      -6.6367E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.6124E+00      -1.0125E+01      -6.7939E+00      -7.4930E+00      -1.0471E+01      -6.2447E+00      -1.9732E+01      -8.5892E+00      -7.1870E+00      -1.1655E+01      -9.2244E+00      -7.1428E+00      -1.4020E+01      -6.9041E+00      -1.3148E+01      -1.3034E+01      -9.0899E+00      -1.1630E+01      -1.2199E+01      -9.0087E+00      -1.2758E+01      -9.2302E+00      -1.4295E+01      -9.2253E+00
       1.5000E-02       4.8837E+00      -4.8653E+00      -4.7859E+00      -3.9986E+00      -3.6997E+00      -4.6985E+00      -6.5024E+00      -3.0970E+00      -6.6069E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5783E+00      -1.0087E+01      -6.7621E+00      -7.4624E+00      -1.0440E+01      -6.2240E+00      -1.9616E+01      -8.5530E+00      -7.1892E+00      -1.1541E+01      -9.2242E+00      -7.1977E+00      -1.3982E+01      -6.9042E+00      -1.3034E+01      -1.3032E+01      -9.0877E+00      -1.1607E+01      -1.2145E+01      -8.9574E+00      -1.2790E+01      -9.2644E+00      -1.4273E+01      -9.2046E+00
       2.5000E-02       4.8858E+00      -4.8674E+00      -4.7688E+00      -4.0704E+00      -3.6676E+00      -4.6983E+00      -6.4137E+00      -3.0971E+00      -6.5793E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5463E+00      -1.0050E+01      -6.7322E+00      -7.4303E+00      -1.0408E+01      -6.2047E+00      -1.9523E+01      -8.5189E+00      -7.1914E+00      -1.1450E+01      -9.2240E+00      -7.2694E+00      -1.3946E+01      -6.9042E+00      -1.2943E+01      -1.3030E+01      -9.0856E+00      -1.1585E+01      -1.2092E+01      -8.9060E+00      -1.2840E+01      -9.3169E+00      -1.4251E+01      -9.1853E+00
       3.5000E-02       4.8880E+00      -4.8696E+00      -4.7531E+00      -4.1551E+00      -3.6381E+00      -4.6981E+00      -6.3400E+00      -3.0971E+00      -6.5534E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5161E+00      -1.0016E+01      -6.7042E+00      -7.4007E+00      -1.0379E+01      -6.1867E+00      -1.9445E+01      -8.4864E+00      -7.1936E+00      -1.1374E+01      -9.2238E+00      -7.3542E+00      -1.3911E+01      -6.9043E+00      -1.2867E+01      -1.3027E+01      -9.0834E+00      -1.1565E+01      -1.2042E+01      -8.8585E+00      -1.2904E+01      -9.3837E+00      -1.4231E+01      -9.1674E+00
       4.5000E-02       4.8903E+00      -4.8719E+00      -4.7385E+00      -4.2475E+00      -3.6134E+00      -4.6980E+00      -6.2770E+00      -3.0972E+00      -6.5292E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4874E+00      -9.9824E+00      -6.6777E+00      -7.3760E+00      -1.0354E+01      -6.1700E+00      -1.9378E+01      -8.4555E+00      -7.1958E+00      -1.1309E+01      -9.2236E+00      -7.4465E+00      -1.3878E+01      -6.9043E+00      -1.2802E+01      -1.3025E+01      -9.0811E+00      -1.1546E+01      -1.1998E+01      -8.8170E+00      -1.2978E+01      -9.4593E+00      -1.4212E+01      -9.1507E+00
       5.5000E-02       4.8925E+00      -4.8741E+00      -4.7251E+00      -4.3411E+00      -3.5942E+00      -4.6978E+00      -6.2221E+00      -3.0972E+00      -6.5063E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4600E+00      -9.9505E+00      -6.6526E+00      -7.3568E+00      -1.0335E+01      -6.1543E+00      -1.9318E+01      -8.4258E+00      -7.1981E+00      -1.1252E+01      -9.2235E+00      -7.5401E+00      -1.3846E+01      -6.9043E+00      -1.2745E+01      -1.3023E+01      -9.0789E+00      -1.1528E+01      -1.1961E+01      -8.7822E+00      -1.3053E+01      -9.5372E+00      -1.4194E+01      -9.1351E+00
       6.5000E-02       4.8948E+00      -4.8764E+00      -4.7128E+00      -4.4299E+00      -3.5800E+00      -4.6978E+00      -6.1733E+00      -3.0972E+00      -6.4848E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4339E+00      -9.9197E+00      -6.6288E+00      -7.3426E+00      -1.0321E+01      -6.1396E+00      -1.9265E+01      -8.3974E+00      -7.2004E+00      -1.1201E+01      -9.2234E+00      -7.6290E+00      -1.3815E+01      -6.9044E+00      -1.2694E+01      -1.3021E+01      -9.0766E+00      -1.1511E+01      -1.1930E+01      -8.7533E+00      -1.3125E+01      -9.6114E+00      -1.4177E+01      -9.1204E+00
       7.5000E-02       4.8972E+00      -4.8788E+00      -4.7014E+00      -4.5099E+00      -3.5697E+00      -4.6977E+00      -6.1294E+00      -3.0973E+00      -6.4644E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4088E+00      -9.8900E+00      -6.6061E+00      -7.3324E+00      -1.0310E+01      -6.1259E+00      -1.9216E+01      -8.3700E+00      -7.2027E+00      -1.1155E+01      -9.2234E+00      -7.7089E+00      -1.3786E+01      -6.9044E+00      -1.2647E+01      -1.3018E+01      -9.0742E+00      -1.1495E+01      -1.1903E+01      -8.7293E+00      -1.3189E+01      -9.6776E+00      -1.4161E+01      -9.1067E+00
       8.5000E-02       4.8995E+00      -4.8811E+00      -4.6909E+00      -4.5794E+00      -3.5623E+00      -4.6978E+00      -6.0895E+00      -3.0973E+00      -6.4451E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3848E+00      -9.8612E+00      -6.5844E+00      -7.3250E+00      -1.0303E+01      -6.1130E+00      -1.9172E+01      -8.3436E+00      -7.2050E+00      -1.1112E+01      -9.2234E+00      -7.7785E+00      -1.3757E+01      -6.9044E+00      -1.2605E+01      -1.3016E+01      -9.0719E+00      -1.1480E+01      -1.1881E+01      -8.7091E+00      -1.3244E+01      -9.7343E+00      -1.4146E+01      -9.0939E+00
       9.5000E-02       4.9020E+00      -4.8835E+00      -4.6812E+00      -4.6396E+00      -3.5569E+00      -4.6979E+00      -6.0530E+00      -3.0973E+00      -6.4267E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3616E+00      -9.8332E+00      -6.5636E+00      -7.3196E+00      -1.0298E+01      -6.1010E+00      -1.9130E+01      -8.3180E+00      -7.2075E+00      -1.1074E+01      -9.2235E+00      -7.8386E+00      -1.3729E+01      -6.9044E+00      -1.2566E+01      -1.3014E+01      -9.0695E+00      -1.1465E+01      -1.1861E+01      -8.6916E+00      -1.3289E+01      -9.7824E+00      -1.4132E+01      -9.0819E+00
       1.0500E-01       4.9044E+00      -4.8860E+00      -4.6724E+00      -4.6928E+00      -3.5527E+00      -4.6982E+00      -6.0194E+00      -3.0973E+00      -6.4091E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3392E+00      -9.8059E+00      -6.5436E+00      -7.3154E+00      -1.0293E+01      -6.0897E+00      -1.9092E+01      -8.2931E+00      -7.2099E+00      -1.1037E+01      -9.2238E+00      -7.8918E+00      -1.3702E+01      -6.9045E+00      -1.2530E+01      -1.3011E+01      -9.0670E+00      -1.1452E+01      -1.1843E+01      -8.6761E+00      -1.3329E+01      -9.8243E+00      -1.4118E+01      -9.0706E+00
       1.1500E-01       4.9069E+00      -4.8885E+00      -4.6643E+00      -4.7416E+00      -3.5493E+00      -4.6985E+00      -5.9881E+00      -3.0974E+00      -6.3924E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3175E+00      -9.7793E+00      -6.5244E+00      -7.3120E+00      -1.0290E+01      -6.0791E+00      -1.9056E+01      -8.2689E+00      -7.2124E+00      -1.1004E+01      -9.2242E+00      -7.9407E+00      -1.3675E+01      -6.9045E+00      -1.2497E+01      -1.3009E+01      -9.0645E+00      -1.1439E+01      -1.1827E+01      -8.6622E+00      -1.3365E+01      -9.8626E+00      -1.4105E+01      -9.0600E+00
       1.2500E-01       4.9094E+00      -4.8910E+00      -4.6569E+00      -4.7882E+00      -3.5464E+00      -4.6991E+00      -5.9589E+00      -3.0974E+00      -6.3763E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2964E+00      -9.7531E+00      -6.5058E+00      -7.3091E+00      -1.0287E+01      -6.0692E+00      -1.9021E+01      -8.2453E+00      -7.2149E+00      -1.0972E+01      -9.2247E+00      -7.9872E+00      -1.3649E+01      -6.9045E+00      -1.2465E+01      -1.3006E+01      -9.0620E+00      -1.1426E+01      -1.1811E+01      -8.6493E+00      -1.3399E+01      -9.8992E+00      -1.4092E+01      -9.0502E+00
