# Time          2.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.8815E+00      -4.8631E+00      -4.8045E+00      -3.9374E+00      -3.7342E+00      -4.6988E+00      -6.6141E+00      -3.0970E+00      -6.6367E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.6124E+00      -1.0125E+01      -6.7939E+00      -7.4969E+00      -1.0475E+01      -6.2447E+00      -1.9732E+01      -8.5892E+00      -7.1870E+00      -1.1655E+01      -9.2244E+00      -7.1365E+00      -1.4020E+01      -6.9041E+00      -1.3148E+01      -1.3034E+01      -9.0899E+00      -1.1630E+01      -1.2202E+01      -9.0126E+00      -1.2751E+01      -9.2240E+00      -1.4295E+01      -9.2253E+00
       1.5000E-02       4.8837E+00      -4.8653E+00      -4.7859E+00      -3.9772E+00      -3.7110E+00      -4.6984E+00      -6.5024E+00      -3.0970E+00      -6.6069E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5783E+00      -1.0087E+01      -6.7621E+00      -7.4736E+00      -1.0452E+01      -6.2240E+00      -1.9616E+01      -8.5530E+00      -7.1892E+00      -1.1541E+01      -9.2241E+00      -7.1763E+00      -1.3982E+01      -6.9042E+00      -1.3034E+01      -1.3032E+01      -9.0877E+00      -1.1607E+01      -1.2156E+01      -8.9686E+00      -1.2768E+01      -9.2430E+00      -1.4272E+01      -9.2046E+00
       2.5000E-02       4.8858E+00      -4.8674E+00      -4.7688E+00      -4.0300E+00      -3.6847E+00      -4.6981E+00      -6.4137E+00      -3.0971E+00      -6.5793E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5463E+00      -1.0050E+01      -6.7322E+00      -7.4474E+00      -1.0425E+01      -6.2047E+00      -1.9523E+01      -8.5189E+00      -7.1914E+00      -1.1450E+01      -9.2237E+00      -7.2291E+00      -1.3946E+01      -6.9042E+00      -1.2943E+01      -1.3030E+01      -9.0856E+00      -1.1585E+01      -1.2109E+01      -8.9231E+00      -1.2800E+01      -9.2766E+00      -1.4251E+01      -9.1853E+00
       3.5000E-02       4.8880E+00      -4.8696E+00      -4.7531E+00      -4.0947E+00      -3.6583E+00      -4.6978E+00      -6.3400E+00      -3.0971E+00      -6.5534E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5161E+00      -1.0016E+01      -6.7042E+00      -7.4210E+00      -1.0399E+01      -6.1867E+00      -1.9445E+01      -8.4864E+00      -7.1936E+00      -1.1374E+01      -9.2234E+00      -7.2938E+00      -1.3911E+01      -6.9042E+00      -1.2867E+01      -1.3027E+01      -9.0834E+00      -1.1565E+01      -1.2062E+01      -8.8787E+00      -1.2844E+01      -9.3233E+00      -1.4231E+01      -9.1674E+00
       4.5000E-02       4.8903E+00      -4.8719E+00      -4.7385E+00      -4.1689E+00      -3.6340E+00      -4.6975E+00      -6.2770E+00      -3.0971E+00      -6.5292E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.4874E+00      -9.9824E+00      -6.6777E+00      -7.3966E+00      -1.0375E+01      -6.1700E+00      -1.9378E+01      -8.4555E+00      -7.1958E+00      -1.1309E+01      -9.2231E+00      -7.3679E+00      -1.3878E+01      -6.9043E+00      -1.2802E+01      -1.3025E+01      -9.0811E+00      -1.1546E+01      -1.2019E+01      -8.8376E+00      -1.2899E+01      -9.3806E+00      -1.4212E+01      -9.1507E+00
       5.5000E-02       4.8925E+00      -4.8741E+00      -4.7251E+00      -4.2493E+00      -3.6130E+00      -4.6972E+00      -6.2221E+00      -3.0972E+00      -6.5063E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4600E+00      -9.9505E+00      -6.6526E+00      -7.3757E+00      -1.0354E+01      -6.1543E+00      -1.9318E+01      -8.4258E+00      -7.1981E+00      -1.1252E+01      -9.2228E+00      -7.4483E+00      -1.3846E+01      -6.9043E+00      -1.2745E+01      -1.3023E+01      -9.0789E+00      -1.1528E+01      -1.1980E+01      -8.8010E+00      -1.2962E+01      -9.4454E+00      -1.4194E+01      -9.1350E+00
       6.5000E-02       4.8948E+00      -4.8764E+00      -4.7128E+00      -4.3322E+00      -3.5958E+00      -4.6969E+00      -6.1733E+00      -3.0972E+00      -6.4848E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4339E+00      -9.9197E+00      -6.6288E+00      -7.3585E+00      -1.0337E+01      -6.1396E+00      -1.9265E+01      -8.3974E+00      -7.2004E+00      -1.1201E+01      -9.2225E+00      -7.5313E+00      -1.3815E+01      -6.9043E+00      -1.2694E+01      -1.3021E+01      -9.0766E+00      -1.1511E+01      -1.1946E+01      -8.7692E+00      -1.3028E+01      -9.5137E+00      -1.4177E+01      -9.1204E+00
       7.5000E-02       4.8972E+00      -4.8788E+00      -4.7014E+00      -4.4140E+00      -3.5823E+00      -4.6966E+00      -6.1294E+00      -3.0972E+00      -6.4644E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4088E+00      -9.8900E+00      -6.6061E+00      -7.3450E+00      -1.0323E+01      -6.1259E+00      -1.9216E+01      -8.3700E+00      -7.2027E+00      -1.1155E+01      -9.2222E+00      -7.6131E+00      -1.3786E+01      -6.9044E+00      -1.2647E+01      -1.3018E+01      -9.0742E+00      -1.1495E+01      -1.1916E+01      -8.7419E+00      -1.3093E+01      -9.5818E+00      -1.4161E+01      -9.1067E+00
       8.5000E-02       4.8995E+00      -4.8811E+00      -4.6909E+00      -4.4914E+00      -3.5720E+00      -4.6963E+00      -6.0895E+00      -3.0972E+00      -6.4451E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3848E+00      -9.8612E+00      -6.5844E+00      -7.3346E+00      -1.0313E+01      -6.1130E+00      -1.9172E+01      -8.3436E+00      -7.2051E+00      -1.1112E+01      -9.2219E+00      -7.6905E+00      -1.3757E+01      -6.9044E+00      -1.2605E+01      -1.3016E+01      -9.0719E+00      -1.1480E+01      -1.1891E+01      -8.7187E+00      -1.3156E+01      -9.6463E+00      -1.4146E+01      -9.0939E+00
       9.5000E-02       4.9019E+00      -4.8835E+00      -4.6812E+00      -4.5625E+00      -3.5641E+00      -4.6960E+00      -6.0530E+00      -3.0973E+00      -6.4267E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3616E+00      -9.8332E+00      -6.5636E+00      -7.3268E+00      -1.0305E+01      -6.1010E+00      -1.9130E+01      -8.3180E+00      -7.2075E+00      -1.1074E+01      -9.2216E+00      -7.7616E+00      -1.3729E+01      -6.9044E+00      -1.2566E+01      -1.3014E+01      -9.0695E+00      -1.1465E+01      -1.1868E+01      -8.6988E+00      -1.3212E+01      -9.7053E+00      -1.4131E+01      -9.0818E+00
       1.0500E-01       4.9044E+00      -4.8860E+00      -4.6724E+00      -4.6267E+00      -3.5581E+00      -4.6957E+00      -6.0194E+00      -3.0973E+00      -6.4091E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3392E+00      -9.8059E+00      -6.5436E+00      -7.3208E+00      -1.0299E+01      -6.0897E+00      -1.9092E+01      -8.2931E+00      -7.2099E+00      -1.1037E+01      -9.2213E+00      -7.8257E+00      -1.3702E+01      -6.9044E+00      -1.2530E+01      -1.3011E+01      -9.0670E+00      -1.1452E+01      -1.1849E+01      -8.6815E+00      -1.3263E+01      -9.7582E+00      -1.4118E+01      -9.0705E+00
       1.1500E-01       4.9069E+00      -4.8885E+00      -4.6643E+00      -4.6846E+00      -3.5535E+00      -4.6954E+00      -5.9881E+00      -3.0973E+00      -6.3924E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3175E+00      -9.7793E+00      -6.5244E+00      -7.3162E+00      -1.0294E+01      -6.0791E+00      -1.9056E+01      -8.2689E+00      -7.2124E+00      -1.1004E+01      -9.2210E+00      -7.8836E+00      -1.3675E+01      -6.9044E+00      -1.2496E+01      -1.3009E+01      -9.0645E+00      -1.1439E+01      -1.1831E+01      -8.6663E+00      -1.3307E+01      -9.8055E+00      -1.4105E+01      -9.0600E+00
       1.2500E-01       4.9094E+00      -4.8910E+00      -4.6569E+00      -4.7375E+00      -3.5498E+00      -4.6951E+00      -5.9589E+00      -3.0973E+00      -6.3763E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2964E+00      -9.7531E+00      -6.5058E+00      -7.3125E+00      -1.0291E+01      -6.0692E+00      -1.9021E+01      -8.2453E+00      -7.2149E+00      -1.0972E+01      -9.2208E+00      -7.9366E+00      -1.3649E+01      -6.9044E+00      -1.2465E+01      -1.3006E+01      -9.0620E+00      -1.1426E+01      -1.1815E+01      -8.6527E+00      -1.3348E+01      -9.8486E+00      -1.4092E+01      -9.0501E+00
       1.3500E-01       4.9120E+00      -4.8935E+00      -4.6502E+00      -4.7871E+00      -3.5468E+00      -4.6949E+00      -5.9314E+00      -3.0973E+00      -6.3609E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2758E+00      -9.7275E+00      -6.4878E+00      -7.3094E+00      -1.0287E+01      -6.0599E+00      -1.8989E+01      -8.2222E+00      -7.2175E+00      -1.0942E+01      -9.2206E+00      -7.9862E+00      -1.3623E+01      -6.9044E+00      -1.2435E+01      -1.3004E+01      -9.0594E+00      -1.1414E+01      -1.1800E+01      -8.6404E+00      -1.3386E+01      -9.8889E+00      -1.4080E+01      -9.0408E+00
       1.4500E-01       4.9146E+00      -4.8962E+00      -4.6441E+00      -4.8346E+00      -3.5442E+00      -4.6947E+00      -5.9056E+00      -3.0973E+00      -6.3461E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2557E+00      -9.7021E+00      -6.4703E+00      -7.3068E+00      -1.0285E+01      -6.0512E+00      -1.8958E+01      -8.1995E+00      -7.2201E+00      -1.0913E+01      -9.2204E+00      -8.0337E+00      -1.3598E+01      -6.9044E+00      -1.2406E+01      -1.3001E+01      -9.0568E+00      -1.1403E+01      -1.1786E+01      -8.6291E+00      -1.3422E+01      -9.9277E+00      -1.4069E+01      -9.0321E+00
       1.5500E-01       4.9173E+00      -4.8989E+00      -4.6387E+00      -4.8810E+00      -3.5419E+00      -4.6946E+00      -5.8811E+00      -3.0973E+00      -6.3317E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2360E+00      -9.6770E+00      -6.4533E+00      -7.3046E+00      -1.0283E+01      -6.0431E+00      -1.8928E+01      -8.1771E+00      -7.2228E+00      -1.0886E+01      -9.2202E+00      -8.0800E+00      -1.3573E+01      -6.9045E+00      -1.2379E+01      -1.2998E+01      -9.0541E+00      -1.1392E+01      -1.1773E+01      -8.6187E+00      -1.3457E+01      -9.9659E+00      -1.4058E+01      -9.0240E+00
       1.6500E-01       4.9200E+00      -4.9016E+00      -4.6338E+00      -4.9268E+00      -3.5399E+00      -4.6945E+00      -5.8577E+00      -3.0973E+00      -6.3177E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.2164E+00      -9.6519E+00      -6.4365E+00      -7.3025E+00      -1.0281E+01      -6.0355E+00      -1.8899E+01      -8.1548E+00      -7.2255E+00      -1.0860E+01      -9.2201E+00      -8.1258E+00      -1.3548E+01      -6.9045E+00      -1.2353E+01      -1.2996E+01      -9.0514E+00      -1.1382E+01      -1.1760E+01      -8.6091E+00      -1.3493E+01      -1.0004E+01      -1.4048E+01      -9.0164E+00
