# Time          3.0000E+01
# Units: Log10 mol/kgw
    Distance      pH               H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer           Al(OH)2+         AlO2-            AlOH++           CaCl+            CaCl2(aq)        HCO3-            H2SiO4--         HAlO2(aq)        HCl(aq)          HSiO3-           KCl(aq)          MgCl+            NaAlO2(aq)       NaCl(aq)         NaHSiO3(aq)      NaOH(aq)         OH-              CO3--            CaCO3(aq)        CaHCO3+          MgCO3(aq)        MgHCO3+          NaCO3-           NaHCO3(aq)   
       5.0000E-03       4.8815E+00      -4.8631E+00      -4.8045E+00      -3.9309E+00      -3.7384E+00      -4.6987E+00      -6.6141E+00      -3.0970E+00      -6.6367E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.6124E+00      -1.0125E+01      -6.7939E+00      -7.5010E+00      -1.0479E+01      -6.2447E+00      -1.9732E+01      -8.5892E+00      -7.1870E+00      -1.1655E+01      -9.2244E+00      -7.1300E+00      -1.4020E+01      -6.9041E+00      -1.3148E+01      -1.3034E+01      -9.0899E+00      -1.1630E+01      -1.2207E+01      -9.0168E+00      -1.2745E+01      -9.2175E+00      -1.4295E+01      -9.2253E+00
       1.5000E-02       4.8837E+00      -4.8653E+00      -4.7859E+00      -3.9547E+00      -3.7237E+00      -4.6984E+00      -6.5024E+00      -3.0970E+00      -6.6069E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5783E+00      -1.0087E+01      -6.7621E+00      -7.4863E+00      -1.0464E+01      -6.2240E+00      -1.9616E+01      -8.5530E+00      -7.1892E+00      -1.1541E+01      -9.2240E+00      -7.1538E+00      -1.3982E+01      -6.9042E+00      -1.3034E+01      -1.3032E+01      -9.0877E+00      -1.1607E+01      -1.2169E+01      -8.9813E+00      -1.2746E+01      -9.2205E+00      -1.4272E+01      -9.2046E+00
       2.5000E-02       4.8858E+00      -4.8674E+00      -4.7688E+00      -3.9870E+00      -3.7058E+00      -4.6980E+00      -6.4137E+00      -3.0970E+00      -6.5793E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5463E+00      -1.0050E+01      -6.7322E+00      -7.4684E+00      -1.0446E+01      -6.2047E+00      -1.9523E+01      -8.5189E+00      -7.1914E+00      -1.1450E+01      -9.2236E+00      -7.1860E+00      -1.3946E+01      -6.9042E+00      -1.2943E+01      -1.3030E+01      -9.0856E+00      -1.1585E+01      -1.2130E+01      -8.9441E+00      -1.2756E+01      -9.2335E+00      -1.4251E+01      -9.1853E+00
       3.5000E-02       4.8880E+00      -4.8696E+00      -4.7531E+00      -4.0277E+00      -3.6858E+00      -4.6976E+00      -6.3400E+00      -3.0971E+00      -6.5534E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.5161E+00      -1.0016E+01      -6.7042E+00      -7.4485E+00      -1.0427E+01      -6.1867E+00      -1.9445E+01      -8.4864E+00      -7.1936E+00      -1.1374E+01      -9.2233E+00      -7.2268E+00      -1.3911E+01      -6.9042E+00      -1.2867E+01      -1.3027E+01      -9.0834E+00      -1.1565E+01      -1.2090E+01      -8.9062E+00      -1.2777E+01      -9.2562E+00      -1.4231E+01      -9.1674E+00
       4.5000E-02       4.8903E+00      -4.8719E+00      -4.7385E+00      -4.0766E+00      -3.6652E+00      -4.6973E+00      -6.2770E+00      -3.0971E+00      -6.5292E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.4874E+00      -9.9824E+00      -6.6777E+00      -7.4278E+00      -1.0406E+01      -6.1700E+00      -1.9378E+01      -8.4554E+00      -7.1958E+00      -1.1309E+01      -9.2229E+00      -7.2756E+00      -1.3878E+01      -6.9042E+00      -1.2802E+01      -1.3025E+01      -9.0811E+00      -1.1546E+01      -1.2050E+01      -8.8688E+00      -1.2807E+01      -9.2884E+00      -1.4212E+01      -9.1506E+00
       5.5000E-02       4.8925E+00      -4.8741E+00      -4.7251E+00      -4.1328E+00      -3.6451E+00      -4.6969E+00      -6.2221E+00      -3.0971E+00      -6.5063E+00      -2.9855E+00      -3.6990E+00      -3.6990E+00      -7.4600E+00      -9.9505E+00      -6.6526E+00      -7.4078E+00      -1.0386E+01      -6.1543E+00      -1.9318E+01      -8.4258E+00      -7.1981E+00      -1.1252E+01      -9.2226E+00      -7.3319E+00      -1.3846E+01      -6.9043E+00      -1.2745E+01      -1.3023E+01      -9.0789E+00      -1.1528E+01      -1.2012E+01      -8.8331E+00      -1.2845E+01      -9.3289E+00      -1.4194E+01      -9.1350E+00
       6.5000E-02       4.8948E+00      -4.8764E+00      -4.7128E+00      -4.1952E+00      -3.6266E+00      -4.6966E+00      -6.1733E+00      -3.0971E+00      -6.4848E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4339E+00      -9.9197E+00      -6.6288E+00      -7.3892E+00      -1.0367E+01      -6.1396E+00      -1.9265E+01      -8.3974E+00      -7.2004E+00      -1.1201E+01      -9.2222E+00      -7.3943E+00      -1.3815E+01      -6.9043E+00      -1.2694E+01      -1.3021E+01      -9.0766E+00      -1.1511E+01      -1.1976E+01      -8.7999E+00      -1.2891E+01      -9.3766E+00      -1.4177E+01      -9.1203E+00
       7.5000E-02       4.8972E+00      -4.8788E+00      -4.7014E+00      -4.2622E+00      -3.6101E+00      -4.6962E+00      -6.1294E+00      -3.0972E+00      -6.4644E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.4088E+00      -9.8900E+00      -6.6061E+00      -7.3727E+00      -1.0351E+01      -6.1259E+00      -1.9216E+01      -8.3700E+00      -7.2027E+00      -1.1155E+01      -9.2219E+00      -7.4613E+00      -1.3786E+01      -6.9043E+00      -1.2647E+01      -1.3018E+01      -9.0742E+00      -1.1495E+01      -1.1944E+01      -8.7696E+00      -1.2942E+01      -9.4300E+00      -1.4161E+01      -9.1066E+00
       8.5000E-02       4.8995E+00      -4.8811E+00      -4.6909E+00      -4.3322E+00      -3.5958E+00      -4.6959E+00      -6.0896E+00      -3.0972E+00      -6.4451E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3848E+00      -9.8612E+00      -6.5844E+00      -7.3585E+00      -1.0337E+01      -6.1130E+00      -1.9172E+01      -8.3436E+00      -7.2051E+00      -1.1112E+01      -9.2215E+00      -7.5313E+00      -1.3757E+01      -6.9043E+00      -1.2605E+01      -1.3016E+01      -9.0719E+00      -1.1480E+01      -1.1914E+01      -8.7426E+00      -1.2996E+01      -9.4871E+00      -1.4146E+01      -9.0938E+00
       9.5000E-02       4.9019E+00      -4.8835E+00      -4.6812E+00      -4.4033E+00      -3.5839E+00      -4.6955E+00      -6.0530E+00      -3.0972E+00      -6.4267E+00      -2.9854E+00      -3.6990E+00      -3.6990E+00      -7.3616E+00      -9.8332E+00      -6.5636E+00      -7.3466E+00      -1.0325E+01      -6.1010E+00      -1.9130E+01      -8.3180E+00      -7.2075E+00      -1.1074E+01      -9.2211E+00      -7.6024E+00      -1.3729E+01      -6.9044E+00      -1.2566E+01      -1.3014E+01      -9.0695E+00      -1.1465E+01      -1.1888E+01      -8.7186E+00      -1.3053E+01      -9.5461E+00      -1.4131E+01      -9.0818E+00
