# Time          2.0000E+01
# Units: Mol/kgw
    Distance           H+               CO2(aq)          Mg++             Ca++             K+               SiO2(aq)         Na+              Al+++            Cl-              NO3-             Tracer       
       5.0000E-03       1.2980E-05       1.6255E-05       1.1557E-04       1.8444E-04       2.0010E-05       2.4315E-07       7.9998E-04       4.1864E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.5000E-02       1.2868E-05       1.6970E-05       1.0546E-04       1.9458E-04       2.0026E-05       3.1446E-07       7.9992E-04       4.4946E-07       1.0343E-03       2.0000E-04       2.0000E-04
       2.5000E-02       1.2755E-05       1.7655E-05       9.3377E-05       2.0670E-04       2.0041E-05       3.8577E-07       7.9986E-04       4.8027E-07       1.0343E-03       2.0000E-04       2.0000E-04
       3.5000E-02       1.2642E-05       1.8311E-05       8.0458E-05       2.1966E-04       2.0055E-05       4.5709E-07       7.9979E-04       5.1108E-07       1.0343E-03       2.0000E-04       2.0000E-04
       4.5000E-02       1.2530E-05       1.8937E-05       6.7831E-05       2.3232E-04       2.0069E-05       5.2840E-07       7.9972E-04       5.4189E-07       1.0343E-03       2.0000E-04       2.0000E-04
       5.5000E-02       1.2417E-05       1.9534E-05       5.6364E-05       2.4382E-04       2.0083E-05       5.9971E-07       7.9966E-04       5.7270E-07       1.0343E-03       2.0000E-04       2.0000E-04
       6.5000E-02       1.2304E-05       2.0102E-05       4.6562E-05       2.5365E-04       2.0097E-05       6.7103E-07       7.9961E-04       6.0352E-07       1.0343E-03       2.0000E-04       2.0000E-04
       7.5000E-02       1.2191E-05       2.0640E-05       3.8570E-05       2.6167E-04       2.0111E-05       7.4235E-07       7.9956E-04       6.3434E-07       1.0343E-03       2.0000E-04       2.0000E-04
       8.5000E-02       1.2079E-05       2.1149E-05       3.2273E-05       2.6799E-04       2.0125E-05       8.1368E-07       7.9953E-04       6.6517E-07       1.0343E-03       2.0000E-04       2.0000E-04
       9.5000E-02       1.1966E-05       2.1629E-05       2.7402E-05       2.7288E-04       2.0140E-05       8.8503E-07       7.9950E-04       6.9602E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.0500E-01       1.1853E-05       2.2079E-05       2.3639E-05       2.7666E-04       2.0153E-05       9.5641E-07       7.9948E-04       7.2690E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.1500E-01       1.1740E-05       2.2500E-05       2.0688E-05       2.7962E-04       2.0166E-05       1.0278E-06       7.9946E-04       7.5783E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.2500E-01       1.1627E-05       2.2891E-05       1.8312E-05       2.8201E-04       2.0178E-05       1.0994E-06       7.9944E-04       7.8884E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.3500E-01       1.1513E-05       2.3253E-05       1.6336E-05       2.8400E-04       2.0188E-05       1.1710E-06       7.9942E-04       8.1999E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.4500E-01       1.1399E-05       2.3586E-05       1.4644E-05       2.8570E-04       2.0196E-05       1.2429E-06       7.9941E-04       8.5134E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.5500E-01       1.1283E-05       2.3889E-05       1.3162E-05       2.8720E-04       2.0203E-05       1.3150E-06       7.9939E-04       8.8302E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.6500E-01       1.1167E-05       2.4163E-05       1.1844E-05       2.8853E-04       2.0208E-05       1.3877E-06       7.9938E-04       9.1521E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.7500E-01       1.1047E-05       2.4407E-05       1.0663E-05       2.8973E-04       2.0211E-05       1.4612E-06       7.9936E-04       9.4819E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.8500E-01       1.0925E-05       2.4622E-05       9.6009E-06       2.9081E-04       2.0211E-05       1.5359E-06       7.9935E-04       9.8241E-07       1.0343E-03       2.0000E-04       2.0000E-04
       1.9500E-01       1.0796E-05       2.4808E-05       8.6453E-06       2.9179E-04       2.0209E-05       1.6126E-06       7.9933E-04       1.0185E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.0500E-01       1.0658E-05       2.4964E-05       7.7895E-06       2.9267E-04       2.0205E-05       1.6921E-06       7.9931E-04       1.0576E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.1500E-01       1.0507E-05       2.5092E-05       7.0322E-06       2.9345E-04       2.0200E-05       1.7762E-06       7.9929E-04       1.1012E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.2500E-01       1.0336E-05       2.5192E-05       6.3787E-06       2.9412E-04       2.0195E-05       1.8673E-06       7.9927E-04       1.1517E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.3500E-01       1.0131E-05       2.5264E-05       5.8437E-06       2.9468E-04       2.0190E-05       1.9691E-06       7.9926E-04       1.2130E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.4500E-01       9.8778E-06       2.5310E-05       5.4539E-06       2.9509E-04       2.0189E-05       2.0874E-06       7.9924E-04       1.2908E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.5500E-01       9.5481E-06       2.5332E-05       5.2541E-06       2.9530E-04       2.0194E-05       2.2310E-06       7.9923E-04       1.3940E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.6500E-01       9.2371E-06       2.5352E-05       5.0853E-06       2.9548E-04       2.0198E-05       2.3684E-06       7.9922E-04       1.4909E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.7500E-01       8.9474E-06       2.5372E-05       4.9518E-06       2.9563E-04       2.0201E-05       2.4988E-06       7.9921E-04       1.5807E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.8500E-01       8.6812E-06       2.5391E-05       4.8579E-06       2.9574E-04       2.0203E-05       2.6212E-06       7.9920E-04       1.6627E-06       1.0343E-03       2.0000E-04       2.0000E-04
       2.9500E-01       8.4402E-06       2.5408E-05       4.8077E-06       2.9580E-04       2.0204E-05       2.7354E-06       7.9919E-04       1.7363E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.0500E-01       8.2251E-06       2.5424E-05       4.8048E-06       2.9582E-04       2.0204E-05       2.8408E-06       7.9918E-04       1.8012E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.1500E-01       8.0362E-06       2.5438E-05       4.8520E-06       2.9579E-04       2.0203E-05       2.9375E-06       7.9917E-04       1.8574E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.2500E-01       7.8729E-06       2.5451E-05       4.9514E-06       2.9571E-04       2.0201E-05       3.0257E-06       7.9915E-04       1.9051E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.3500E-01       7.7338E-06       2.5461E-05       5.1037E-06       2.9558E-04       2.0197E-05       3.1058E-06       7.9914E-04       1.9447E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.4500E-01       7.6173E-06       2.5471E-05       5.3089E-06       2.9539E-04       2.0193E-05       3.1784E-06       7.9913E-04       1.9768E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.5500E-01       7.5212E-06       2.5479E-05       5.5661E-06       2.9515E-04       2.0187E-05       3.2442E-06       7.9911E-04       2.0021E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.6500E-01       7.4432E-06       2.5485E-05       5.8735E-06       2.9487E-04       2.0179E-05       3.3039E-06       7.9910E-04       2.0213E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.7500E-01       7.3811E-06       2.5490E-05       6.2287E-06       2.9454E-04       2.0171E-05       3.3584E-06       7.9908E-04       2.0353E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.8500E-01       7.3326E-06       2.5494E-05       6.6290E-06       2.9416E-04       2.0160E-05       3.4083E-06       7.9907E-04       2.0447E-06       1.0343E-03       2.0000E-04       2.0000E-04
       3.9500E-01       7.2957E-06       2.5498E-05       7.0715E-06       2.9374E-04       2.0149E-05       3.4544E-06       7.9905E-04       2.0503E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.0500E-01       7.2685E-06       2.5500E-05       7.5531E-06       2.9328E-04       2.0135E-05       3.4972E-06       7.9903E-04       2.0526E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.1500E-01       7.2495E-06       2.5502E-05       8.0710E-06       2.9279E-04       2.0120E-05       3.5373E-06       7.9901E-04       2.0522E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.2500E-01       7.2371E-06       2.5504E-05       8.6226E-06       2.9227E-04       2.0103E-05       3.5751E-06       7.9899E-04       2.0495E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.3500E-01       7.2302E-06       2.5505E-05       9.2054E-06       2.9172E-04       2.0084E-05       3.6112E-06       7.9897E-04       2.0451E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.4500E-01       7.2278E-06       2.5505E-05       9.8176E-06       2.9114E-04       2.0064E-05       3.6457E-06       7.9895E-04       2.0391E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.5500E-01       7.2289E-06       2.5506E-05       1.0457E-05       2.9053E-04       2.0041E-05       3.6791E-06       7.9893E-04       2.0320E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.6500E-01       7.2330E-06       2.5506E-05       1.1123E-05       2.8990E-04       2.0016E-05       3.7115E-06       7.9890E-04       2.0239E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.7500E-01       7.2393E-06       2.5506E-05       1.1814E-05       2.8924E-04       1.9989E-05       3.7431E-06       7.9888E-04       2.0150E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.8500E-01       7.2475E-06       2.5506E-05       1.2528E-05       2.8857E-04       1.9960E-05       3.7742E-06       7.9885E-04       2.0056E-06       1.0343E-03       2.0000E-04       2.0000E-04
       4.9500E-01       7.2571E-06       2.5505E-05       1.3266E-05       2.8787E-04       1.9929E-05       3.8047E-06       7.9882E-04       1.9956E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.0500E-01       7.2679E-06       2.5505E-05       1.4026E-05       2.8715E-04       1.9895E-05       3.8349E-06       7.9879E-04       1.9853E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.1500E-01       7.2795E-06       2.5504E-05       1.4808E-05       2.8641E-04       1.9859E-05       3.8648E-06       7.9876E-04       1.9747E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.2500E-01       7.2917E-06       2.5504E-05       1.5612E-05       2.8565E-04       1.9820E-05       3.8944E-06       7.9873E-04       1.9638E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.3500E-01       7.3044E-06       2.5503E-05       1.6437E-05       2.8488E-04       1.9778E-05       3.9239E-06       7.9869E-04       1.9528E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.4500E-01       7.3175E-06       2.5503E-05       1.7283E-05       2.8408E-04       1.9734E-05       3.9533E-06       7.9866E-04       1.9417E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.5500E-01       7.3308E-06       2.5502E-05       1.8149E-05       2.8327E-04       1.9687E-05       3.9827E-06       7.9862E-04       1.9305E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.6500E-01       7.3443E-06       2.5501E-05       1.9036E-05       2.8244E-04       1.9638E-05       4.0119E-06       7.9858E-04       1.9193E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.7500E-01       7.3578E-06       2.5501E-05       1.9942E-05       2.8159E-04       1.9585E-05       4.0412E-06       7.9854E-04       1.9081E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.8500E-01       7.3713E-06       2.5500E-05       2.0867E-05       2.8072E-04       1.9529E-05       4.0704E-06       7.9849E-04       1.8968E-06       1.0343E-03       2.0000E-04       2.0000E-04
       5.9500E-01       7.3848E-06       2.5500E-05       2.1812E-05       2.7984E-04       1.9471E-05       4.0997E-06       7.9844E-04       1.8855E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.0500E-01       7.3983E-06       2.5499E-05       2.2775E-05       2.7894E-04       1.9409E-05       4.1289E-06       7.9839E-04       1.8743E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.1500E-01       7.4116E-06       2.5498E-05       2.3757E-05       2.7803E-04       1.9344E-05       4.1582E-06       7.9834E-04       1.8631E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.2500E-01       7.4249E-06       2.5498E-05       2.4756E-05       2.7710E-04       1.9276E-05       4.1876E-06       7.9829E-04       1.8519E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.3500E-01       7.4380E-06       2.5497E-05       2.5772E-05       2.7616E-04       1.9204E-05       4.2169E-06       7.9823E-04       1.8408E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.4500E-01       7.4509E-06       2.5497E-05       2.6805E-05       2.7520E-04       1.9129E-05       4.2464E-06       7.9817E-04       1.8298E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.5500E-01       7.4637E-06       2.5496E-05       2.7855E-05       2.7423E-04       1.9051E-05       4.2759E-06       7.9811E-04       1.8187E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.6500E-01       7.4764E-06       2.5495E-05       2.8920E-05       2.7325E-04       1.8969E-05       4.3054E-06       7.9804E-04       1.8078E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.7500E-01       7.4888E-06       2.5495E-05       3.0000E-05       2.7226E-04       1.8884E-05       4.3350E-06       7.9797E-04       1.7969E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.8500E-01       7.5011E-06       2.5494E-05       3.1095E-05       2.7125E-04       1.8795E-05       4.3647E-06       7.9790E-04       1.7860E-06       1.0343E-03       2.0000E-04       2.0000E-04
       6.9500E-01       7.5132E-06       2.5494E-05       3.2204E-05       2.7024E-04       1.8702E-05       4.3944E-06       7.9783E-04       1.7753E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.0500E-01       7.5250E-06       2.5493E-05       3.3326E-05       2.6921E-04       1.8606E-05       4.4242E-06       7.9775E-04       1.7645E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.1500E-01       7.5367E-06       2.5493E-05       3.4460E-05       2.6818E-04       1.8506E-05       4.4540E-06       7.9767E-04       1.7539E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.2500E-01       7.5483E-06       2.5492E-05       3.5607E-05       2.6714E-04       1.8402E-05       4.4839E-06       7.9758E-04       1.7433E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.3500E-01       7.5596E-06       2.5492E-05       3.6765E-05       2.6609E-04       1.8295E-05       4.5139E-06       7.9749E-04       1.7328E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.4500E-01       7.5707E-06       2.5491E-05       3.7933E-05       2.6503E-04       1.8184E-05       4.5440E-06       7.9740E-04       1.7223E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.5500E-01       7.5816E-06       2.5491E-05       3.9112E-05       2.6397E-04       1.8070E-05       4.5741E-06       7.9730E-04       1.7119E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.6500E-01       7.5924E-06       2.5491E-05       4.0299E-05       2.6290E-04       1.7951E-05       4.6042E-06       7.9720E-04       1.7016E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.7500E-01       7.6029E-06       2.5490E-05       4.1495E-05       2.6183E-04       1.7829E-05       4.6345E-06       7.9710E-04       1.6913E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.8500E-01       7.6133E-06       2.5490E-05       4.2699E-05       2.6075E-04       1.7704E-05       4.6648E-06       7.9699E-04       1.6811E-06       1.0343E-03       2.0000E-04       2.0000E-04
       7.9500E-01       7.6235E-06       2.5489E-05       4.3909E-05       2.5967E-04       1.7574E-05       4.6951E-06       7.9687E-04       1.6710E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.0500E-01       7.6335E-06       2.5489E-05       4.5126E-05       2.5859E-04       1.7441E-05       4.7255E-06       7.9676E-04       1.6609E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.1500E-01       7.6432E-06       2.5489E-05       4.6348E-05       2.5751E-04       1.7305E-05       4.7560E-06       7.9663E-04       1.6509E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.2500E-01       7.6529E-06       2.5488E-05       4.7574E-05       2.5643E-04       1.7165E-05       4.7866E-06       7.9650E-04       1.6409E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.3500E-01       7.6623E-06       2.5488E-05       4.8804E-05       2.5535E-04       1.7021E-05       4.8172E-06       7.9637E-04       1.6311E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.4500E-01       7.6715E-06       2.5488E-05       5.0038E-05       2.5426E-04       1.6874E-05       4.8479E-06       7.9623E-04       1.6212E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.5500E-01       7.6806E-06       2.5488E-05       5.1274E-05       2.5319E-04       1.6724E-05       4.8786E-06       7.9609E-04       1.6115E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.6500E-01       7.6894E-06       2.5487E-05       5.2511E-05       2.5211E-04       1.6570E-05       4.9094E-06       7.9594E-04       1.6018E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.7500E-01       7.6981E-06       2.5487E-05       5.3750E-05       2.5104E-04       1.6413E-05       4.9403E-06       7.9579E-04       1.5921E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.8500E-01       7.7066E-06       2.5487E-05       5.4988E-05       2.4997E-04       1.6253E-05       4.9712E-06       7.9563E-04       1.5825E-06       1.0343E-03       2.0000E-04       2.0000E-04
       8.9500E-01       7.7149E-06       2.5487E-05       5.6226E-05       2.4890E-04       1.6090E-05       5.0021E-06       7.9546E-04       1.5730E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.0500E-01       7.7231E-06       2.5486E-05       5.7463E-05       2.4785E-04       1.5924E-05       5.0332E-06       7.9529E-04       1.5635E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.1500E-01       7.7310E-06       2.5486E-05       5.8698E-05       2.4679E-04       1.5755E-05       5.0643E-06       7.9511E-04       1.5541E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.2500E-01       7.7388E-06       2.5486E-05       5.9930E-05       2.4575E-04       1.5584E-05       5.0954E-06       7.9493E-04       1.5448E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.3500E-01       7.7465E-06       2.5486E-05       6.1159E-05       2.4471E-04       1.5410E-05       5.1266E-06       7.9474E-04       1.5355E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.4500E-01       7.7539E-06       2.5486E-05       6.2384E-05       2.4368E-04       1.5233E-05       5.1579E-06       7.9454E-04       1.5263E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.5500E-01       7.7612E-06       2.5486E-05       6.3604E-05       2.4267E-04       1.5054E-05       5.1892E-06       7.9434E-04       1.5171E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.6500E-01       7.7683E-06       2.5485E-05       6.4820E-05       2.4166E-04       1.4873E-05       5.2206E-06       7.9412E-04       1.5080E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.7500E-01       7.7752E-06       2.5485E-05       6.6030E-05       2.4066E-04       1.4690E-05       5.2521E-06       7.9391E-04       1.4989E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.8500E-01       7.7820E-06       2.5485E-05       6.7234E-05       2.3967E-04       1.4504E-05       5.2836E-06       7.9368E-04       1.4899E-06       1.0343E-03       2.0000E-04       2.0000E-04
       9.9500E-01       7.7886E-06       2.5485E-05       6.8431E-05       2.3869E-04       1.4317E-05       5.3151E-06       7.9345E-04       1.4810E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0050E+00       7.7950E-06       2.5485E-05       6.9621E-05       2.3773E-04       1.4129E-05       5.3467E-06       7.9320E-04       1.4721E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0150E+00       7.8013E-06       2.5485E-05       7.0803E-05       2.3677E-04       1.3939E-05       5.3784E-06       7.9296E-04       1.4632E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0250E+00       7.8074E-06       2.5485E-05       7.1977E-05       2.3583E-04       1.3747E-05       5.4101E-06       7.9270E-04       1.4544E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0350E+00       7.8133E-06       2.5485E-05       7.3143E-05       2.3491E-04       1.3555E-05       5.4419E-06       7.9243E-04       1.4457E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0450E+00       7.8191E-06       2.5485E-05       7.4300E-05       2.3399E-04       1.3361E-05       5.4737E-06       7.9216E-04       1.4370E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0550E+00       7.8247E-06       2.5485E-05       7.5447E-05       2.3310E-04       1.3167E-05       5.5056E-06       7.9188E-04       1.4284E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0650E+00       7.8301E-06       2.5485E-05       7.6585E-05       2.3221E-04       1.2972E-05       5.5375E-06       7.9158E-04       1.4198E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0750E+00       7.8354E-06       2.5485E-05       7.7712E-05       2.3134E-04       1.2776E-05       5.5695E-06       7.9128E-04       1.4113E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0850E+00       7.8406E-06       2.5485E-05       7.8830E-05       2.3049E-04       1.2581E-05       5.6015E-06       7.9097E-04       1.4029E-06       1.0343E-03       2.0000E-04       2.0000E-04
       1.0950E+00       7.8455E-06       2.5485E-05       7.9936E-05       2.2965E-04       1.2384E-05       5.6336E-06       7.9065E-04       1.3945E-06       1.0343E-03       2.0000E-04       2.0000E-04
