# Time          3.5000E+01
# Units: Mol/g solid
    Distance        Kaol-Na          Kaol-K           Kaol-Ca          Kaol-Mg         
       6.5500E-01       5.8881E-07       4.7295E-08       1.7729E-05       1.0412E-06
       6.6500E-01       5.8906E-07       4.7358E-08       1.7683E-05       1.0874E-06
       6.7500E-01       5.8931E-07       4.7422E-08       1.7636E-05       1.1345E-06
       6.8500E-01       5.8957E-07       4.7486E-08       1.7587E-05       1.1825E-06
       6.9500E-01       5.8983E-07       4.7551E-08       1.7538E-05       1.2314E-06
       7.0500E-01       5.9010E-07       4.7616E-08       1.7488E-05       1.2812E-06
       7.1500E-01       5.9037E-07       4.7681E-08       1.7438E-05       1.3318E-06
       7.2500E-01       5.9064E-07       4.7746E-08       1.7386E-05       1.3832E-06
       7.3500E-01       5.9092E-07       4.7811E-08       1.7334E-05       1.4354E-06
       7.4500E-01       5.9120E-07       4.7877E-08       1.7280E-05       1.4884E-06
       7.5500E-01       5.9149E-07       4.7943E-08       1.7227E-05       1.5421E-06
       7.6500E-01       5.9178E-07       4.8009E-08       1.7172E-05       1.5966E-06
       7.7500E-01       5.9207E-07       4.8075E-08       1.7117E-05       1.6516E-06
       7.8500E-01       5.9237E-07       4.8141E-08       1.7061E-05       1.7074E-06
       7.9500E-01       5.9267E-07       4.8207E-08       1.7004E-05       1.7637E-06
       8.0500E-01       5.9297E-07       4.8273E-08       1.6947E-05       1.8206E-06
       8.1500E-01       5.9328E-07       4.8339E-08       1.6890E-05       1.8780E-06
       8.2500E-01       5.9358E-07       4.8405E-08       1.6831E-05       1.9360E-06
       8.3500E-01       5.9389E-07       4.8471E-08       1.6773E-05       1.9944E-06
       8.4500E-01       5.9420E-07       4.8537E-08       1.6714E-05       2.0532E-06
       8.5500E-01       5.9452E-07       4.8603E-08       1.6655E-05       2.1124E-06
       8.6500E-01       5.9483E-07       4.8669E-08       1.6595E-05       2.1719E-06
       8.7500E-01       5.9515E-07       4.8734E-08       1.6535E-05       2.2317E-06
       8.8500E-01       5.9546E-07       4.8799E-08       1.6474E-05       2.2919E-06
       8.9500E-01       5.9578E-07       4.8864E-08       1.6414E-05       2.3522E-06
       9.0500E-01       5.9610E-07       4.8928E-08       1.6353E-05       2.4127E-06
       9.1500E-01       5.9642E-07       4.8993E-08       1.6292E-05       2.4734E-06
       9.2500E-01       5.9674E-07       4.9056E-08       1.6231E-05       2.5341E-06
       9.3500E-01       5.9705E-07       4.9119E-08       1.6170E-05       2.5950E-06
       9.4500E-01       5.9737E-07       4.9182E-08       1.6109E-05       2.6558E-06
       9.5500E-01       5.9769E-07       4.9244E-08       1.6048E-05       2.7167E-06
       9.6500E-01       5.9801E-07       4.9306E-08       1.5987E-05       2.7775E-06
       9.7500E-01       5.9832E-07       4.9367E-08       1.5926E-05       2.8382E-06
       9.8500E-01       5.9864E-07       4.9427E-08       1.5866E-05       2.8987E-06
       9.9500E-01       5.9895E-07       4.9486E-08       1.5805E-05       2.9591E-06
       1.0050E+00       5.9926E-07       4.9544E-08       1.5745E-05       3.0193E-06
       1.0150E+00       5.9957E-07       4.9602E-08       1.5685E-05       3.0793E-06
       1.0250E+00       5.9988E-07       4.9659E-08       1.5625E-05       3.1390E-06
       1.0350E+00       6.0019E-07       4.9715E-08       1.5565E-05       3.1984E-06
       1.0450E+00       6.0049E-07       4.9769E-08       1.5506E-05       3.2574E-06
       1.0550E+00       6.0079E-07       4.9823E-08       1.5447E-05       3.3161E-06
       1.0650E+00       6.0109E-07       4.9875E-08       1.5389E-05       3.3744E-06
       1.0750E+00       6.0139E-07       4.9926E-08       1.5331E-05       3.4323E-06
       1.0850E+00       6.0168E-07       4.9976E-08       1.5273E-05       3.4897E-06
       1.0950E+00       6.0197E-07       5.0025E-08       1.5216E-05       3.5466E-06
       1.1050E+00       6.0226E-07       5.0072E-08       1.5159E-05       3.6030E-06
       1.1150E+00       6.0254E-07       5.0118E-08       1.5103E-05       3.6589E-06
       1.1250E+00       6.0282E-07       5.0162E-08       1.5048E-05       3.7142E-06
       1.1350E+00       6.0309E-07       5.0204E-08       1.4993E-05       3.7689E-06
       1.1450E+00       6.0336E-07       5.0245E-08       1.4939E-05       3.8230E-06
       1.1550E+00       6.0363E-07       5.0284E-08       1.4885E-05       3.8765E-06
       1.1650E+00       6.0389E-07       5.0322E-08       1.4832E-05       3.9294E-06
       1.1750E+00       6.0415E-07       5.0357E-08       1.4780E-05       3.9816E-06
       1.1850E+00       6.0441E-07       5.0391E-08       1.4728E-05       4.0332E-06
       1.1950E+00       6.0466E-07       5.0422E-08       1.4677E-05       4.0841E-06
       1.2050E+00       6.0490E-07       5.0451E-08       1.4627E-05       4.1342E-06
       1.2150E+00       6.0514E-07       5.0478E-08       1.4577E-05       4.1837E-06
       1.2250E+00       6.0538E-07       5.0503E-08       1.4528E-05       4.2324E-06
       1.2350E+00       6.0561E-07       5.0526E-08       1.4480E-05       4.2804E-06
       1.2450E+00       6.0583E-07       5.0546E-08       1.4433E-05       4.3277E-06
       1.2550E+00       6.0606E-07       5.0564E-08       1.4386E-05       4.3742E-06
       1.2650E+00       6.0627E-07       5.0579E-08       1.4340E-05       4.4200E-06
       1.2750E+00       6.0648E-07       5.0591E-08       1.4295E-05       4.4650E-06
       1.2850E+00       6.0669E-07       5.0600E-08       1.4251E-05       4.5092E-06
       1.2950E+00       6.0689E-07       5.0607E-08       1.4207E-05       4.5527E-06
       1.3050E+00       6.0708E-07       5.0611E-08       1.4164E-05       4.5954E-06
       1.3150E+00       6.0727E-07       5.0612E-08       1.4122E-05       4.6374E-06
       1.3250E+00       6.0746E-07       5.0610E-08       1.4081E-05       4.6786E-06
       1.3350E+00       6.0764E-07       5.0605E-08       1.4040E-05       4.7190E-06
       1.3450E+00       6.0781E-07       5.0596E-08       1.4001E-05       4.7586E-06
       1.3550E+00       6.0798E-07       5.0584E-08       1.3962E-05       4.7975E-06
       1.3650E+00       6.0815E-07       5.0569E-08       1.3923E-05       4.8356E-06
       1.3750E+00       6.0830E-07       5.0550E-08       1.3886E-05       4.8730E-06
       1.3850E+00       6.0846E-07       5.0527E-08       1.3849E-05       4.9096E-06
       1.3950E+00       6.0860E-07       5.0501E-08       1.3813E-05       4.9454E-06
       1.4050E+00       6.0874E-07       5.0471E-08       1.3778E-05       4.9805E-06
       1.4150E+00       6.0888E-07       5.0438E-08       1.3744E-05       5.0149E-06
       1.4250E+00       6.0901E-07       5.0400E-08       1.3710E-05       5.0485E-06
       1.4350E+00       6.0914E-07       5.0359E-08       1.3677E-05       5.0814E-06
       1.4450E+00       6.0926E-07       5.0313E-08       1.3645E-05       5.1136E-06
       1.4550E+00       6.0937E-07       5.0263E-08       1.3614E-05       5.1450E-06
       1.4650E+00       6.0948E-07       5.0209E-08       1.3583E-05       5.1758E-06
       1.4750E+00       6.0958E-07       5.0151E-08       1.3553E-05       5.2058E-06
       1.4850E+00       6.0968E-07       5.0088E-08       1.3523E-05       5.2352E-06
       1.4950E+00       6.0977E-07       5.0021E-08       1.3495E-05       5.2639E-06
       1.5050E+00       6.0986E-07       4.9949E-08       1.3467E-05       5.2919E-06
       1.5150E+00       6.0994E-07       4.9872E-08       1.3439E-05       5.3192E-06
       1.5250E+00       6.1002E-07       4.9791E-08       1.3413E-05       5.3459E-06
       1.5350E+00       6.1009E-07       4.9706E-08       1.3387E-05       5.3719E-06
       1.5450E+00       6.1015E-07       4.9615E-08       1.3361E-05       5.3973E-06
       1.5550E+00       6.1021E-07       4.9519E-08       1.3337E-05       5.4221E-06
       1.5650E+00       6.1027E-07       4.9419E-08       1.3312E-05       5.4462E-06
       1.5750E+00       6.1032E-07       4.9314E-08       1.3289E-05       5.4697E-06
       1.5850E+00       6.1036E-07       4.9203E-08       1.3266E-05       5.4927E-06
       1.5950E+00       6.1040E-07       4.9088E-08       1.3244E-05       5.5150E-06
       1.6050E+00       6.1043E-07       4.8967E-08       1.3222E-05       5.5368E-06
       1.6150E+00       6.1046E-07       4.8841E-08       1.3201E-05       5.5580E-06
       1.6250E+00       6.1049E-07       4.8710E-08       1.3180E-05       5.5786E-06
       1.6350E+00       6.1051E-07       4.8574E-08       1.3160E-05       5.5987E-06
       1.6450E+00       6.1052E-07       4.8433E-08       1.3141E-05       5.6182E-06
       1.6550E+00       6.1053E-07       4.8286E-08       1.3122E-05       5.6372E-06
       1.6650E+00       6.1053E-07       4.8134E-08       1.3103E-05       5.6558E-06
       1.6750E+00       6.1053E-07       4.7977E-08       1.3085E-05       5.6737E-06
       1.6850E+00       6.1052E-07       4.7814E-08       1.3068E-05       5.6912E-06
       1.6950E+00       6.1051E-07       4.7646E-08       1.3051E-05       5.7083E-06
       1.7050E+00       6.1049E-07       4.7473E-08       1.3035E-05       5.7248E-06
       1.7150E+00       6.1047E-07       4.7294E-08       1.3019E-05       5.7408E-06
       1.7250E+00       6.1045E-07       4.7110E-08       1.3003E-05       5.7564E-06
       1.7350E+00       6.1042E-07       4.6921E-08       1.2988E-05       5.7716E-06
       1.7450E+00       6.1038E-07       4.6726E-08       1.2974E-05       5.7863E-06
       1.7550E+00       6.1034E-07       4.6526E-08       1.2959E-05       5.8006E-06
       1.7650E+00       6.1030E-07       4.6321E-08       1.2946E-05       5.8144E-06
       1.7750E+00       6.1025E-07       4.6110E-08       1.2932E-05       5.8279E-06
       1.7850E+00       6.1019E-07       4.5895E-08       1.2919E-05       5.8409E-06
       1.7950E+00       6.1014E-07       4.5674E-08       1.2907E-05       5.8536E-06
       1.8050E+00       6.1007E-07       4.5448E-08       1.2895E-05       5.8658E-06
       1.8150E+00       6.1001E-07       4.5218E-08       1.2883E-05       5.8777E-06
       1.8250E+00       6.0994E-07       4.4982E-08       1.2872E-05       5.8892E-06
       1.8350E+00       6.0986E-07       4.4741E-08       1.2861E-05       5.9004E-06
       1.8450E+00       6.0978E-07       4.4495E-08       1.2850E-05       5.9112E-06
       1.8550E+00       6.0970E-07       4.4245E-08       1.2840E-05       5.9217E-06
       1.8650E+00       6.0961E-07       4.3990E-08       1.2830E-05       5.9318E-06
       1.8750E+00       6.0952E-07       4.3730E-08       1.2820E-05       5.9416E-06
       1.8850E+00       6.0943E-07       4.3466E-08       1.2811E-05       5.9511E-06
       1.8950E+00       6.0933E-07       4.3197E-08       1.2802E-05       5.9603E-06
       1.9050E+00       6.0922E-07       4.2924E-08       1.2793E-05       5.9692E-06
       1.9150E+00       6.0912E-07       4.2647E-08       1.2785E-05       5.9778E-06
       1.9250E+00       6.0901E-07       4.2366E-08       1.2777E-05       5.9861E-06
       1.9350E+00       6.0890E-07       4.2081E-08       1.2769E-05       5.9941E-06
       1.9450E+00       6.0878E-07       4.1791E-08       1.2761E-05       6.0019E-06
       1.9550E+00       6.0866E-07       4.1498E-08       1.2754E-05       6.0094E-06
       1.9650E+00       6.0853E-07       4.1202E-08       1.2747E-05       6.0167E-06
       1.9750E+00       6.0841E-07       4.0902E-08       1.2740E-05       6.0237E-06
       1.9850E+00       6.0828E-07       4.0598E-08       1.2734E-05       6.0304E-06
       1.9950E+00       6.0815E-07       4.0291E-08       1.2727E-05       6.0370E-06
       2.0050E+00       6.0801E-07       3.9981E-08       1.2721E-05       6.0433E-06
       2.0150E+00       6.0787E-07       3.9668E-08       1.2715E-05       6.0494E-06
       2.0250E+00       6.0773E-07       3.9352E-08       1.2710E-05       6.0552E-06
       2.0350E+00       6.0758E-07       3.9034E-08       1.2704E-05       6.0609E-06
       2.0450E+00       6.0744E-07       3.8712E-08       1.2699E-05       6.0664E-06
       2.0550E+00       6.0728E-07       3.8389E-08       1.2694E-05       6.0716E-06
       2.0650E+00       6.0713E-07       3.8063E-08       1.2689E-05       6.0767E-06
       2.0750E+00       6.0698E-07       3.7735E-08       1.2684E-05       6.0816E-06
       2.0850E+00       6.0682E-07       3.7405E-08       1.2680E-05       6.0863E-06
       2.0950E+00       6.0666E-07       3.7074E-08       1.2676E-05       6.0908E-06
       2.1050E+00       6.0649E-07       3.6740E-08       1.2672E-05       6.0952E-06
       2.1150E+00       6.0633E-07       3.6406E-08       1.2668E-05       6.0994E-06
       2.1250E+00       6.0616E-07       3.6070E-08       1.2664E-05       6.1035E-06
       2.1350E+00       6.0599E-07       3.5732E-08       1.2660E-05       6.1074E-06
       2.1450E+00       6.0582E-07       3.5394E-08       1.2657E-05       6.1111E-06
       2.1550E+00       6.0564E-07       3.5055E-08       1.2653E-05       6.1147E-06
       2.1650E+00       6.0547E-07       3.4715E-08       1.2650E-05       6.1182E-06
       2.1750E+00       6.0529E-07       3.4375E-08       1.2647E-05       6.1215E-06
       2.1850E+00       6.0511E-07       3.4034E-08       1.2644E-05       6.1247E-06
       2.1950E+00       6.0492E-07       3.3694E-08       1.2641E-05       6.1278E-06
       2.2050E+00       6.0474E-07       3.3353E-08       1.2639E-05       6.1308E-06
       2.2150E+00       6.0455E-07       3.3012E-08       1.2636E-05       6.1337E-06
       2.2250E+00       6.0436E-07       3.2672E-08       1.2634E-05       6.1364E-06
       2.2350E+00       6.0417E-07       3.2332E-08       1.2631E-05       6.1390E-06
       2.2450E+00       6.0398E-07       3.1992E-08       1.2629E-05       6.1416E-06
       2.2550E+00       6.0379E-07       3.1654E-08       1.2627E-05       6.1440E-06
       2.2650E+00       6.0359E-07       3.1316E-08       1.2625E-05       6.1463E-06
       2.2750E+00       6.0339E-07       3.0979E-08       1.2623E-05       6.1486E-06
       2.2850E+00       6.0319E-07       3.0644E-08       1.2621E-05       6.1507E-06
       2.2950E+00       6.0299E-07       3.0309E-08       1.2619E-05       6.1528E-06
       2.3050E+00       6.0279E-07       2.9977E-08       1.2617E-05       6.1548E-06
       2.3150E+00       6.0258E-07       2.9646E-08       1.2616E-05       6.1567E-06
       2.3250E+00       6.0238E-07       2.9316E-08       1.2614E-05       6.1585E-06
       2.3350E+00       6.0217E-07       2.8989E-08       1.2613E-05       6.1603E-06
       2.3450E+00       6.0196E-07       2.8663E-08       1.2611E-05       6.1619E-06
       2.3550E+00       6.0175E-07       2.8340E-08       1.2610E-05       6.1636E-06
       2.3650E+00       6.0154E-07       2.8019E-08       1.2609E-05       6.1651E-06
       2.3750E+00       6.0132E-07       2.7701E-08       1.2607E-05       6.1666E-06
       2.3850E+00       6.0111E-07       2.7385E-08       1.2606E-05       6.1680E-06
       2.3950E+00       6.0089E-07       2.7071E-08       1.2605E-05       6.1693E-06
       2.4050E+00       6.0067E-07       2.6760E-08       1.2604E-05       6.1706E-06
       2.4150E+00       6.0045E-07       2.6453E-08       1.2603E-05       6.1719E-06
       2.4250E+00       6.0022E-07       2.6148E-08       1.2602E-05       6.1731E-06
       2.4350E+00       6.0000E-07       2.5846E-08       1.2601E-05       6.1742E-06
       2.4450E+00       5.9977E-07       2.5547E-08       1.2600E-05       6.1753E-06
       2.4550E+00       5.9954E-07       2.5252E-08       1.2600E-05       6.1764E-06
       2.4650E+00       5.9931E-07       2.4959E-08       1.2599E-05       6.1774E-06
       2.4750E+00       5.9908E-07       2.4671E-08       1.2598E-05       6.1783E-06
       2.4850E+00       5.9884E-07       2.4386E-08       1.2598E-05       6.1792E-06
       2.4950E+00       5.9861E-07       2.4104E-08       1.2597E-05       6.1801E-06
       2.5050E+00       5.9837E-07       2.3826E-08       1.2596E-05       6.1809E-06
       2.5150E+00       5.9813E-07       2.3552E-08       1.2596E-05       6.1817E-06
       2.5250E+00       5.9788E-07       2.3281E-08       1.2595E-05       6.1825E-06
       2.5350E+00       5.9764E-07       2.3015E-08       1.2595E-05       6.1832E-06
       2.5450E+00       5.9739E-07       2.2752E-08       1.2594E-05       6.1839E-06
       2.5550E+00       5.9714E-07       2.2493E-08       1.2594E-05       6.1845E-06
       2.5650E+00       5.9689E-07       2.2238E-08       1.2594E-05       6.1851E-06
       2.5750E+00       5.9663E-07       2.1987E-08       1.2593E-05       6.1857E-06
       2.5850E+00       5.9638E-07       2.1741E-08       1.2593E-05       6.1862E-06
       2.5950E+00       5.9611E-07       2.1498E-08       1.2593E-05       6.1868E-06
       2.6050E+00       5.9585E-07       2.1260E-08       1.2593E-05       6.1872E-06
       2.6150E+00       5.9558E-07       2.1026E-08       1.2592E-05       6.1877E-06
       2.6250E+00       5.9532E-07       2.0796E-08       1.2592E-05       6.1881E-06
       2.6350E+00       5.9504E-07       2.0570E-08       1.2592E-05       6.1885E-06
       2.6450E+00       5.9477E-07       2.0349E-08       1.2592E-05       6.1889E-06
       2.6550E+00       5.9449E-07       2.0132E-08       1.2592E-05       6.1892E-06
       2.6650E+00       5.9421E-07       1.9919E-08       1.2592E-05       6.1896E-06
       2.6750E+00       5.9392E-07       1.9710E-08       1.2592E-05       6.1899E-06
       2.6850E+00       5.9363E-07       1.9506E-08       1.2592E-05       6.1901E-06
       2.6950E+00       5.9334E-07       1.9306E-08       1.2592E-05       6.1903E-06
       2.7050E+00       5.9304E-07       1.9111E-08       1.2592E-05       6.1905E-06
       2.7150E+00       5.9274E-07       1.8919E-08       1.2592E-05       6.1907E-06
       2.7250E+00       5.9244E-07       1.8732E-08       1.2592E-05       6.1909E-06
       2.7350E+00       5.9213E-07       1.8550E-08       1.2592E-05       6.1910E-06
       2.7450E+00       5.9182E-07       1.8371E-08       1.2592E-05       6.1911E-06
       2.7550E+00       5.9150E-07       1.8197E-08       1.2592E-05       6.1912E-06
       2.7650E+00       5.9118E-07       1.8028E-08       1.2593E-05       6.1912E-06
       2.7750E+00       5.9086E-07       1.7862E-08       1.2593E-05       6.1912E-06
       2.7850E+00       5.9053E-07       1.7701E-08       1.2593E-05       6.1912E-06
       2.7950E+00       5.9019E-07       1.7544E-08       1.2593E-05       6.1911E-06
       2.8050E+00       5.8985E-07       1.7391E-08       1.2594E-05       6.1910E-06
       2.8150E+00       5.8951E-07       1.7242E-08       1.2594E-05       6.1909E-06
       2.8250E+00       5.8916E-07       1.7097E-08       1.2595E-05       6.1908E-06
       2.8350E+00       5.8881E-07       1.6957E-08       1.2595E-05       6.1906E-06
       2.8450E+00       5.8845E-07       1.6820E-08       1.2595E-05       6.1904E-06
       2.8550E+00       5.8809E-07       1.6688E-08       1.2596E-05       6.1901E-06
       2.8650E+00       5.8772E-07       1.6560E-08       1.2596E-05       6.1898E-06
       2.8750E+00       5.8734E-07       1.6435E-08       1.2597E-05       6.1895E-06
       2.8850E+00       5.8697E-07       1.6315E-08       1.2598E-05       6.1891E-06
       2.8950E+00       5.8658E-07       1.6199E-08       1.2598E-05       6.1887E-06
       2.9050E+00       5.8620E-07       1.6086E-08       1.2599E-05       6.1883E-06
       2.9150E+00       5.8581E-07       1.5978E-08       1.2600E-05       6.1878E-06
       2.9250E+00       5.8542E-07       1.5875E-08       1.2600E-05       6.1873E-06
       2.9350E+00       5.8504E-07       1.5776E-08       1.2601E-05       6.1868E-06
       2.9450E+00       5.8466E-07       1.5683E-08       1.2602E-05       6.1863E-06
       2.9550E+00       5.8429E-07       1.5596E-08       1.2603E-05       6.1858E-06
       2.9650E+00       5.8395E-07       1.5517E-08       1.2603E-05       6.1853E-06
       2.9750E+00       5.8365E-07       1.5448E-08       1.2604E-05       6.1848E-06
       2.9850E+00       5.8341E-07       1.5394E-08       1.2605E-05       6.1844E-06
       2.9950E+00       5.8326E-07       1.5362E-08       1.2605E-05       6.1842E-06
