# Time          1.0000E+00
# Units: Bars
    Distance        CO2(g)          
       2.7050E+00       1.0734E-06
       2.7150E+00       1.0736E-06
       2.7250E+00       1.0738E-06
       2.7350E+00       1.0740E-06
       2.7450E+00       1.0742E-06
       2.7550E+00       1.0743E-06
       2.7650E+00       1.0745E-06
       2.7750E+00       1.0746E-06
       2.7850E+00       1.0748E-06
       2.7950E+00       1.0749E-06
       2.8050E+00       1.0751E-06
       2.8150E+00       1.0752E-06
       2.8250E+00       1.0753E-06
       2.8350E+00       1.0754E-06
       2.8450E+00       1.0755E-06
       2.8550E+00       1.0756E-06
       2.8650E+00       1.0757E-06
       2.8750E+00       1.0758E-06
       2.8850E+00       1.0759E-06
       2.8950E+00       1.0760E-06
       2.9050E+00       1.0761E-06
       2.9150E+00       1.0761E-06
       2.9250E+00       1.0762E-06
       2.9350E+00       1.0762E-06
       2.9450E+00       1.0763E-06
       2.9550E+00       1.0763E-06
       2.9650E+00       1.0763E-06
       2.9750E+00       1.0763E-06
       2.9850E+00       1.0764E-06
       2.9950E+00       1.0764E-06
