# Time          2.5000E+01
    Distance         pH
  1.9350E+00    5.0365E+00
  1.9450E+00    5.0368E+00
  1.9550E+00    5.0371E+00
  1.9650E+00    5.0375E+00
  1.9750E+00    5.0378E+00
  1.9850E+00    5.0382E+00
  1.9950E+00    5.0385E+00
  2.0050E+00    5.0388E+00
  2.0150E+00    5.0392E+00
  2.0250E+00    5.0395E+00
  2.0350E+00    5.0399E+00
  2.0450E+00    5.0403E+00
  2.0550E+00    5.0406E+00
  2.0650E+00    5.0410E+00
  2.0750E+00    5.0414E+00
  2.0850E+00    5.0417E+00
  2.0950E+00    5.0421E+00
  2.1050E+00    5.0425E+00
  2.1150E+00    5.0429E+00
  2.1250E+00    5.0432E+00
  2.1350E+00    5.0436E+00
  2.1450E+00    5.0440E+00
  2.1550E+00    5.0444E+00
  2.1650E+00    5.0448E+00
  2.1750E+00    5.0452E+00
  2.1850E+00    5.0456E+00
  2.1950E+00    5.0460E+00
  2.2050E+00    5.0464E+00
  2.2150E+00    5.0468E+00
  2.2250E+00    5.0472E+00
  2.2350E+00    5.0476E+00
  2.2450E+00    5.0480E+00
  2.2550E+00    5.0484E+00
  2.2650E+00    5.0489E+00
  2.2750E+00    5.0493E+00
  2.2850E+00    5.0497E+00
  2.2950E+00    5.0501E+00
  2.3050E+00    5.0506E+00
  2.3150E+00    5.0510E+00
  2.3250E+00    5.0514E+00
  2.3350E+00    5.0519E+00
  2.3450E+00    5.0523E+00
  2.3550E+00    5.0528E+00
  2.3650E+00    5.0532E+00
  2.3750E+00    5.0537E+00
  2.3850E+00    5.0541E+00
  2.3950E+00    5.0546E+00
  2.4050E+00    5.0550E+00
  2.4150E+00    5.0555E+00
  2.4250E+00    5.0559E+00
  2.4350E+00    5.0564E+00
  2.4450E+00    5.0569E+00
  2.4550E+00    5.0573E+00
  2.4650E+00    5.0578E+00
  2.4750E+00    5.0583E+00
  2.4850E+00    5.0588E+00
  2.4950E+00    5.0592E+00
  2.5050E+00    5.0597E+00
  2.5150E+00    5.0602E+00
  2.5250E+00    5.0607E+00
  2.5350E+00    5.0612E+00
  2.5450E+00    5.0617E+00
  2.5550E+00    5.0622E+00
  2.5650E+00    5.0627E+00
  2.5750E+00    5.0632E+00
  2.5850E+00    5.0637E+00
  2.5950E+00    5.0642E+00
  2.6050E+00    5.0647E+00
  2.6150E+00    5.0652E+00
  2.6250E+00    5.0657E+00
  2.6350E+00    5.0662E+00
  2.6450E+00    5.0667E+00
  2.6550E+00    5.0672E+00
  2.6650E+00    5.0678E+00
  2.6750E+00    5.0683E+00
  2.6850E+00    5.0688E+00
  2.6950E+00    5.0693E+00
  2.7050E+00    5.0699E+00
  2.7150E+00    5.0704E+00
  2.7250E+00    5.0709E+00
  2.7350E+00    5.0715E+00
  2.7450E+00    5.0720E+00
  2.7550E+00    5.0726E+00
  2.7650E+00    5.0731E+00
  2.7750E+00    5.0737E+00
  2.7850E+00    5.0742E+00
  2.7950E+00    5.0748E+00
  2.8050E+00    5.0753E+00
  2.8150E+00    5.0759E+00
  2.8250E+00    5.0764E+00
  2.8350E+00    5.0770E+00
  2.8450E+00    5.0776E+00
  2.8550E+00    5.0781E+00
  2.8650E+00    5.0787E+00
  2.8750E+00    5.0793E+00
  2.8850E+00    5.0798E+00
  2.8950E+00    5.0804E+00
  2.9050E+00    5.0810E+00
  2.9150E+00    5.0815E+00
  2.9250E+00    5.0821E+00
  2.9350E+00    5.0827E+00
  2.9450E+00    5.0832E+00
  2.9550E+00    5.0837E+00
  2.9650E+00    5.0842E+00
  2.9750E+00    5.0846E+00
  2.9850E+00    5.0850E+00
  2.9950E+00    5.0852E+00
